Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,30.448809,[236  37] ; [28 24],[221.76  51.24] ; [42.24  9.76],1
r3,1,0.0,27.559311,[251  20] ; [35 17],[239.95665635  31.04334365] ; [46.04334365  5.95665635],1
p10,1,0.0,25.910637,[214  56] ; [23 28],[199.34579439  70.65420561] ; [37.65420561 13.34579439],1
p11,1,1.1e-05,19.285931,[204  69] ; [23 29],[190.68  82.32] ; [36.32 15.68],1
r1,1,1.8e-05,18.437733,[209  62] ; [25 27],[196.32817337  74.67182663] ; [37.67182663 14.32817337],1
s6,1,4.3e-05,16.71447,[185  86] ; [20 32],[171.99690402  99.00309598] ; [33.00309598 18.99690402],1
d5,1,8.2e-05,15.503675,[227  46] ; [30 21],[216.5462963  56.4537037] ; [40.4537037 10.5462963],1
v4,1,8.8e-05,15.377739,[250  23] ; [37 14],[241.82407407  31.17592593] ; [45.17592593  5.82407407],1
p3,1,9.7e-05,15.187534,[108 164] ; [ 6 46],[ 95.7037037 176.2962963] ; [18.2962963 33.7037037],1
p4,1,0.000225,13.608046,[133 139] ; [11 41],[120.88888889 151.11111111] ; [23.11111111 28.88888889],1
s8,1,0.001184,10.514486,[112 161] ; [ 9 43],[101.64 171.36] ; [19.36 32.64],0
p9,1,0.001727,9.819123,[218  52] ; [31 20],[209.43925234  60.56074766] ; [39.56074766 11.43925234],0
v3,1,0.008149,7.00043,[106 157] ; [10 39],[ 97.78205128 165.21794872] ; [18.21794872 30.78205128],0
s7,1,0.008291,6.969561,[126 135] ; [14 36],[117.49196141 143.50803859] ; [22.50803859 27.49196141],0
a5,1,0.008725,6.878307,[197  76] ; [28 24],[189.  84.] ; [36. 16.],0
a1,1,0.010653,6.52228,[ 12 261] ; [ 7 45],[ 15.96 257.04] ; [ 3.04 48.96],0
p2,1,0.014738,5.947496,[196  76] ; [28 23],[188.63157895  83.36842105] ; [35.36842105 15.63157895],0
u1,1,0.019957,5.415635,[ 59 214] ; [ 4 48],[ 52.92 220.08] ; [10.08 41.92],0
s2,1,0.029306,4.749544,[137 131] ; [18 34],[129.8125 138.1875] ; [25.1875 26.8125],0
s5,1,0.04197,4.136431,[ 78 186] ; [ 8 43],[ 72.07619048 191.92380952] ; [13.92380952 37.07619048],0
d1,1,0.042796,4.103433,[152 121] ; [21 31],[145.32 127.68] ; [27.68 24.32],0
n4,1,0.045259,4.008975,[238  34] ; [40 12],[233.38271605  38.61728395] ; [44.61728395  7.38271605],0
a8,1,0.047934,3.912283,[ 29 216] ; [11 38],[ 33.33333333 211.66666667] ; [ 6.66666667 42.33333333],0
r2,1,0.053447,3.72988,[251  20] ; [43  8],[247.43478261  23.56521739] ; [46.56521739  4.43478261],0
v2,1,0.060563,3.521909,[134 127] ; [18 31],[127.97419355 133.02580645] ; [24.02580645 24.97419355],0
v1,1,0.06918,3.302361,[132 132] ; [18 32],[126.11464968 137.88535032] ; [23.88535032 26.11464968],0
b1,1,0.070054,3.281765,[105 168] ; [27 25],[110.88 162.12] ; [21.12 30.88],0
a4,1,0.09705,2.753362,[133 138] ; [19 33],[127.52941176 143.47058824] ; [24.47058824 27.52941176],0
d4,1,0.103089,2.657092,[209  63] ; [33 17],[204.42236025  67.57763975] ; [37.57763975 12.42236025],0
b5,1,0.107188,2.595205,[179  94] ; [28 24],[173.88  99.12] ; [33.12 18.88],0
a7,1,0.109808,2.556982,[183  89] ; [29 23],[177.97530864  94.02469136] ; [34.02469136 17.97530864],0
p6,1,0.119874,2.418964,[ 65 206] ; [ 7 43],[ 60.78504673 210.21495327] ; [11.21495327 38.78504673],0
a2,1,0.124898,2.354798,[ 75 198] ; [ 9 43],[ 70.56 202.44] ; [13.44 38.56],0
b3,1,0.139017,2.188812,[ 72 104] ; [ 8 22],[ 68.34951456 107.65048544] ; [11.65048544 18.34951456],0
b2,1,0.139017,2.188812,[ 72 104] ; [ 8 22],[ 68.34951456 107.65048544] ; [11.65048544 18.34951456],0
p12,1,0.166004,1.918667,[ 19 254] ; [ 1 51],[ 16.8 256.2] ; [ 3.2 48.8],0
n3,1,0.207712,1.587302,[55 20] ; [15 10],[52.5 22.5] ; [17.5  7.5],0
u3,1,0.219022,1.510769,[41 37] ; [ 7 12],[38.59793814 39.40206186] ; [9.40206186 9.59793814],0
