Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,37.140112,[343 137] ; [34 55],[318.03163445 161.96836555] ; [58.96836555 30.03163445],1
p8,1,0.0,32.083344,[286 200] ; [25 68],[261.04663212 224.95336788] ; [49.95336788 43.04663212],1
p4,1,0.0,26.169357,[339 155] ; [37 54],[317.51111111 176.48888889] ; [58.48888889 32.51111111],1
p10,1,2e-06,22.877595,[425  62] ; [62 30],[409.61830743  77.38169257] ; [77.38169257 14.61830743],1
p9,1,1e-05,19.511829,[441  47] ; [68 24],[428.26206897  59.73793103] ; [80.73793103 11.26206897],1
p11,1,0.001068,10.705349,[400  95] ; [61 32],[388.08673469 106.91326531] ; [72.91326531 20.08673469],0
p3,1,0.002261,9.324485,[274 221] ; [35 57],[260.57069847 234.42930153] ; [48.42930153 43.57069847],0
b1,1,0.006292,7.464692,[176 319] ; [47 46],[187.72959184 307.27040816] ; [35.27040816 57.72959184],0
d4,1,0.009257,6.772478,[423  71] ; [68 23],[414.62222222  79.37777778] ; [76.37777778 14.62222222],0
n5,1,0.00963,6.702065,[393  99] ; [63 30],[383.50769231 108.49230769] ; [72.49230769 20.50769231],0
s1,1,0.015665,5.840044,[ 16 471] ; [ 8 83],[ 20.22145329 466.77854671] ; [ 3.77854671 87.22145329],0
d3,1,0.015823,5.822483,[361 134] ; [55 36],[351.39931741 143.60068259] ; [64.60068259 26.39931741],0
d5,1,0.020766,5.34632,[418  76] ; [68 23],[410.4  83.6] ; [75.6 15.4],0
n4,1,0.027638,4.850484,[395  98] ; [65 28],[386.99658703 106.00341297] ; [73.00341297 19.99658703],0
a7,1,0.0508,3.814861,[372 122] ; [61 32],[364.39863714 129.60136286] ; [68.60136286 24.39863714],0
a6,1,0.076435,3.139129,[345 149] ; [55 36],[337.77777778 156.22222222] ; [62.22222222 28.77777778],0
d1,1,0.077518,3.116176,[309 186] ; [49 44],[301.37755102 193.62244898] ; [56.62244898 36.37755102],0
r3,1,0.078471,3.096293,[479  14] ; [87  6],[476.17406143  16.82593857] ; [89.82593857  3.17406143],0
s4,1,0.08451,2.975964,[100 389] ; [26 65],[106.23103448 382.76896552] ; [19.76896552 71.23103448],0
s3,1,0.113089,2.510516,[351 139] ; [57 33],[344.68965517 145.31034483] ; [63.31034483 26.68965517],0
