Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.0,68.34734,[48 61] ; [92  2],[75.17241379 33.82758621] ; [64.82758621 29.17241379],1
d3,1,0.0,62.725352,[36 72] ; [83 11],[63.62376238 44.37623762] ; [55.37623762 38.62376238],1
d2,1,0.0,58.091286,[19 90] ; [65 27],[45.55223881 63.44776119] ; [38.44776119 53.55223881],1
d4,1,0.0,48.999676,[56 54] ; [88  4],[78.41584158 31.58415842] ; [65.58415842 26.41584158],1
a2,1,0.0,28.800316,[  3 107] ; [28 66],[16.71568627 93.28431373] ; [14.28431373 79.71568627],1
a3,1,4e-06,21.359058,[50 59] ; [73 21],[66.04433498 42.95566502] ; [56.95566502 37.04433498],1
a4,1,5e-06,20.837069,[25 85] ; [50 43],[40.64039409 69.35960591] ; [34.35960591 58.64039409],1
a6,1,0.000155,14.30679,[56 54] ; [72 22],[69.01960784 40.98039216] ; [58.98039216 35.01960784],1
a5,1,0.000229,13.577619,[49 61] ; [66 28],[62.00980392 47.99019608] ; [52.99019608 41.00980392],1
r2,1,0.000268,13.281626,[83 27] ; [85  5],[92.4 17.6] ; [75.6 14.4],1
u1,1,0.000535,11.989061,[  2 108] ; [14 80],[  8.62745098 101.37254902] ; [ 7.37254902 86.62745098],1
a7,1,0.001017,10.796994,[59 50] ; [71 22],[70.14851485 38.85148515] ; [59.85148515 33.14851485],0
n4,1,0.008784,6.866283,[60 50] ; [68 26],[69.01960784 40.98039216] ; [58.98039216 35.01960784],0
v2,1,0.010749,6.506301,[28 76] ; [40 50],[36.45360825 67.54639175] ; [31.54639175 58.45360825],0
r1,1,0.012967,6.173551,[56 54] ; [64 30],[64.70588235 45.29411765] ; [55.29411765 38.70588235],0
n6,1,0.040698,4.188561,[68 42] ; [70 23],[74.77832512 35.22167488] ; [63.22167488 29.77832512],0
r3,1,0.059312,3.556511,[83 27] ; [80 13],[88.32512315 21.67487685] ; [74.67487685 18.32512315],0
p10,1,0.071703,3.24359,[56 51] ; [61 33],[62.28358209 44.71641791] ; [54.71641791 39.28358209],0
r4,1,0.072822,3.218243,[69 41] ; [70 24],[74.95098039 35.04901961] ; [64.04901961 29.95098039],0
s1,1,0.090987,2.856819,[  6 104] ; [ 1 91],[  3.81188119 106.18811881] ; [ 3.18811881 88.81188119],0
u3,1,0.122196,2.38894,[20 40] ; [11 10],[22.96296296 37.03703704] ; [ 8.03703704 12.96296296],0
b1,1,0.141017,2.166831,[51 59] ; [34 60],[45.83333333 64.16666667] ; [39.16666667 54.83333333],0
a8,1,0.162541,1.950428,[12 91] ; [ 5 81],[ 9.26455026 93.73544974] ; [ 7.73544974 78.26455026],0
n1,1,0.164419,1.933105,[16 23] ; [ 9 26],[13.17567568 25.82432432] ; [11.82432432 23.17567568],0
n2,1,0.189838,1.718873,[27 13] ; [19 17],[24.21052632 15.78947368] ; [21.78947368 14.21052632],0
n3,1,0.214673,1.53963,[26 12] ; [19 16],[23.42465753 14.57534247] ; [21.57534247 13.42465753],0
n5,1,0.237219,1.397044,[59 50] ; [58 35],[63.13366337 45.86633663] ; [53.86633663 39.13366337],0
s5,1,0.246896,1.340782,[  6 101] ; [ 9 81],[ 8.14720812 98.85279188] ; [ 6.85279188 83.14720812],0
p5,1,0.24898,1.329016,[  1 107] ; [ 3 91],[  2.13861386 105.86138614] ; [ 1.86138614 92.13861386],0
p9,1,0.26761,1.228957,[62 45] ; [61 32],[65.805 41.195] ; [57.195 35.805],0
s8,1,0.288866,1.124899,[12 98] ; [15 79],[14.55882353 95.44117647] ; [12.44117647 81.55882353],0
p11,1,0.313226,1.017026,[65 45] ; [62 32],[68.48039216 41.51960784] ; [58.51960784 35.48039216],0
s4,1,0.351486,0.868085,[11 99] ; [ 6 88],[  9.16666667 100.83333333] ; [ 7.83333333 86.16666667],0
v3,1,0.400539,0.706707,[21 84] ; [23 69],[23.45177665 81.54822335] ; [20.54822335 71.45177665],0
v4,1,0.430452,0.621603,[88 21] ; [79 14],[90.11386139 18.88613861] ; [76.88613861 16.11386139],0
a1,1,0.432705,0.615551,[  6 104] ; [ 3 91],[  4.85294118 105.14705882] ; [ 4.14705882 89.85294118],0
b5,1,0.449072,0.572994,[62 48] ; [48 46],[59.31372549 50.68627451] ; [50.68627451 43.31372549],0
p8,1,0.506319,0.441666,[35 74] ; [34 59],[37.23267327 71.76732673] ; [31.76732673 61.23267327],0
p6,1,0.531705,0.391131,[23 86] ; [16 75],[21.255 87.745] ; [17.745 73.255],0
p4,1,0.604038,0.268949,[33 76] ; [31 61],[34.70646766 74.29353234] ; [29.29353234 62.70646766],0
s2,1,0.637847,0.221569,[18 92] ; [13 80],[16.79802956 93.20197044] ; [14.20197044 78.79802956],0
b4,1,0.660437,0.192994,[61 49] ; [55 39],[62.54901961 47.45098039] ; [53.45098039 40.54901961],0
s3,1,0.71049,0.137788,[28 80] ; [22 71],[26.86567164 81.13432836] ; [23.13432836 69.86567164],0
s7,1,0.726339,0.122499,[19 84] ; [18 70],[19.95287958 83.04712042] ; [17.04712042 70.95287958],0
b2,1,0.738778,0.111203,[20 41] ; [20 36],[20.85470085 40.14529915] ; [19.14529915 36.85470085],0
b3,1,0.738778,0.111203,[20 41] ; [20 36],[20.85470085 40.14529915] ; [19.14529915 36.85470085],0
p2,1,0.768545,0.0866,[69 40] ; [57 36],[67.99009901 41.00990099] ; [58.00990099 34.99009901],0
p1,1,0.772121,0.083869,[  8 100] ; [ 8 86],[ 8.55445545 99.44554455] ; [ 7.44554455 86.55445545],0
u2,1,0.796004,0.066834,[28 32] ; [10 10],[28.5 31.5] ; [ 9.5 10.5],0
p3,1,0.836404,0.04264,[31 79] ; [25 68],[30.34482759 79.65517241] ; [25.65517241 67.34482759],0
p7,1,0.876151,0.024289,[46 61] ; [41 52],[46.545 60.455] ; [40.455 52.545],0
