Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,1.7e-05,18.493153,[34 24] ; [12 48],[22.61016949 35.38983051] ; [23.38983051 36.61016949],1
r1,1,0.000217,13.679122,[52  6] ; [36 24],[43.25423729 14.74576271] ; [44.74576271 15.25423729],1
v1,1,0.000582,11.834236,[35 21] ; [18 41],[25.80869565 30.19130435] ; [27.19130435 31.80869565],1
r3,1,0.004784,7.959444,[57  1] ; [49 10],[52.54700855  5.45299145] ; [53.45299145  5.54700855],0
r4,1,0.004976,7.887995,[55  3] ; [46 14],[49.6440678  8.3559322] ; [51.3559322  8.6440678],0
n6,1,0.005983,7.555393,[53  5] ; [43 17],[47.18644068 10.81355932] ; [48.81355932 11.18644068],0
p3,1,0.012584,6.22662,[29 28] ; [17 43],[22.41025641 34.58974359] ; [23.58974359 36.41025641],0
n5,1,0.016541,5.744421,[45 12] ; [35 25],[38.97435897 18.02564103] ; [41.02564103 18.97435897],0
r2,1,0.030952,4.655629,[56  2] ; [51  9],[52.59322034  5.40677966] ; [54.40677966  5.59322034],0
v4,1,0.031733,4.612881,[57  1] ; [53  7],[54.06779661  3.93220339] ; [55.93220339  4.06779661],0
p12,1,0.0382,4.296091,[ 8 48] ; [ 2 57],[ 4.86956522 51.13043478] ; [ 5.13043478 53.86956522],0
a5,1,0.057418,3.61044,[39 19] ; [30 30],[33.91525424 24.08474576] ; [35.08474576 24.91525424],0
p11,1,0.061163,3.50557,[49  9] ; [42 18],[44.72881356 13.27118644] ; [46.27118644 13.72881356],0
b5,1,0.062713,3.464151,[32 26] ; [43 17],[36.86440678 21.13559322] ; [38.13559322 21.86440678],0
p7,1,0.06371,3.43806,[39 17] ; [30 27],[34.19469027 21.80530973] ; [34.80530973 22.19469027],0
p6,1,0.093691,2.809787,[26 31] ; [18 41],[21.62068966 35.37931034] ; [22.37931034 36.62068966],0
a3,1,0.135286,2.230769,[36 22] ; [28 30],[32. 26.] ; [32. 26.],0
n4,1,0.173903,1.848968,[41 16] ; [36 24],[37.51282051 19.48717949] ; [39.48717949 20.51282051],0
p8,1,0.188691,1.727807,[34 23] ; [27 30],[30.5 26.5] ; [30.5 26.5],0
a6,1,0.222787,1.486326,[41 17] ; [36 24],[37.84745763 20.15254237] ; [39.15254237 20.84745763],0
d3,1,0.258717,1.275612,[35 23] ; [30 30],[31.94915254 26.05084746] ; [33.05084746 26.94915254],0
n1,1,0.309558,1.032561,[4 7] ; [9 7],[5.2962963 5.7037037] ; [7.7037037 8.2962963],0
s5,1,0.311096,1.026015,[18 37] ; [14 44],[15.57522124 39.42477876] ; [16.42477876 41.57522124],0
b4,1,0.337039,0.921661,[36 22] ; [32 28],[33.42372881 24.57627119] ; [34.57627119 25.42372881],0
p1,1,0.349136,0.876594,[ 9 48] ; [ 6 54],[ 7.30769231 49.69230769] ; [ 7.69230769 52.30769231],0
s3,1,0.439285,0.59815,[33 23] ; [30 28],[30.94736842 25.05263158] ; [32.05263158 25.94736842],0
s8,1,0.465994,0.53146,[19 38] ; [16 43],[17.19827586 39.80172414] ; [17.80172414 41.19827586],0
s2,1,0.505557,0.443253,[25 31] ; [30 29],[26.7826087 29.2173913] ; [28.2173913 30.7826087],0
s7,1,0.527415,0.399369,[25 29] ; [23 34],[23.35135135 30.64864865] ; [24.64864865 32.35135135],0
n2,1,0.527458,0.399287,[10  1] ; [14  3],[9.42857143 1.57142857] ; [14.57142857  2.42857143],0
s6,1,0.542092,0.371676,[35 21] ; [33 25],[33.40350877 22.59649123] ; [34.59649123 23.40350877],0
a4,1,0.543409,0.369258,[12 46] ; [15 44],[13.38461538 44.61538462] ; [13.61538462 45.38461538],0
u3,1,0.561125,0.33776,[11 11] ; [18 13],[12.03773585  9.96226415] ; [16.96226415 14.03773585],0
a2,1,0.584183,0.299521,[ 5 53] ; [ 7 53],[ 5.89830508 52.10169492] ; [ 6.10169492 53.89830508],0
d4,1,0.593099,0.285531,[31 27] ; [35 25],[32.44067797 25.55932203] ; [33.55932203 26.44067797],0
p9,1,0.595438,0.281931,[45 11] ; [45 14],[43.82608696 12.17391304] ; [46.17391304 12.82608696],0
p10,1,0.613405,0.255246,[44 12] ; [44 15],[42.85217391 13.14782609] ; [45.14782609 13.85217391],0
u1,1,0.675705,0.175002,[ 2 56] ; [ 3 57],[ 2.45762712 55.54237288] ; [ 2.54237288 57.45762712],0
a1,1,0.675705,0.175002,[ 2 56] ; [ 3 57],[ 2.45762712 55.54237288] ; [ 2.54237288 57.45762712],0
