Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d4,1,0.0,98.851459,[24 52] ; [247  37],[57.21111111 18.78888889] ; [213.78888889  70.21111111],1
d1,1,0.0,97.666788,[ 2 74] ; [189  96],[40.21052632 35.78947368] ; [150.78947368 134.21052632],1
d3,1,0.0,52.216071,[21 55] ; [207  78],[48. 28.] ; [180. 105.],1
a5,1,0.0,30.734223,[36 40] ; [226  59],[55.15789474 20.84210526] ; [206.84210526  78.15789474],1
a3,1,0.0,27.41159,[31 43] ; [210  74],[49.81564246 24.18435754] ; [191.18435754  92.81564246],1
d2,1,1e-06,23.365248,[17 59] ; [151 131],[35.66480447 40.33519553] ; [132.33519553 149.66480447],1
a7,1,6.1e-05,16.081594,[37 39] ; [207  77],[51.51111111 24.48888889] ; [192.48888889  91.51111111],1
p2,1,6.9e-05,15.842353,[47 29] ; [234  48],[59.65363128 16.34636872] ; [221.34636872  60.65363128],1
a4,1,0.000543,11.960708,[19 55] ; [136 147],[32.12885154 41.87114846] ; [122.87114846 160.12885154],1
r3,1,0.000766,11.321917,[60 15] ; [264  20],[67.68802228  7.31197772] ; [256.31197772  27.68802228],1
u1,1,0.00144,10.154431,[ 2 74] ; [ 48 237],[10.52631579 65.47368421] ; [ 39.47368421 245.52631579],0
r4,1,0.002002,9.548129,[55 21] ; [248  37],[63.78947368 12.21052632] ; [239.21052632  45.78947368],0
a2,1,0.002189,9.383938,[ 6 70] ; [ 68 217],[15.57894737 60.42105263] ; [ 58.42105263 226.57894737],0
p4,1,0.002312,9.283922,[28 47] ; [161 121],[39.70588235 35.29411765] ; [149.29411765 132.70588235],0
p10,1,0.005809,7.608678,[45 28] ; [217  63],[54.18130312 18.81869688] ; [207.81869688  72.18130312],0
p7,1,0.009377,6.749574,[35 41] ; [174 104],[44.8700565 31.1299435] ; [164.1299435 113.8700565],0
a6,1,0.009442,6.737235,[45 31] ; [212  73],[54.10526316 21.89473684] ; [202.89473684  82.10526316],0
p9,1,0.012117,6.293709,[49 24] ; [227  54],[56.91525424 16.08474576] ; [219.08474576  61.91525424],0
p1,1,0.014444,5.98304,[13 63] ; [ 22 262],[ 7.38888889 68.61111111] ; [ 27.61111111 256.38888889],0
r1,1,0.0322,4.587826,[50 26] ; [220  63],[57.15877437 18.84122563] ; [212.84122563  70.15877437],0
u3,1,0.039585,4.235601,[15 30] ; [39 35],[20.42016807 24.57983193] ; [33.57983193 40.42016807],0
v2,1,0.045231,4.009987,[30 42] ; [151 124],[37.55619597 34.44380403] ; [143.44380403 131.55619597],0
b5,1,0.045374,4.004699,[37 39] ; [175 110],[44.63157895 31.36842105] ; [167.36842105 117.63157895],0
v4,1,0.074832,3.173723,[64 12] ; [259  25],[68.18888889  7.81111111] ; [254.81111111  29.18888889],0
p11,1,0.07712,3.124575,[53 23] ; [226  59],[58.73684211 17.26315789] ; [220.26315789  64.73684211],0
p12,1,0.084545,2.97528,[ 7 68] ; [ 12 268],[ 4.01408451 70.98591549] ; [ 14.98591549 265.01408451],0
r2,1,0.100108,2.703819,[66 10] ; [257  20],[69.54107649  6.45892351] ; [253.45892351  23.54107649],0
u2,1,0.105084,2.626639,[17 27] ; [40 34],[21.25423729 22.74576271] ; [35.74576271 38.25423729],0
v1,1,0.113095,2.510424,[30 44] ; [142 137],[36.05665722 37.94334278] ; [135.94334278 143.05665722],0
a8,1,0.113945,2.498631,[ 6 65] ; [ 40 212],[10.11145511 60.88854489] ; [ 35.88854489 216.11145511],0
s3,1,0.117952,2.444312,[23 51] ; [ 63 219],[17.87640449 56.12359551] ; [ 68.12359551 213.87640449],0
p3,1,0.149578,2.076552,[30 46] ; [138 145],[35.56545961 40.43454039] ; [132.43454039 150.56545961],0
s1,1,0.151818,2.053889,[ 3 72] ; [  4 278],[ 1.47058824 73.52941176] ; [  5.52941176 276.47058824],0
s6,1,0.191865,1.703235,[29 45] ; [134 147],[33.97746479 40.02253521] ; [129.02253521 151.97746479],0
s5,1,0.205322,1.604109,[10 63] ; [ 56 221],[13.76571429 59.23428571] ; [ 52.23428571 224.76571429],0
n6,1,0.238587,1.388923,[59 17] ; [237  47],[62.48888889 13.51111111] ; [233.51111111  50.48888889],0
p8,1,0.241699,1.370657,[32 42] ; [141 136],[36.47293447 37.52706553] ; [136.52706553 140.47293447],0
n1,1,0.248306,1.332812,[12 10] ; [25 37],[ 9.69047619 12.30952381] ; [27.30952381 34.69047619],0
b1,1,0.253449,1.304193,[34 42] ; [107 178],[29.68421053 46.31578947] ; [111.31578947 173.68421053],0
v3,1,0.313688,1.015084,[23 51] ; [104 174],[26.69886364 47.30113636] ; [100.30113636 177.69886364],0
s8,1,0.370096,0.803343,[17 58] ; [ 79 205],[20.05571031 54.94428969] ; [ 75.94428969 208.05571031],0
b3,1,0.399449,0.709985,[22 28] ; [ 67 112],[19.43231441 30.56768559] ; [ 69.56768559 109.43231441],0
b2,1,0.399449,0.709985,[22 28] ; [ 67 112],[19.43231441 30.56768559] ; [ 69.56768559 109.43231441],0
p6,1,0.469044,0.524228,[21 54] ; [ 90 188],[23.58356941 51.41643059] ; [ 87.41643059 190.58356941],0
n5,1,0.498817,0.457452,[60 16] ; [233  50],[62.02785515 13.97214485] ; [230.97214485  52.02785515],0
n2,1,0.549856,0.357575,[17  6] ; [43 21],[15.86206897  7.13793103] ; [44.13793103 19.86206897],0
a1,1,0.563162,0.334259,[ 5 71] ; [ 14 271],[ 4. 72.] ; [ 15. 270.],0
s7,1,0.684943,0.164615,[18 52] ; [ 76 194],[19.35294118 50.64705882] ; [ 74.64705882 195.35294118],0
s4,1,0.768409,0.086705,[ 7 69] ; [ 23 259],[ 6.36871508 69.63128492] ; [ 23.63128492 258.36871508],0
b4,1,0.825059,0.04886,[44 32] ; [169 116],[44.84210526 31.15789474] ; [168.15789474 116.84210526],0
p5,1,0.827077,0.047721,[ 9 67] ; [ 31 252],[ 8.46796657 67.53203343] ; [ 31.53203343 251.46796657],0
n3,1,0.967887,0.001621,[15  6] ; [44 18],[14.92771084  6.07228916] ; [44.07228916 17.92771084],0
