Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,55.401479,[35 43] ; [342  68],[60.25819672 17.74180328] ; [316.74180328  93.25819672],1
n4,1,0.0,48.324699,[39 40] ; [345  64],[62.16393443 16.83606557] ; [321.83606557  87.16393443],1
r4,1,4e-06,21.092434,[64 15] ; [391  19],[73.50715746  5.49284254] ; [381.49284254  28.50715746],1
p9,1,9e-06,19.721248,[54 23] ; [363  44],[66.34090909 10.65909091] ; [350.65909091  56.34090909],1
p10,1,1.9e-05,18.318839,[51 26] ; [350  56],[63.92753623 13.07246377] ; [337.07246377  68.92753623],1
p4,1,3.1e-05,17.364687,[32 46] ; [270 139],[48.36960986 29.63039014] ; [253.63039014 155.36960986],1
s7,1,0.000155,14.311477,[34 40] ; [273 124],[48.23354565 25.76645435] ; [258.76645435 138.23354565],1
p11,1,0.000249,13.416052,[50 29] ; [335  75],[62.19836401 16.80163599] ; [322.80163599  87.19836401],1
s8,1,0.00036,12.729576,[32 47] ; [254 155],[46.29918033 32.70081967] ; [239.70081967 169.29918033],1
u1,1,0.000487,12.165994,[ 4 75] ; [ 90 320],[15.18609407 63.81390593] ; [ 78.81390593 331.18609407],1
p2,1,0.000596,11.788406,[57 22] ; [357  52],[67.0204918 11.9795082] ; [346.9795082  62.0204918],1
p8,1,0.000609,11.747832,[27 51] ; [227 180],[40.84948454 37.15051546] ; [213.15051546 193.84948454],1
d2,1,0.000867,11.092134,[26 52] ; [221 189],[39.4795082 38.5204918] ; [207.5204918 202.4795082],1
s6,1,0.001033,10.767864,[56 22] ; [349  54],[65.67567568 12.32432432] ; [339.32432432  63.67567568],0
r2,1,0.002774,8.950433,[72  6] ; [400   7],[75.90927835  2.09072165] ; [396.09072165  10.90927835],0
a5,1,0.003696,8.427359,[47 32] ; [309 101],[57.51329243 21.48670757] ; [298.48670757 111.51329243],0
p6,1,0.005079,7.8512,[18 57] ; [167 239],[28.84615385 46.15384615] ; [156.15384615 249.84615385],0
v3,1,0.005684,7.647902,[19 54] ; [172 225],[29.66595745 43.33404255] ; [161.33404255 235.66595745],0
a2,1,0.005832,7.601397,[10 69] ; [112 298],[19.70961145 59.29038855] ; [102.29038855 307.70961145],0
s5,1,0.00734,7.187888,[20 53] ; [173 218],[30.36422414 42.63577586] ; [162.63577586 228.36422414],0
a4,1,0.008749,6.873398,[25 54] ; [195 214],[35.6147541 43.3852459] ; [184.3852459 224.6147541],0
p3,1,0.00927,6.770066,[30 48] ; [223 186],[40.52156057 37.47843943] ; [212.47843943 196.52156057],0
p5,1,0.010948,6.473814,[ 3 75] ; [ 58 348],[ 9.83057851 68.16942149] ; [ 51.16942149 354.83057851],0
a3,1,0.011484,6.388766,[49 30] ; [309  99],[58.07392197 20.92607803] ; [299.92607803 108.07392197],0
d5,1,0.015216,5.89127,[55 23] ; [337  72],[62.78439425 15.21560575] ; [329.21560575  79.78439425],0
u3,1,0.018684,5.53088,[24  5] ; [59 41],[18.65891473 10.34108527] ; [64.34108527 35.65891473],0
b3,1,0.02196,5.248957,[10 35] ; [102 152],[16.85618729 28.14381271] ; [ 95.14381271 158.85618729],0
