Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.012709,6.209211,[17  9] ; [ 3 10],[13.33333333 12.66666667] ; [6.66666667 6.33333333],0
v2,1,0.012709,6.209211,[17  9] ; [ 3 10],[13.33333333 12.66666667] ; [6.66666667 6.33333333],0
s2,1,0.014851,5.934066,[14 12] ; [ 2 12],[10.4 15.6] ; [5.6 8.4],0
a8,1,0.036591,4.369332,[ 1 22] ; [ 4 10],[ 3.10810811 19.89189189] ; [ 1.89189189 12.10810811],0
p10,1,0.059709,3.545455,[24  2] ; [9 4],[22.  4.] ; [11.  2.],0
p9,1,0.062034,3.482143,[25  1] ; [10  3],[23.33333333  2.66666667] ; [11.66666667  1.33333333],0
p2,1,0.068268,3.324176,[23  3] ; [9 5],[20.8  5.2] ; [11.2  2.8],0
r3,1,0.077746,3.111398,[24  2] ; [10  4],[22.1  3.9] ; [11.9  2.1],0
d4,1,0.077746,3.111398,[24  2] ; [10  4],[22.1  3.9] ; [11.9  2.1],0
d1,1,0.082916,3.006794,[20  6] ; [7 7],[17.55  8.45] ; [9.45 4.55],0
u2,1,0.136844,2.213095,[5 1] ; [2 3],[3.81818182 2.18181818] ; [3.18181818 1.81818182],0
n3,1,0.136844,2.213095,[1 3] ; [5 2],[2.18181818 1.81818182] ; [3.81818182 3.18181818],0
d5,1,0.176287,1.828648,[23  3] ; [10  4],[21.45  4.55] ; [11.55  2.45],0
n4,1,0.176287,1.828648,[23  3] ; [10  4],[21.45  4.55] ; [11.55  2.45],0
r2,1,0.176287,1.828648,[23  3] ; [10  4],[21.45  4.55] ; [11.55  2.45],0
a4,1,0.186664,1.743751,[11 15] ; [ 3 11],[ 9.1 16.9] ; [4.9 9.1],0
r4,1,0.210228,1.569859,[24  2] ; [11  3],[22.75  3.25] ; [12.25  1.75],0
a5,1,0.250829,1.318681,[18  8] ; [12  2],[19.5  6.5] ; [10.5  3.5],0
r1,1,0.250829,1.318681,[18  8] ; [12  2],[19.5  6.5] ; [10.5  3.5],0
s5,1,0.267699,1.2285,[17  8] ; [7 7],[15.38461538  9.61538462] ; [8.61538462 5.38461538],0
s3,1,0.273381,1.199703,[14 12] ; [5 9],[12.35 13.65] ; [6.65 7.35],0
n5,1,0.319984,0.989011,[22  4] ; [10  4],[20.8  5.2] ; [11.2  2.8],0
u3,1,0.376462,0.782222,[4 2] ; [2 3],[3.27272727 2.72727273] ; [2.72727273 2.27272727],0
a3,1,0.393231,0.728926,[20  6] ; [9 5],[18.85  7.15] ; [10.15  3.85],0
p8,1,0.495628,0.464286,[15 11] ; [6 7],[14. 12.] ; [7. 6.],0
p11,1,0.499822,0.455315,[21  5] ; [10  4],[20.15  5.85] ; [10.85  3.15],0
b4,1,0.524091,0.405835,[14 12] ; [9 5],[14.95 11.05] ; [8.05 5.95],0
n2,1,0.55368,0.350765,[3 1] ; [4 3],[2.54545455 1.45454545] ; [4.45454545 2.54545455],0
d3,1,0.562786,0.334903,[19  7] ; [9 5],[18.2  7.8] ; [9.8 4.2],0
s7,1,0.574784,0.314743,[13 12] ; [8 5],[13.81578947 11.18421053] ; [7.18421053 5.81578947],0
p4,1,0.604027,0.268966,[20  6] ; [9 4],[19.33333333  6.66666667] ; [9.66666667 3.33333333],0
b3,1,0.604773,0.267857,[10 10] ; [4 6],[ 9.33333333 10.66666667] ; [4.66666667 5.33333333],0
b2,1,0.604773,0.267857,[10 10] ; [4 6],[ 9.33333333 10.66666667] ; [4.66666667 5.33333333],0
s6,1,0.614798,0.253247,[18  8] ; [10  3],[18.66666667  7.33333333] ; [9.33333333 3.66666667],0
p3,1,0.697078,0.151529,[17  9] ; [10  4],[17.55  8.45] ; [9.45 4.55],0
n6,1,0.734849,0.114706,[23  3] ; [11  2],[22.66666667  3.33333333] ; [11.33333333  1.66666667],0
p7,1,0.757286,0.09551,[13 12] ; [8 6],[13.46153846 11.53846154] ; [7.53846154 6.46153846],0
d2,1,0.786648,0.07326,[16 10] ; [8 6],[15.6 10.4] ; [8.4 5.6],0
a6,1,0.786648,0.07326,[16 10] ; [8 6],[15.6 10.4] ; [8.4 5.6],0
u1,1,0.802133,0.062794,[ 3 23] ; [ 2 12],[ 3.25 22.75] ; [ 1.75 12.25],0
b5,1,0.816275,0.053981,[14 12] ; [7 7],[13.65 12.35] ; [7.35 6.65],0
s8,1,0.820789,0.051316,[13 13] ; [7 6],[13.33333333 12.66666667] ; [6.66666667 6.33333333],0
a7,1,0.864079,0.029304,[16 10] ; [9 5],[16.25  9.75] ; [8.75 5.25],0
p1,1,0.868355,0.027473,[ 5 21] ; [ 3 11],[ 5.2 20.8] ; [ 2.8 11.2],0
s1,1,0.949823,0.00396,[ 2 24] ; [ 1 13],[ 1.95 24.05] ; [ 1.05 12.95],0
a2,1,0.949823,0.00396,[ 2 24] ; [ 1 13],[ 1.95 24.05] ; [ 1.05 12.95],0
n1,1,1.0,0.0,[2 2] ; [3 3],[2. 2.] ; [3. 3.],0
b1,1,1.0,0.0,[13 13] ; [7 7],[13. 13.] ; [7. 7.],0
