Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.000591,11.802977,[36  6] ; [15 16],[29.34246575 12.65753425] ; [21.65753425  9.34246575],1
r2,1,0.002365,9.242396,[39  3] ; [20 11],[33.94520548  8.05479452] ; [25.05479452  5.94520548],0
u2,1,0.024798,5.037927,[12  5] ; [3 8],[9.10714286 7.89285714] ; [5.89285714 5.10714286],0
b1,1,0.030361,4.688747,[15 27] ; [19 12],[19.56164384 22.43835616] ; [14.43835616 16.56164384],0
p1,1,0.034519,4.46881,[ 1 41] ; [ 5 26],[ 3.45205479 38.54794521] ; [ 2.54794521 28.45205479],0
v4,1,0.066171,3.375527,[37  5] ; [22  9],[33.94520548  8.05479452] ; [25.05479452  5.94520548],0
v2,1,0.16764,1.90392,[19 19] ; [10 20],[16.20588235 21.79411765] ; [12.79411765 17.20588235],0
d5,1,0.170253,1.880713,[32 10] ; [19 12],[29.34246575 12.65753425] ; [21.65753425  9.34246575],0
a1,1,0.17573,1.83337,[ 1 41] ; [ 3 28],[ 2.30136986 39.69863014] ; [ 1.69863014 29.30136986],0
a5,1,0.216636,1.526517,[21 21] ; [20 11],[23.5890411 18.4109589] ; [17.4109589 13.5890411],0
r3,1,0.223791,1.479893,[37  5] ; [24  7],[35.09589041  6.90410959] ; [25.90410959  5.09589041],0
v3,1,0.224734,1.47388,[12 28] ; [ 5 24],[ 9.85507246 30.14492754] ; [ 7.14492754 21.85507246],0
n3,1,0.24706,1.33985,[12  7] ; [6 8],[10.36363636  8.63636364] ; [7.63636364 6.36363636],0
a4,1,0.262605,1.254974,[19 23] ; [10 21],[16.68493151 25.31506849] ; [12.31506849 18.68493151],0
d4,1,0.297263,1.086432,[33  9] ; [21 10],[31.06849315 10.93150685] ; [22.93150685  8.06849315],0
a7,1,0.311121,1.02591,[24 18] ; [14 17],[21.8630137 20.1369863] ; [16.1369863 14.8630137],0
v1,1,0.312846,1.018622,[17 25] ; [ 9 22],[14.95890411 27.04109589] ; [11.04109589 19.95890411],0
s6,1,0.376809,0.781086,[21 19] ; [13 18],[19.15492958 20.84507042] ; [14.84507042 16.15492958],0
p6,1,0.378639,0.775116,[ 9 33] ; [ 4 26],[ 7.58333333 34.41666667] ; [ 5.41666667 24.58333333],0
p10,1,0.390011,0.738908,[22 19] ; [13 17],[20.21126761 20.78873239] ; [14.78873239 15.21126761],0
a2,1,0.390631,0.736977,[ 7 35] ; [ 3 28],[ 5.75342466 36.24657534] ; [ 4.24657534 26.75342466],0
s8,1,0.392732,0.730465,[10 31] ; [ 5 26],[ 8.54166667 32.45833333] ; [ 6.45833333 24.54166667],0
n5,1,0.400074,0.708104,[12 29] ; [12 19],[13.66666667 27.33333333] ; [10.33333333 20.66666667],0
s3,1,0.402442,0.701019,[19 23] ; [11 20],[17.26027397 24.73972603] ; [12.73972603 18.26027397],0
b2,1,0.423187,0.641447,[ 5 15] ; [ 7 12],[ 6.15384615 13.84615385] ; [ 5.84615385 13.15384615],0
b3,1,0.423187,0.641447,[ 5 15] ; [ 7 12],[ 6.15384615 13.84615385] ; [ 5.84615385 13.15384615],0
b5,1,0.489957,0.476621,[29 13] ; [19 12],[27.61643836 14.38356164] ; [20.38356164 10.61643836],0
u3,1,0.590826,0.289056,[11  6] ; [6 5],[10.32142857  6.67857143] ; [6.67857143 4.32142857],0
d2,1,0.638893,0.220193,[18 24] ; [15 16],[18.98630137 23.01369863] ; [14.01369863 16.98630137],0
s1,1,0.647754,0.208744,[ 4 38] ; [ 4 27],[ 4.60273973 37.39726027] ; [ 3.39726027 27.60273973],0
s4,1,0.649279,0.206811,[10 32] ; [ 6 25],[ 9.20547945 32.79452055] ; [ 6.79452055 24.20547945],0
p3,1,0.65888,0.194887,[ 8 34] ; [ 7 23],[ 8.75 33.25] ; [ 6.25 23.75],0
s2,1,0.664583,0.188004,[17 25] ; [11 20],[16.10958904 25.89041096] ; [11.89041096 19.10958904],0
a3,1,0.664583,0.188004,[25 17] ; [20 11],[25.89041096 16.10958904] ; [19.10958904 11.89041096],0
p9,1,0.695886,0.152787,[21 20] ; [13 15],[20.20289855 20.79710145] ; [13.79710145 14.20289855],0
p7,1,0.785086,0.074364,[12 29] ; [10 21],[12.52777778 28.47222222] ; [ 9.47222222 21.52777778],0
n1,1,0.801106,0.063462,[ 7 13] ; [4 9],[ 6.66666667 13.33333333] ; [4.33333333 8.66666667],0
p5,1,0.822001,0.050613,[ 1 40] ; [ 1 29],[ 1.15492958 39.84507042] ; [ 0.84507042 29.15492958],0
u1,1,0.82698,0.047776,[ 1 41] ; [ 1 30],[ 1.15068493 40.84931507] ; [ 0.84931507 30.15068493],0
a6,1,0.835165,0.043298,[20 22] ; [14 17],[19.56164384 22.43835616] ; [14.43835616 16.56164384],0
b4,1,0.84452,0.038461,[24 18] ; [17 14],[23.5890411 18.4109589] ; [17.4109589 13.5890411],0
p4,1,0.866349,0.028324,[14 27] ; [10 21],[13.66666667 27.33333333] ; [10.33333333 20.66666667],0
n2,1,0.867686,0.027755,[12  8] ; [8 6],[11.76470588  8.23529412] ; [8.23529412 5.76470588],0
d1,1,0.900317,0.01569,[17 25] ; [13 18],[17.26027397 24.73972603] ; [12.73972603 18.26027397],0
s7,1,0.903841,0.014595,[10 28] ; [ 7 21],[ 9.78787879 28.21212121] ; [ 7.21212121 20.78787879],0
p11,1,0.937234,0.006201,[18 24] ; [13 18],[17.83561644 24.16438356] ; [13.16438356 17.83561644],0
d3,1,0.948232,0.004216,[20 22] ; [15 16],[20.1369863 21.8630137] ; [14.8630137 16.1369863],0
n6,1,0.948232,0.004216,[22 20] ; [16 15],[21.8630137 20.1369863] ; [16.1369863 14.8630137],0
s5,1,0.961774,0.002297,[10 28] ; [ 8 23],[ 9.91304348 28.08695652] ; [ 8.08695652 22.91304348],0
p8,1,0.96395,0.002043,[11 31] ; [ 8 22],[11.08333333 30.91666667] ; [ 7.91666667 22.08333333],0
