Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0,28.524172,[ 7 52] ; [44 34],[21.96350365 37.03649635] ; [29.03649635 48.96350365],1
a1,1,0.245006,1.351559,[ 4 56] ; [10 69],[ 6.04316547 53.95683453] ; [ 7.95683453 71.04316547],0
n4,1,0.261833,1.259039,[32 28] ; [49 29],[35.2173913 24.7826087] ; [45.7826087 32.2173913],0
u2,1,0.263395,1.250824,[17 19] ; [ 6 13],[15.05454545 20.94545455] ; [ 7.94545455 11.05454545],0
s7,1,0.270639,1.213505,[ 7 51] ; [14 59],[ 9.29770992 48.70229008] ; [11.70229008 61.29770992],0
b5,1,0.271849,1.207392,[36 24] ; [40 39],[32.8057554 27.1942446] ; [43.1942446 35.8057554],0
p11,1,0.334457,0.931561,[30 30] ; [33 46],[27.1942446 32.8057554] ; [35.8057554 43.1942446],0
p1,1,0.34324,0.898294,[ 4 56] ; [ 9 70],[ 5.61151079 54.38848921] ; [ 7.38848921 71.61151079],0
b4,1,0.366964,0.813919,[35 25] ; [40 39],[32.37410072 27.62589928] ; [42.62589928 36.37410072],0
n5,1,0.390613,0.737034,[32 27] ; [48 30],[34.45255474 24.54744526] ; [45.54744526 32.45255474],0
p10,1,0.44948,0.571963,[23 35] ; [36 42],[25.16176471 32.83823529] ; [33.83823529 44.16176471],0
u3,1,0.472157,0.516923,[18 18] ; [ 8 12],[16.71428571 19.28571429] ; [ 9.28571429 10.71428571],0
p6,1,0.526663,0.400825,[ 8 50] ; [ 8 70],[ 6.82352941 51.17647059] ; [ 9.17647059 68.82352941],0
s1,1,0.526663,0.400825,[ 8 50] ; [ 8 70],[ 6.82352941 51.17647059] ; [ 9.17647059 68.82352941],0
p9,1,0.546082,0.364384,[24 33] ; [36 40],[25.71428571 31.28571429] ; [34.28571429 41.71428571],0
r3,1,0.569851,0.322931,[42 18] ; [58 20],[43.47826087 16.52173913] ; [56.52173913 21.47826087],0
v1,1,0.598476,0.2773,[16 44] ; [24 54],[17.39130435 42.60869565] ; [22.60869565 55.39130435],0
n2,1,0.626632,0.236656,[15  8] ; [20 14],[14.12280702  8.87719298] ; [20.87719298 13.12280702],0
r2,1,0.6575,0.196575,[47 12] ; [62 13],[47.99253731 11.00746269] ; [61.00746269 13.99253731],0
r1,1,0.671921,0.179363,[36 24] ; [44 34],[34.7826087 25.2173913] ; [45.2173913 32.7826087],0
b1,1,0.681206,0.168771,[26 34] ; [37 42],[27.1942446 32.8057554] ; [35.8057554 43.1942446],0
n6,1,0.702413,0.145974,[37 23] ; [45 32],[35.91240876 24.08759124] ; [46.08759124 30.91240876],0
s2,1,0.716549,0.131823,[15 44] ; [22 56],[15.93430657 43.06569343] ; [21.06569343 56.93430657],0
p7,1,0.732209,0.117093,[15 41] ; [23 55],[15.88059701 40.11940299] ; [22.11940299 55.88059701],0
n1,1,0.759877,0.093417,[10 13] ; [13 20],[ 9.44642857 13.55357143] ; [13.55357143 19.44642857],0
s4,1,0.765817,0.088715,[ 9 51] ; [13 64],[ 9.6350365 50.3649635] ; [12.3649635 64.6350365],0
v3,1,0.787196,0.072875,[16 42] ; [22 52],[16.6969697 41.3030303] ; [21.3030303 52.6969697],0
u4,1,0.844171,0.038636,[ 1 59] ; [ 1 78],[ 0.86330935 59.13669065] ; [ 1.13669065 77.86330935],0
v4,1,0.854129,0.033802,[43 17] ; [57 21],[43.47826087 16.52173913] ; [56.52173913 21.47826087],0
p12,1,0.884279,0.021184,[ 2 58] ; [ 3 76],[ 2.15827338 57.84172662] ; [ 2.84172662 76.15827338],0
n3,1,0.902048,0.015147,[13 10] ; [17 14],[12.77777778 10.22222222] ; [17.22222222 13.77777778],0
s6,1,0.913034,0.011927,[21 39] ; [28 50],[21.30434783 38.69565217] ; [27.69565217 50.30434783],0
r4,1,0.91345,0.011813,[37 23] ; [48 31],[36.69064748 23.30935252] ; [48.30935252 30.69064748],0
s3,1,1.0,0.0,[19 38] ; [26 52],[19. 38.] ; [26. 52.],0
