Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1e-06,24.218047,[26 32] ; [48  6],[38.32142857 19.67857143] ; [35.67857143 18.32142857],1
p6,1,3.4e-05,17.190102,[11 49] ; [31 25],[21.72413793 38.27586207] ; [20.27586207 35.72413793],1
p2,1,0.000322,12.935165,[40 21] ; [52  4],[47.96581197 13.03418803] ; [44.03418803 11.96581197],1
p4,1,0.000841,11.149108,[23 38] ; [39 18],[32.05084746 28.94915254] ; [29.94915254 27.05084746],1
s7,1,0.019215,5.481828,[26 30] ; [37 17],[32.07272727 23.92727273] ; [30.92727273 23.07272727],0
p5,1,0.02328,5.147464,[ 4 55] ; [12 44],[ 8.20869565 50.79130435] ; [ 7.79130435 48.20869565],0
n5,1,0.023727,5.11447,[39 22] ; [47 10],[44.45762712 16.54237288] ; [41.54237288 15.45762712],0
p11,1,0.031049,4.650238,[37 24] ; [45 12],[42.38983051 18.61016949] ; [39.61016949 17.38983051],0
p3,1,0.045933,3.984053,[18 43] ; [27 30],[23.26271186 37.73728814] ; [21.73728814 35.26271186],0
n4,1,0.063024,3.455961,[35 26] ; [42 15],[39.80508475 21.19491525] ; [37.19491525 19.80508475],0
s5,1,0.084314,2.979717,[17 42] ; [24 30],[21.40707965 37.59292035] ; [19.59292035 34.40707965],0
s4,1,0.09379,2.808088,[13 47] ; [20 36],[17.06896552 42.93103448] ; [15.93103448 40.06896552],0
n1,1,0.096104,2.769034,[ 4 11] ; [7 5],[6.11111111 8.88888889] ; [4.88888889 7.11111111],0
s8,1,0.09732,2.748921,[26 35] ; [33 24],[30.5 30.5] ; [28.5 28.5],0
s6,1,0.09998,2.705866,[44 16] ; [48  8],[47.5862069 12.4137931] ; [44.4137931 11.5862069],0
v3,1,0.104425,2.636634,[14 43] ; [21 33],[17.97297297 39.02702703] ; [17.02702703 36.97297297],0
a8,1,0.105782,2.616133,[ 4 53] ; [ 9 44],[ 6.73636364 50.26363636] ; [ 6.26363636 46.73636364],0
v4,1,0.121405,2.399104,[56  5] ; [54  1],[57.84482759  3.15517241] ; [52.15517241  2.84482759],0
r3,1,0.202395,1.625007,[57  4] ; [55  1],[58.39316239  2.60683761] ; [53.60683761  2.39316239],0
s3,1,0.214238,1.542555,[51 10] ; [52  5],[53.24576271  7.75423729] ; [49.75423729  7.24576271],0
p12,1,0.215054,1.537075,[ 2 58] ; [ 5 52],[ 3.58974359 56.41025641] ; [ 3.41025641 53.58974359],0
n2,1,0.222994,1.485,[11  4] ; [11  1],[12.22222222  2.77777778] ; [9.77777778 2.22222222],0
r2,1,0.237021,1.398224,[54  7] ; [53  3],[55.78632479  5.21367521] ; [51.21367521  4.78632479],0
d3,1,0.241771,1.370238,[41 19] ; [33 24],[37.94871795 22.05128205] ; [36.05128205 20.94871795],0
b4,1,0.291365,1.113305,[39 22] ; [31 26],[36.18644068 24.81355932] ; [33.81355932 23.18644068],0
b5,1,0.29555,1.094165,[41 20] ; [33 24],[38.25423729 22.74576271] ; [35.74576271 21.25423729],0
a7,1,0.353251,0.861744,[38 22] ; [40 16],[40.34482759 19.65517241] ; [37.65517241 18.34482759],0
a6,1,0.369083,0.806748,[26 35] ; [29 28],[28.43220339 32.56779661] ; [26.56779661 30.43220339],0
a4,1,0.371377,0.799051,[ 9 52] ; [12 45],[10.8559322 50.1440678] ; [10.1440678 46.8559322],0
p10,1,0.438653,0.599803,[45 14] ; [46 10],[46.68695652 12.31304348] ; [44.31304348 11.68695652],0
u3,1,0.45827,0.550118,[23 11] ; [17 12],[21.58730159 12.41269841] ; [18.41269841 10.58730159],0
a3,1,0.478817,0.501557,[26 35] ; [28 29],[27.91525424 33.08474576] ; [26.08474576 30.91525424],0
d4,1,0.508896,0.436337,[45 16] ; [45 12],[46.52542373 14.47457627] ; [43.47457627 13.52542373],0
p9,1,0.562001,0.336252,[44 14] ; [45 11],[45.28070175 12.71929825] ; [43.71929825 12.28070175],0
n3,1,0.603332,0.27,[9 6] ; [6 6],[8.33333333 6.66666667] ; [6.66666667 5.33333333],0
p1,1,0.62268,0.242118,[ 7 54] ; [ 8 47],[ 7.88793103 53.11206897] ; [ 7.11206897 47.88793103],0
d2,1,0.647576,0.208969,[15 46] ; [12 45],[13.95762712 47.04237288] ; [13.04237288 43.95762712],0
n6,1,0.662792,0.19015,[47 14] ; [45 11],[47.96581197 13.03418803] ; [44.03418803 11.96581197],0
v2,1,0.667801,0.184185,[23 35] ; [24 31],[24.12389381 33.87610619] ; [22.87610619 32.12389381],0
r1,1,0.699426,0.14907,[43 18] ; [42 15],[43.94067797 17.05932203] ; [41.05932203 15.94067797],0
u2,1,0.718949,0.129502,[19 14] ; [18 11],[19.69354839 13.30645161] ; [17.30645161 11.69354839],0
b1,1,0.813152,0.055867,[27 34] ; [24 33],[26.36440678 34.63559322] ; [24.63559322 32.36440678],0
d5,1,0.829153,0.046564,[41 19] ; [40 17],[41.53846154 18.46153846] ; [39.46153846 17.53846154],0
v1,1,0.896359,0.016968,[28 32] ; [25 30],[27.65217391 32.34782609] ; [25.34782609 29.65217391],0
d1,1,0.922842,0.009381,[23 38] ; [21 36],[22.74576271 38.25423729] ; [21.25423729 35.74576271],0
r4,1,0.928923,0.007957,[51 10] ; [48  9],[51.1779661  9.8220339] ; [47.8220339  9.1779661],0
u1,1,0.932041,0.007272,[ 3 58] ; [ 3 54],[ 3.10169492 57.89830508] ; [ 2.89830508 54.10169492],0
a1,1,0.944977,0.004763,[ 2 59] ; [ 2 55],[ 2.06779661 58.93220339] ; [ 1.93220339 55.06779661],0
s1,1,0.959686,0.002555,[ 4 55] ; [ 4 53],[ 4.06896552 54.93103448] ; [ 3.93103448 53.06896552],0
b2,1,0.985723,0.00032,[ 7 30] ; [ 6 26],[ 6.97101449 30.02898551] ; [ 6.02898551 25.97101449],0
b3,1,0.985723,0.00032,[ 7 30] ; [ 6 26],[ 6.97101449 30.02898551] ; [ 6.02898551 25.97101449],0
