Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.0,36.301712,[65 14] ; [16 37],[48.47727273 30.52272727] ; [32.52272727 20.47727273],1
a4,1,0.0,36.206523,[48 31] ; [ 5 50],[31.24626866 47.75373134] ; [21.75373134 33.24626866],1
d2,1,2.9e-05,17.468524,[47 32] ; [13 43],[35.11111111 43.88888889] ; [24.88888889 31.11111111],1
d5,1,5.7e-05,16.21122,[67 13] ; [29 27],[56.47058824 23.52941176] ; [39.52941176 16.47058824],1
d1,1,0.00023,13.56824,[47 33] ; [15 41],[36.47058824 43.52941176] ; [25.52941176 30.47058824],1
d3,1,0.00155,10.01812,[54 26] ; [22 33],[45.03703704 34.96296296] ; [30.96296296 24.03703704],0
r2,1,0.002822,8.919346,[70  7] ; [39 16],[63.58333333 13.41666667] ; [45.41666667  9.58333333],0
a6,1,0.005755,7.625343,[52 28] ; [23 33],[44.11764706 35.88235294] ; [30.88235294 25.11764706],0
a7,1,0.00864,6.895756,[57 22] ; [28 28],[49.74074074 29.25925926] ; [35.25925926 20.74074074],0
r1,1,0.008987,6.825318,[55 23] ; [27 29],[47.73134328 30.26865672] ; [34.26865672 21.73134328],0
u1,1,0.009896,6.653587,[12 68] ; [ 1 55],[ 7.64705882 72.35294118] ; [ 5.35294118 50.64705882],0
r4,1,0.016002,5.802684,[55 25] ; [27 29],[48.23529412 31.76470588] ; [33.76470588 22.23529412],0
d4,1,0.016471,5.751846,[62 18] ; [32 23],[55.7037037 24.2962963] ; [38.2962963 16.7037037],0
n4,1,0.031425,4.629574,[54 25] ; [28 28],[47.98518519 31.01481481] ; [34.01481481 21.98518519],0
n1,1,0.072142,3.233589,[18 17] ; [ 6 16],[14.73684211 20.26315789] ; [ 9.26315789 12.73684211],0
s5,1,0.075241,3.164821,[16 62] ; [ 5 50],[12.31578947 65.68421053] ; [ 8.68421053 46.31578947],0
r3,1,0.084104,2.983756,[59 20] ; [34 22],[54.42222222 24.57777778] ; [38.57777778 17.42222222],0
s6,1,0.132502,2.262945,[31 48] ; [15 41],[26.91851852 52.08148148] ; [19.08148148 36.91851852],0
u2,1,0.147296,2.100035,[ 3 12] ; [16 23],[5.27777778 9.72222222] ; [13.72222222 25.27777778],0
s8,1,0.204949,1.606752,[13 66] ; [ 5 51],[10.53333333 68.46666667] ; [ 7.46666667 48.53333333],0
p7,1,0.208835,1.579487,[35 42] ; [19 36],[31.5 45.5] ; [22.5 32.5],0
n2,1,0.211301,1.562493,[23 14] ; [10 12],[20.69491525 16.30508475] ; [12.30508475  9.69491525],0
v4,1,0.257704,1.281048,[64 15] ; [40 15],[61.31343284 17.68656716] ; [42.68656716 12.31343284],0
a8,1,0.264611,1.244469,[ 9 66] ; [ 3 47],[ 7.2 67.8] ; [ 4.8 45.2],0
n5,1,0.280823,1.163102,[51 28] ; [31 25],[47.98518519 31.01481481] ; [34.01481481 21.98518519],0
s7,1,0.303796,1.057456,[17 59] ; [ 8 45],[14.72868217 61.27131783] ; [10.27131783 42.72868217],0
p8,1,0.312136,1.021617,[24 53] ; [13 43],[21.42105263 55.57894737] ; [15.57894737 40.42105263],0
p1,1,0.337921,0.918304,[ 6 74] ; [ 2 54],[ 4.70588235 75.29411765] ; [ 3.29411765 52.70588235],0
s1,1,0.387748,0.745992,[ 3 76] ; [ 4 52],[ 4.0962963 74.9037037] ; [ 2.9037037 53.0962963],0
b2,1,0.429654,0.623757,[17 28] ; [ 9 22],[15.39473684 29.60526316] ; [10.60526316 20.39473684],0
b3,1,0.429654,0.623757,[17 28] ; [ 9 22],[15.39473684 29.60526316] ; [10.60526316 20.39473684],0
v2,1,0.452612,0.564103,[28 50] ; [16 38],[26. 52.] ; [18. 36.],0
p9,1,0.453779,0.561194,[36 40] ; [22 32],[33.90769231 42.09230769] ; [24.09230769 29.90769231],0
a1,1,0.455616,0.556644,[ 7 73] ; [ 3 53],[ 5.88235294 74.11764706] ; [ 4.11764706 51.88235294],0
p5,1,0.456203,0.555195,[ 5 72] ; [ 2 54],[ 4.05263158 72.94736842] ; [ 2.94736842 53.05263158],0
s4,1,0.467923,0.526877,[12 68] ; [ 6 50],[10.58823529 69.41176471] ; [ 7.41176471 48.58823529],0
b4,1,0.4976,0.46005,[41 39] ; [32 24],[42.94117647 37.05882353] ; [30.05882353 25.94117647],0
p3,1,0.511201,0.431609,[25 53] ; [15 41],[23.28358209 54.71641791] ; [16.71641791 39.28358209],0
n6,1,0.530203,0.394003,[48 31] ; [31 25],[46.22962963 32.77037037] ; [32.77037037 23.22962963],0
s3,1,0.567522,0.326846,[21 58] ; [12 42],[19.60150376 59.39849624] ; [13.39849624 40.60150376],0
p2,1,0.630177,0.23182,[39 40] ; [30 26],[40.37777778 38.62222222] ; [28.62222222 27.37777778],0
p10,1,0.644719,0.212623,[32 46] ; [20 34],[30.72727273 47.27272727] ; [21.27272727 32.72727273],0
p6,1,0.647141,0.209524,[15 62] ; [ 9 46],[14. 63.] ; [10. 45.],0
n3,1,0.666417,0.185822,[19 15] ; [11 11],[18.21428571 15.78571429] ; [11.78571429 10.21428571],0
p4,1,0.715787,0.132565,[25 53] ; [16 39],[24.04511278 53.95488722] ; [16.95488722 38.04511278],0
v1,1,0.729326,0.119731,[27 53] ; [17 38],[26.07407407 53.92592593] ; [17.92592593 37.07407407],0
p12,1,0.805414,0.060687,[ 1 78] ; [ 1 55],[ 1.17037037 77.82962963] ; [ 0.82962963 55.17037037],0
b5,1,0.882634,0.021795,[49 31] ; [35 21],[49.41176471 30.58823529] ; [34.58823529 21.41176471],0
v3,1,0.924944,0.008875,[20 55] ; [14 40],[19.76744186 55.23255814] ; [14.23255814 39.76744186],0
b1,1,0.950945,0.003785,[41 39] ; [29 27],[41.17647059 38.82352941] ; [28.82352941 27.17647059],0
u3,1,1.0,0.0,[6 9] ; [16 24],[6. 9.] ; [16. 24.],0
