Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,1.1e-05,19.413943,[ 6 25] ; [27 10],[15.04411765 15.95588235] ; [17.95588235 19.04411765],1
p2,1,8.5e-05,15.452797,[11 20] ; [29  6],[18.78787879 12.21212121] ; [21.21212121 13.78787879],1
p4,1,0.000174,14.096521,[ 5 25] ; [23 14],[12.53731343 17.46268657] ; [15.46268657 21.53731343],1
p11,1,0.000216,13.687483,[ 9 22] ; [28 10],[16.62318841 14.37681159] ; [20.37681159 17.62318841],1
s8,1,0.000759,11.339898,[ 1 30] ; [14 24],[ 6.73913043 24.26086957] ; [ 8.26086957 29.73913043],1
r3,1,0.001133,10.597241,[ 9 22] ; [26 12],[15.72463768 15.27536232] ; [19.27536232 18.72463768],0
p6,1,0.015107,5.903919,[ 2 28] ; [11 25],[ 5.90909091 24.09090909] ; [ 7.09090909 28.90909091],0
a5,1,0.016507,5.747995,[ 9 22] ; [22 16],[13.92753623 17.07246377] ; [17.07246377 20.92753623],0
v4,1,0.033993,4.495058,[13 18] ; [25 12],[17.32352941 13.67647059] ; [20.67647059 16.32352941],0
b5,1,0.04315,4.08952,[12 19] ; [24 14],[16.17391304 14.82608696] ; [19.82608696 18.17391304],0
v1,1,0.07073,3.266007,[ 8 23] ; [17 19],[11.56716418 19.43283582] ; [13.43283582 22.56716418],0
n3,1,0.081651,3.031732,[ 7 11] ; [11  5],[9.52941176 8.47058824] ; [8.47058824 7.52941176],0
s4,1,0.095774,2.774551,[ 8 23] ; [ 4 34],[ 5.39130435 25.60869565] ; [ 6.60869565 31.39130435],0
a3,1,0.103148,2.65618,[14 17] ; [24 13],[17.32352941 13.67647059] ; [20.67647059 16.32352941],0
n5,1,0.107822,2.585856,[19 12] ; [30  8],[22.01449275  8.98550725] ; [26.98550725 11.01449275],0
n2,1,0.114951,2.484797,[ 8 11] ; [11  5],[10.31428571  8.68571429] ; [8.68571429 7.31428571],0
p7,1,0.12174,2.394797,[ 9 21] ; [18 19],[12.08955224 17.91044776] ; [14.91044776 22.08955224],0
