Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,29.618546,[228  16] ; [61 25],[213.68484848  30.31515152] ; [75.31515152 10.68484848],1
r4,1,0.0,29.080683,[208  38] ; [49 38],[189.85585586  56.14414414] ; [67.14414414 19.85585586],1
p11,1,1e-06,24.24399,[184  62] ; [40 47],[165.47747748  80.52252252] ; [58.52252252 28.47747748],1
v4,1,1e-06,23.200065,[225  19] ; [61 24],[212.10942249  31.89057751] ; [73.89057751 11.10942249],1
p10,1,9e-06,19.690723,[177  67] ; [38 45],[160.42813456  83.57186544] ; [54.57186544 28.42813456],1
p9,1,4.3e-05,16.751442,[185  53] ; [45 38],[170.52959502  67.47040498] ; [59.47040498 23.52959502],1
r2,1,0.000806,11.226835,[224  19] ; [67 18],[215.58841463  27.41158537] ; [75.41158537  9.58841463],1
p2,1,0.001102,10.647499,[174  71] ; [45 42],[161.61144578  83.38855422] ; [57.38855422 29.61144578],0
s6,1,0.002477,9.157241,[136 106] ; [32 54],[123.95121951 118.04878049] ; [44.04878049 41.95121951],0
n5,1,0.003409,8.574638,[167  78] ; [44 43],[155.70783133  89.29216867] ; [55.29216867 31.70783133],0
n4,1,0.004515,8.064175,[169  77] ; [45 42],[158.09009009  87.90990991] ; [55.90990991 31.09009009],0
a5,1,0.009671,6.69446,[155  91] ; [41 46],[144.79279279 101.20720721] ; [51.20720721 35.79279279],0
b1,1,0.009896,6.653605,[ 78 168] ; [41 46],[ 87.90990991 158.09009009] ; [31.09009009 55.90990991],0
a1,1,0.01411,6.024353,[  7 239] ; [ 8 79],[ 11.08108108 234.91891892] ; [ 3.91891892 83.08108108],0
v2,1,0.022338,5.219278,[112 119] ; [27 53],[103.24437299 127.75562701] ; [35.75562701 44.24437299],0
p7,1,0.035121,4.439287,[ 94 142] ; [22 60],[ 86.08805031 149.91194969] ; [29.91194969 52.08805031],0
s5,1,0.036534,4.372,[ 61 177] ; [12 71],[ 54.12461059 183.87538941] ; [18.87538941 64.12461059],0
