Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.000382,12.62031,[16 13] ; [22 81],[ 8.34848485 20.65151515] ; [29.65151515 73.34848485],1
d5,1,0.360663,0.835585,[19 10] ; [60 47],[16.84558824 12.15441176] ; [62.15441176 44.84558824],0
p9,1,0.36518,0.82,[19 10] ; [77 27],[20.93233083  8.06766917] ; [75.06766917 28.93233083],0
p6,1,0.432973,0.614834,[ 8 22] ; [21 84],[ 6.44444444 23.55555556] ; [22.55555556 82.44444444],0
p1,1,0.458946,0.548463,[ 2 28] ; [12 94],[ 3.08823529 26.91176471] ; [10.91176471 95.08823529],0
d2,1,0.499047,0.456963,[12 18] ; [35 70],[10.44444444 19.55555556] ; [36.55555556 68.44444444],0
r4,1,0.54813,0.360678,[17 13] ; [54 53],[15.54744526 14.45255474] ; [55.45255474 51.54744526],0
v1,1,0.62103,0.244422,[ 8 22] ; [23 80],[ 6.9924812 23.0075188] ; [24.0075188 78.9924812],0
p7,1,0.631303,0.230298,[14 15] ; [45 59],[12.86466165 16.13533835] ; [46.13533835 57.86466165],0
p10,1,0.65766,0.196378,[18 12] ; [67 37],[19.02985075 10.97014925] ; [65.97014925 38.02985075],0
p8,1,0.677198,0.173297,[12 18] ; [38 68],[11.02941176 18.97058824] ; [38.97058824 67.02941176],0
b4,1,0.683253,0.166487,[15 15] ; [58 49],[15.98540146 14.01459854] ; [57.01459854 49.98540146],0
r2,1,0.713886,0.134427,[22  6] ; [79 26],[21.26315789  6.73684211] ; [79.73684211 25.26315789],0
p11,1,0.727316,0.121591,[19 11] ; [64 43],[18.17518248 11.82481752] ; [64.82481752 42.17518248],0
b5,1,0.727316,0.121591,[19 11] ; [64 43],[18.17518248 11.82481752] ; [64.82481752 42.17518248],0
u1,1,0.751351,0.100399,[ 1 29] ; [  5 102],[ 1.31386861 28.68613139] ; [  4.68613139 102.31386861],0
v3,1,0.809992,0.05781,[ 4 26] ; [16 90],[ 4.41176471 25.58823529] ; [15.58823529 90.41176471],0
p4,1,0.839983,0.04077,[12 18] ; [45 62],[12.48175182 17.51824818] ; [44.51824818 62.48175182],0
n1,1,0.85806,0.031985,[ 6 11] ; [11 18],[ 6.2826087 10.7173913] ; [10.7173913 18.2826087],0
a4,1,0.860121,0.031053,[ 8 22] ; [30 76],[ 8.38235294 21.61764706] ; [29.61764706 76.38235294],0
p3,1,0.907332,0.01355,[11 19] ; [38 69],[10.72992701 19.27007299] ; [38.27007299 68.72992701],0
a7,1,0.930825,0.007535,[16 13] ; [60 47],[16.20588235 12.79411765] ; [59.79411765 47.20588235],0
n6,1,0.936162,0.006415,[21  9] ; [75 31],[21.17647059  8.82352941] ; [74.82352941 31.17647059],0
a5,1,0.963916,0.002047,[15 15] ; [54 53],[15.10948905 14.89051095] ; [53.89051095 53.10948905],0
r3,1,0.978002,0.00076,[22  8] ; [78 28],[22.05882353  7.94117647] ; [77.94117647 28.05882353],0
n3,1,0.98924,0.000182,[10  7] ; [17 12],[9.97826087 7.02173913] ; [17.02173913 11.97826087],0
n5,1,0.989935,0.000159,[19 11] ; [67 39],[18.97058824 11.02941176] ; [67.02941176 38.97058824],0
