Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,3.2e-05,17.302812,[81  5] ; [2 3],[78.43956044  7.56043956] ; [4.56043956 0.43956044],1
v4,1,0.001822,9.720538,[83  4] ; [3 2],[81.32608696  5.67391304] ; [4.67391304 0.32608696],0
a7,1,0.006323,7.455835,[66 21] ; [1 4],[63.35869565 23.64130435] ; [3.64130435 1.35869565],0
s6,1,0.007982,7.037529,[72 12] ; [2 3],[69.84269663 14.15730337] ; [4.15730337 0.84269663],0
a5,1,0.010534,6.542343,[64 23] ; [1 4],[61.4673913 25.5326087] ; [3.5326087 1.4673913],0
s3,1,0.016426,5.756649,[62 25] ; [1 4],[59.57608696 27.42391304] ; [3.42391304 1.57608696],0
d5,1,0.020211,5.393613,[71 15] ; [2 3],[68.98901099 17.01098901] ; [4.01098901 0.98901099],0
s1,1,0.022508,5.206088,[ 7 77] ; [2 3],[ 8.49438202 75.50561798] ; [0.50561798 4.49438202],0
n2,1,0.028134,4.819828,[27  8] ; [1 3],[25.12820513  9.87179487] ; [2.87179487 1.12820513],0
a6,1,0.049541,3.856919,[55 31] ; [1 4],[52.92307692 33.07692308] ; [3.07692308 1.92307692],0
s2,1,0.089743,2.878973,[65 22] ; [2 3],[63.35869565 23.64130435] ; [3.64130435 1.35869565],0
d3,1,0.10955,2.560698,[63 23] ; [2 3],[61.42857143 24.57142857] ; [3.57142857 1.42857143],0
a1,1,0.209403,1.57555,[ 5 82] ; [1 4],[ 5.67391304 81.32608696] ; [0.32608696 4.67391304],0
s5,1,0.220701,1.499807,[39 42] ; [1 4],[37.6744186 43.3255814] ; [2.3255814 2.6744186],0
p9,1,0.24996,1.323529,[69 16] ; [3 2],[68. 17.] ; [4. 1.],0
p3,1,0.276139,1.185995,[39 48] ; [1 4],[37.82608696 49.17391304] ; [2.17391304 2.82608696],0
s8,1,0.298378,1.08143,[55 32] ; [2 3],[53.90217391 33.09782609] ; [3.09782609 1.90217391],0
b4,1,0.382614,0.762286,[52 35] ; [2 3],[51.06521739 35.93478261] ; [2.93478261 2.06521739],0
p8,1,0.409067,0.681512,[33 53] ; [1 4],[32.13186813 53.86813187] ; [1.86813187 3.13186813],0
a3,1,0.435763,0.607415,[65 21] ; [3 2],[64.26373626 21.73626374] ; [3.73626374 1.26373626],0
v3,1,0.462972,0.538701,[30 53] ; [1 4],[29.23863636 53.76136364] ; [1.76136364 3.23863636],0
n4,1,0.487842,0.481283,[63 22] ; [3 2],[62.33333333 22.66666667] ; [3.66666667 1.33333333],0
v1,1,0.507751,0.4387,[48 39] ; [2 3],[47.2826087 39.7173913] ; [2.7173913 2.2826087],0
n5,1,0.6156,0.252101,[60 25] ; [3 2],[59.5 25.5] ; [3.5 1.5],0
b2,1,0.640939,0.217516,[17 33] ; [1 1],[17.30769231 32.69230769] ; [0.69230769 1.30769231],0
b3,1,0.640939,0.217516,[17 33] ; [1 1],[17.30769231 32.69230769] ; [0.69230769 1.30769231],0
p1,1,0.707204,0.141085,[12 74] ; [1 4],[12.28571429 73.71428571] ; [0.71428571 4.28571429],0
r1,1,0.768577,0.086575,[73 13] ; [4 1],[72.76923077 13.23076923] ; [4.23076923 0.76923077],0
p10,1,0.787926,0.072364,[56 29] ; [3 2],[55.72222222 29.27777778] ; [3.27777778 1.72222222],0
p2,1,0.790613,0.070498,[65 22] ; [4 1],[65.25 21.75] ; [3.75 1.25],0
u3,1,0.802839,0.062338,[13  9] ; [1 1],[12.83333333  9.16666667] ; [1.16666667 0.83333333],0
s4,1,0.832933,0.044496,[21 66] ; [1 4],[20.80434783 66.19565217] ; [1.19565217 3.80434783],0
n6,1,0.855286,0.033262,[67 18] ; [3 1],[66.85393258 18.14606742] ; [3.14606742 0.85393258],0
p4,1,0.871827,0.02603,[49 38] ; [3 2],[49.17391304 37.82608696] ; [2.82608696 2.17391304],0
b5,1,0.884723,0.021021,[55 32] ; [3 2],[54.84782609 32.15217391] ; [3.15217391 1.84782609],0
u2,1,0.948644,0.004149,[11 10] ; [1 1],[10.95652174 10.04347826] ; [1.04347826 0.95652174],0
d4,1,0.960321,0.002475,[68 18] ; [4 1],[68.04395604 17.95604396] ; [3.95604396 1.04395604],0
