Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,70.064301,[138   6] ; [19 26],[119.61904762  24.38095238] ; [37.38095238  7.61904762],1
v4,1,0.0,62.911888,[141   2] ; [24 20],[126.17647059  16.82352941] ; [38.82352941  5.17647059],1
r1,1,0.0,52.105441,[109  33] ; [ 8 38],[88.37234043 53.62765957] ; [28.62765957 17.37234043],1
r2,1,0.0,46.882079,[138   6] ; [25 20],[124.19047619  19.80952381] ; [38.80952381  6.19047619],1
n6,1,9e-06,19.670485,[119  25] ; [23 23],[107.62105263  36.37894737] ; [34.37894737 11.62105263],1
s6,1,7e-05,15.804697,[85 54] ; [13 34],[73.23655914 65.76344086] ; [24.76344086 22.23655914],1
p3,1,9.7e-05,15.194925,[67 76] ; [ 7 40],[55.69473684 87.30526316] ; [18.30526316 28.69473684],1
a7,1,0.000226,13.604105,[91 52] ; [15 31],[80.2010582 62.7989418] ; [25.7989418 20.2010582],1
p11,1,0.00083,11.17243,[108  36] ; [23 24],[98.76439791 45.23560209] ; [32.23560209 14.76439791],1
v3,1,0.001301,10.341292,[51 89] ; [ 5 40],[42.37837838 97.62162162] ; [13.62162162 31.37837838],0
s3,1,0.001821,9.721954,[73 66] ; [12 34],[63.86486486 75.13513514] ; [21.13513514 24.86486486],0
s8,1,0.002116,9.446315,[52 90] ; [ 6 41],[43.57671958 98.42328042] ; [14.42328042 32.57671958],0
p9,1,0.002118,9.444172,[108  32] ; [24 21],[99.89189189 40.10810811] ; [32.10810811 12.89189189],0
p10,1,0.002317,9.279725,[102  37] ; [22 23],[93.67391304 45.32608696] ; [30.32608696 14.67391304],0
a1,1,0.003567,8.491832,[  1 143] ; [ 4 43],[  3.76963351 140.23036649] ; [ 1.23036649 45.76963351],0
n3,1,0.004303,8.151239,[31  3] ; [15 10],[26.50847458  7.49152542] ; [19.49152542  5.50847458],0
s7,1,0.008254,6.977487,[54 81] ; [ 8 36],[46.75977654 88.24022346] ; [15.24022346 28.75977654],0
n2,1,0.008555,6.913427,[31  5] ; [14 11],[26.55737705  9.44262295] ; [18.44262295  6.55737705],0
v1,1,0.015454,5.863972,[67 73] ; [13 34],[59.89304813 80.10695187] ; [20.10695187 26.89304813],0
v2,1,0.015856,5.818815,[60 74] ; [11 34],[53.15083799 80.84916201] ; [17.84916201 27.15083799],0
b1,1,0.016279,5.772485,[54 90] ; [27 20],[61.06806283 82.93193717] ; [19.93193717 27.06806283],0
a6,1,0.016641,5.733817,[87 57] ; [19 28],[79.91623037 64.08376963] ; [26.08376963 20.91623037],0
u3,1,0.025558,4.985676,[37 36] ; [ 8 22],[31.89320388 41.10679612] ; [13.10679612 16.89320388],0
a5,1,0.032147,4.590635,[78 66] ; [17 30],[71.62303665 72.37696335] ; [23.37696335 23.62303665],0
p4,1,0.042664,4.108666,[73 70] ; [16 31],[66.98421053 76.01578947] ; [22.01578947 24.98421053],0
d5,1,0.048659,3.88707,[66 77] ; [14 33],[60.21052632 82.78947368] ; [19.78947368 27.21052632],0
s5,1,0.051705,3.785299,[ 33 105] ; [ 5 42],[ 28.34594595 109.65405405] ; [ 9.65405405 37.34594595],0
p5,1,0.065873,3.382973,[ 16 126] ; [ 1 44],[ 12.90909091 129.09090909] ; [ 4.09090909 40.90909091],0
p7,1,0.081261,3.039508,[83 57] ; [20 25],[77.94594595 62.05405405] ; [25.05405405 19.94594595],0
p2,1,0.085117,2.964377,[106  37] ; [28 18],[101.38624339  41.61375661] ; [32.61375661 13.38624339],0
b2,1,0.099963,2.706137,[19 66] ; [11 18],[22.36842105 62.63157895] ; [ 7.63157895 21.36842105],0
b3,1,0.099963,2.706137,[19 66] ; [11 18],[22.36842105 62.63157895] ; [ 7.63157895 21.36842105],0
s2,1,0.100774,2.693244,[51 89] ; [11 36],[46.4171123 93.5828877] ; [15.5828877 31.4171123],0
a3,1,0.133277,2.253911,[71 72] ; [17 29],[66.58201058 76.41798942] ; [21.41798942 24.58201058],0
b5,1,0.16745,1.905625,[84 60] ; [22 25],[79.91623037 64.08376963] ; [26.08376963 20.91623037],0
n4,1,0.182991,1.773166,[102  41] ; [28 18],[98.35978836 44.64021164] ; [31.64021164 14.35978836],0
p8,1,0.210267,1.569589,[63 76] ; [16 30],[59.35675676 79.64324324] ; [19.64324324 26.35675676],0
p12,1,0.212251,1.556004,[ 10 132] ; [ 1 46],[  8.26455026 133.73544974] ; [ 2.73544974 44.26455026],0
a8,1,0.326261,0.963683,[ 16 116] ; [ 3 41],[ 14.25 117.75] ; [ 4.75 39.25],0
p1,1,0.407409,0.68635,[ 19 124] ; [ 4 42],[ 17.4021164 125.5978836] ; [ 5.5978836 40.4021164],0
u1,1,0.418072,0.65573,[  3 141] ; [ 2 45],[  3.76963351 140.23036649] ; [ 1.23036649 45.76963351],0
