Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.002164,9.404953,[ 52 122] ; [24 20],[ 60.66055046 113.33944954] ; [15.33944954 28.66055046],0
b3,1,0.007563,7.134065,[38 70] ; [ 2 23],[32.48120301 75.51879699] ; [ 7.51879699 17.48120301],0
b2,1,0.007563,7.134065,[38 70] ; [ 2 23],[32.48120301 75.51879699] ; [ 7.51879699 17.48120301],0
s2,1,0.00838,6.950326,[ 61 123] ; [24 20],[ 68.59649123 115.40350877] ; [16.40350877 27.59649123],0
s3,1,0.009205,6.782642,[ 77 103] ; [29 16],[84.8 95.2] ; [21.2 23.8],0
p2,1,0.023201,5.153388,[128  55] ; [39  6],[134.03947368  48.96052632] ; [32.96052632 12.03947368],0
s6,1,0.031003,4.652778,[89 92] ; [29 14],[95.34821429 85.65178571] ; [22.65178571 20.34821429],0
s5,1,0.03859,4.278831,[ 37 142] ; [15 27],[ 42.11764706 136.88235294] ; [ 9.88235294 32.11764706],0
d3,1,0.060855,3.513937,[ 56 127] ; [20 24],[ 61.26872247 121.73127753] ; [14.73127753 29.26872247],0
p5,1,0.094782,2.791224,[ 18 163] ; [ 1 44],[ 15.21681416 165.78318584] ; [ 3.78318584 41.21681416],0
n4,1,0.110236,2.550832,[121  62] ; [24 21],[116.38157895  66.61842105] ; [28.61842105 16.38157895],0
u3,1,0.125149,2.351671,[39 48] ; [15  9],[42.32432432 44.67567568] ; [11.67567568 12.32432432],0
s1,1,0.183703,1.767406,[ 14 167] ; [ 1 44],[ 12.01327434 168.98672566] ; [ 2.98672566 42.01327434],0
d4,1,0.185317,1.754463,[102  82] ; [20 25],[98.02620087 85.97379913] ; [23.97379913 21.02620087],0
v3,1,0.190946,1.710304,[ 35 145] ; [ 5 40],[ 32. 148.] ; [ 8. 37.],0
a6,1,0.201492,1.631524,[95 89] ; [28 17],[98.82969432 85.17030568] ; [24.17030568 20.82969432],0
a4,1,0.306123,1.04733,[ 50 132] ; [ 9 36],[ 47.30396476 134.69603524] ; [11.69603524 33.30396476],0
v1,1,0.32823,0.95587,[ 66 114] ; [13 32],[ 63.2 116.8] ; [15.8 29.2],0
n2,1,0.364849,0.821132,[36 17] ; [12  3],[37.41176471 15.58823529] ; [10.58823529  4.41176471],0
n1,1,0.377304,0.779469,[24 28] ; [ 5 10],[22.50746269 29.49253731] ; [6.49253731 8.50746269],0
p8,1,0.437223,0.603561,[ 69 112] ; [20 25],[ 71.27876106 109.72123894] ; [17.72123894 27.27876106],0
b1,1,0.453926,0.560831,[85 99] ; [18 27],[ 82.75982533 101.24017467] ; [20.24017467 24.75982533],0
p7,1,0.472949,0.515077,[89 90] ; [24 19],[91.11261261 87.88738739] ; [21.88738739 21.11261261],0
a3,1,0.484568,0.488566,[95 86] ; [21 24],[92.90265487 88.09734513] ; [23.09734513 21.90265487],0
p12,1,0.50348,0.447593,[  8 174] ; [ 1 44],[  7.21585903 174.78414097] ; [ 1.78414097 43.21585903],0
v4,1,0.505913,0.442512,[155  28] ; [39  5],[156.39647577  26.60352423] ; [37.60352423  6.39647577],0
p3,1,0.510584,0.432871,[ 60 124] ; [17 28],[ 61.86899563 122.13100437] ; [15.13100437 29.86899563],0
n5,1,0.517077,0.41972,[116  66] ; [31 14],[117.85903084  64.14096916] ; [29.14096916 15.85903084],0
a2,1,0.524153,0.405714,[ 13 171] ; [ 2 43],[ 12.05240175 171.94759825] ; [ 2.94759825 42.05240175],0
u1,1,0.548263,0.360438,[  2 182] ; [ 1 44],[  2.41048035 181.58951965] ; [ 0.58951965 44.41048035],0
a7,1,0.559506,0.34056,[104  80] ; [27 17],[105.71929825  78.28070175] ; [25.28070175 18.71929825],0
r3,1,0.579935,0.30634,[148  35] ; [38  7],[149.28947368  33.71052632] ; [36.71052632  8.28947368],0
p4,1,0.644492,0.212915,[ 78 104] ; [21 24],[ 79.37444934 102.62555066] ; [19.62555066 25.37444934],0
r2,1,0.695478,0.153219,[150  33] ; [38  7],[150.89473684  32.10526316] ; [37.10526316  7.89473684],0
p6,1,0.736288,0.113416,[ 40 141] ; [11 34],[ 40.84513274 140.15486726] ; [10.15486726 34.84513274],0
p9,1,0.814108,0.055286,[126  54] ; [30 14],[125.35714286  54.64285714] ; [30.64285714 13.35714286],0
n6,1,0.815081,0.054698,[131  52] ; [33 12],[131.63157895  51.36842105] ; [32.36842105 12.63157895],0
b5,1,0.81542,0.054494,[111  73] ; [28 17],[111.68558952  72.31441048] ; [27.31441048 17.68558952],0
d2,1,0.835947,0.042882,[ 35 148] ; [ 8 37],[ 34.51315789 148.48684211] ; [ 8.48684211 36.51315789],0
p10,1,0.849848,0.035839,[112  66] ; [29 16],[112.5470852  65.4529148] ; [28.4529148 16.5470852],0
r1,1,0.856286,0.032799,[103  80] ; [26 19],[103.53947368  79.46052632] ; [25.46052632 19.53947368],0
r4,1,0.875261,0.024642,[133  51] ; [32 13],[132.57641921  51.42358079] ; [32.42358079 12.57641921],0
