Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,51.679138,[20 39] ; [249  64],[42.66397849 16.33602151] ; [226.33602151  86.66397849],1
s3,1,0.0,49.381677,[22 37] ; [252  59],[43.69189189 15.30810811] ; [230.30810811  80.69189189],1
r4,1,0.0,26.563572,[45 14] ; [300  14],[54.57104558  4.42895442] ; [290.42895442  23.57104558],1
s5,1,1e-06,24.192634,[ 9 48] ; [155 148],[25.96666667 31.03333333] ; [138.03333333 164.96666667],1
s8,1,0.000173,14.103228,[30 29] ; [234  78],[41.98382749 17.01617251] ; [222.01617251  89.98382749],1
r3,1,0.000832,11.169519,[52  7] ; [306   8],[56.62734584  2.37265416] ; [301.37265416  12.62734584],1
p9,1,0.001393,10.214459,[45 13] ; [285  26],[51.8699187  6.1300813] ; [278.1300813  32.8699187],0
r1,1,0.003618,8.466446,[43 16] ; [274  39],[50.27688172  8.72311828] ; [266.72311828  46.27688172],0
v4,1,0.01262,6.221648,[54  5] ; [307   7],[57.10187668  1.89812332] ; [303.89812332  10.10187668],0
s4,1,0.01268,6.213165,[ 5 54] ; [ 71 241],[12.08625337 46.91374663] ; [ 63.91374663 248.08625337],0
b3,1,0.038498,4.282869,[26 19] ; [ 91 131],[19.71910112 25.28089888] ; [ 97.28089888 124.71910112],0
b2,1,0.038498,4.282869,[26 19] ; [ 91 131],[19.71910112 25.28089888] ; [ 97.28089888 124.71910112],0
n5,1,0.04109,4.172315,[45 14] ; [272  42],[50.14209115  8.85790885] ; [266.85790885  47.14209115],0
d5,1,0.058077,3.591479,[44 15] ; [265  48],[49.00806452  9.99193548] ; [259.99193548  53.00806452],0
r2,1,0.081333,3.03807,[53  4] ; [304   8],[55.14634146  1.85365854] ; [301.85365854  10.14634146],0
a2,1,0.084555,2.9751,[12 47] ; [ 99 215],[17.55764075 41.44235925] ; [ 93.44235925 220.55764075],0
p10,1,0.094384,2.797962,[47 12] ; [273  38],[51.02702703  7.97297297] ; [268.97297297  42.02702703],0
a5,1,0.126468,2.335336,[43 16] ; [256  58],[47.29490617 11.70509383] ; [251.70509383  62.29490617],0
v1,1,0.128042,2.316084,[27 29] ; [181 125],[32.17679558 23.82320442] ; [175.82320442 130.17679558],0
p12,1,0.147107,2.101994,[ 3 55] ; [ 36 276],[ 6.11351351 51.88648649] ; [ 32.88648649 279.11351351],0
n1,1,0.150864,2.063492,[10  5] ; [29 34],[7.5 7.5] ; [31.5 31.5],0
u2,1,0.165849,1.920066,[5 7] ; [33 19],[7.125 4.875] ; [30.875 21.125],0
n4,1,0.17544,1.835837,[48 11] ; [275  38],[51.22849462  7.77150538] ; [271.77150538  41.22849462],0
s1,1,0.190255,1.715642,[ 1 58] ; [ 18 292],[ 3.03794038 55.96205962] ; [ 15.96205962 294.03794038],0
b1,1,0.192347,1.699548,[18 41] ; [124 190],[22.46112601 36.53887399] ; [119.53887399 194.46112601],0
d3,1,0.261351,1.261588,[39 20] ; [230  84],[42.54959786 16.45040214] ; [226.45040214  87.54959786],0
p5,1,0.272198,1.205636,[ 7 50] ; [ 57 255],[ 9.88617886 47.11382114] ; [ 54.11382114 257.88617886],0
a8,1,0.277665,1.178486,[11 39] ; [ 45 240],[ 8.35820896 41.64179104] ; [ 47.64179104 237.35820896],0
v2,1,0.287817,1.129803,[31 27] ; [187 120],[34.64109589 23.35890411] ; [183.35890411 123.64109589],0
p7,1,0.290613,1.116778,[38 21] ; [216  87],[41.39779006 17.60220994] ; [212.60220994  90.39779006],0
p2,1,0.292187,1.109519,[48 11] ; [271  42],[50.59408602  8.40591398] ; [268.40591398  44.59408602],0
d1,1,0.354435,0.857516,[35 24] ; [206 108],[38.12064343 20.87935657] ; [202.87935657 111.12064343],0
a1,1,0.372753,0.794466,[ 2 57] ; [ 20 294],[ 3.47989276 55.52010724] ; [ 18.52010724 295.47989276],0
n3,1,0.384369,0.756682,[11  3] ; [42 21],[9.63636364 4.36363636] ; [43.36363636 19.63636364],0
p4,1,0.396511,0.71888,[38 21] ; [219  94],[40.76075269 18.23924731] ; [216.23924731  96.76075269],0
p8,1,0.401078,0.705092,[31 28] ; [180 128],[33.92098093 25.07901907] ; [177.07901907 130.92098093],0
b5,1,0.446623,0.579208,[32 27] ; [187 127],[34.64075067 24.35924933] ; [184.35924933 129.64075067],0
a6,1,0.448725,0.573871,[36 23] ; [207 106],[38.54032258 20.45967742] ; [204.45967742 108.54032258],0
