Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,8e-06,19.931845,[18 31] ; [88 32],[30.73372781 18.26627219] ; [75.26627219 44.73372781],1
a6,1,0.000149,14.379762,[18 31] ; [82 38],[28.99408284 20.00591716] ; [71.00591716 48.99408284],1
p10,1,0.000473,12.217551,[18 31] ; [78 40],[28.16766467 20.83233533] ; [67.83233533 50.16766467],1
d5,1,0.000667,11.578023,[25 24] ; [93 27],[34.21301775 14.78698225] ; [83.78698225 36.21301775],1
d1,1,0.001076,10.692521,[13 36] ; [65 55],[22.61538462 26.38461538] ; [55.38461538 64.61538462],0
p9,1,0.002678,9.01481,[24 25] ; [87 32],[32.375 16.625] ; [78.625 40.375],0
d4,1,0.006585,7.382753,[32 17] ; [101  19],[38.56213018 10.43786982] ; [94.43786982 25.56213018],0
r1,1,0.012109,6.294898,[27 22] ; [89 30],[33.83333333 15.16666667] ; [82.16666667 36.83333333],0
p2,1,0.013366,6.120048,[29 20] ; [92 26],[35.50299401 13.49700599] ; [85.49700599 32.50299401],0
r3,1,0.029527,4.736611,[41  8] ; [113   7],[44.65088757  4.34911243] ; [109.34911243  10.65088757],0
b1,1,0.031997,4.598639,[25 24] ; [40 80],[18.84615385 30.15384615] ; [46.15384615 73.84615385],0
a1,1,0.032362,4.579203,[ 5 44] ; [  3 117],[ 2.31952663 46.68047337] ; [  5.68047337 114.31952663],0
a5,1,0.045847,3.98721,[22 27] ; [74 46],[27.83431953 21.16568047] ; [68.16568047 51.83431953],0
n6,1,0.072499,3.225514,[25 24] ; [79 41],[30.15384615 18.84615385] ; [73.84615385 46.15384615],0
v4,1,0.090485,2.865723,[41  8] ; [109   9],[44.01197605  4.98802395] ; [105.98802395  12.01197605],0
u3,1,0.105938,2.613794,[10 16] ; [29 21],[13.34210526 12.65789474] ; [25.65789474 24.34210526],0
b5,1,0.12039,2.412237,[26 23] ; [79 41],[30.44378698 18.55621302] ; [74.55621302 45.44378698],0
r4,1,0.137355,2.207347,[34 15] ; [96 24],[37.69230769 11.30769231] ; [92.30769231 27.69230769],0
p11,1,0.166142,1.917417,[28 21] ; [82 38],[31.89349112 17.10650888] ; [78.10650888 41.89349112],0
n2,1,0.22408,1.47805,[13  4] ; [22 15],[11.01851852  5.98148148] ; [23.98148148 13.01851852],0
r2,1,0.243668,1.359245,[40  8] ; [106  12],[42.21686747  5.78313253] ; [103.78313253  14.21686747],0
p8,1,0.273003,1.201596,[16 32] ; [51 69],[19.14285714 28.85714286] ; [47.85714286 72.14285714],0
s6,1,0.283671,1.149419,[18 30] ; [55 63],[21.10843373 26.89156627] ; [51.89156627 66.10843373],0
p12,1,0.292148,1.109694,[ 1 48] ; [  7 113],[ 2.31952663 46.68047337] ; [  5.68047337 114.31952663],0
a3,1,0.303822,1.057343,[23 25] ; [68 52],[26. 22.] ; [65. 55.],0
p4,1,0.317742,0.998217,[16 32] ; [50 70],[18.85714286 29.14285714] ; [47.14285714 72.85714286],0
v2,1,0.336288,0.924532,[20 27] ; [59 57],[22.7791411 24.2208589] ; [56.2208589 59.7791411],0
v3,1,0.34069,0.907833,[ 9 37] ; [31 85],[11.35802469 34.64197531] ; [28.64197531 87.35802469],0
b2,1,0.355679,0.853091,[ 9 19] ; [13 44],[ 7.24705882 20.75294118] ; [14.75294118 42.24705882],0
b3,1,0.355679,0.853091,[ 9 19] ; [13 44],[ 7.24705882 20.75294118] ; [14.75294118 42.24705882],0
p1,1,0.400328,0.707341,[ 2 47] ; [  9 109],[ 3.22754491 45.77245509] ; [  7.77245509 110.22754491],0
p3,1,0.460204,0.545398,[14 35] ; [41 78],[16.04166667 32.95833333] ; [38.95833333 80.04166667],0
p7,1,0.476708,0.506385,[26 23] ; [55 62],[23.90963855 25.09036145] ; [57.09036145 59.90963855],0
n3,1,0.498097,0.458988,[11  6] ; [28 10],[12.05454545  4.94545455] ; [26.94545455 11.05454545],0
d2,1,0.516558,0.420761,[15 34] ; [43 77],[16.81656805 32.18343195] ; [41.18343195 78.81656805],0
s1,1,0.586962,0.295114,[ 3 46] ; [  5 115],[ 2.31952663 46.68047337] ; [  5.68047337 114.31952663],0
n4,1,0.597268,0.279136,[18 31] ; [39 81],[16.52662722 32.47337278] ; [40.47337278 79.52662722],0
a8,1,0.622488,0.242386,[ 3 44] ; [  5 106],[ 2.37974684 44.62025316] ; [  5.62025316 105.37974684],0
s3,1,0.672671,0.178493,[18 28] ; [42 76],[16.82926829 29.17073171] ; [43.17073171 74.82926829],0
s5,1,0.735534,0.114091,[10 35] ; [23 93],[ 9.22360248 35.77639752] ; [23.77639752 92.22360248],0
v1,1,0.742874,0.107617,[17 31] ; [38 78],[16.09756098 31.90243902] ; [38.90243902 77.09756098],0
n1,1,0.77045,0.085139,[ 3 14] ; [ 8 30],[ 3.4 13.6] ; [ 7.6 30.4],0
p6,1,0.775233,0.081531,[ 8 38] ; [23 96],[ 8.64242424 37.35757576] ; [22.35757576 96.64242424],0
s4,1,0.784772,0.074587,[ 5 44] ; [ 14 106],[ 5.50887574 43.49112426] ; [ 13.49112426 106.50887574],0
s2,1,0.791379,0.069971,[15 34] ; [34 85],[14.29166667 34.70833333] ; [34.70833333 84.29166667],0
s8,1,0.798871,0.064928,[ 8 40] ; [22 98],[ 8.57142857 39.42857143] ; [21.42857143 98.57142857],0
a4,1,0.817042,0.053523,[16 33] ; [37 83],[15.36686391 33.63313609] ; [37.63313609 82.36686391],0
u2,1,0.935143,0.006622,[13 13] ; [26 25],[13.16883117 12.83116883] ; [25.83116883 25.16883117],0
b4,1,0.998372,4e-06,[29 20] ; [71 49],[28.99408284 20.00591716] ; [71.00591716 48.99408284],0
