Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,48.999408,[26 57] ; [132  40],[51.42745098 31.57254902] ; [106.57254902  65.42745098],1
a6,1,2.8e-05,17.554741,[38 45] ; [125  47],[53.05490196 29.94509804] ; [109.94509804  62.05490196],1
d4,1,3.7e-05,17.014158,[48 35] ; [141  31],[61.51764706 21.48235294] ; [127.48235294  44.51764706],1
r4,1,5.6e-05,16.220012,[46 37] ; [137  35],[59.56470588 23.43529412] ; [123.43529412  48.56470588],1
d5,1,0.000106,15.018073,[45 38] ; [134  38],[58.2627451 24.7372549] ; [120.7372549  51.2627451],1
r3,1,0.000141,14.483446,[60 23] ; [155  16],[70.25590551 12.74409449] ; [144.74409449  26.25590551],1
v4,1,0.00087,11.084698,[58 24] ; [151  21],[67.47244094 14.52755906] ; [141.52755906  30.47244094],1
d1,1,0.001193,10.501518,[26 57] ; [91 81],[38.08235294 44.91764706] ; [78.91764706 93.08235294],0
u3,1,0.001846,9.696887,[ 9 26] ; [40 29],[16.49038462 18.50961538] ; [32.50961538 36.49038462],0
v2,1,0.00357,8.490477,[22 56] ; [80 87],[32.47346939 45.52653061] ; [69.52653061 97.47346939],0
a5,1,0.003781,8.386028,[43 40] ; [121  51],[53.38039216 29.61960784] ; [110.61960784  61.38039216],0
a2,1,0.005684,7.647929,[ 5 78] ; [ 33 139],[12.36862745 70.63137255] ; [ 25.63137255 146.36862745],0
u1,1,0.00581,7.60842,[ 2 81] ; [ 23 149],[ 8.1372549 74.8627451] ; [ 16.8627451 155.1372549],0
p10,1,0.00706,7.257671,[40 42] ; [113  57],[49.78571429 32.21428571] ; [103.21428571  66.78571429],0
r2,1,0.007392,7.175207,[65 17] ; [156  15],[71.6284585 10.3715415] ; [149.3715415  21.6284585],0
r1,1,0.00975,6.679968,[44 39] ; [119  52],[53.26377953 29.73622047] ; [109.73622047  61.26377953],0
s2,1,0.012422,6.249647,[14 67] ; [ 55 115],[22.26693227 58.73306773] ; [ 46.73306773 123.26693227],0
v1,1,0.016462,5.752874,[24 59] ; [75 93],[32.73705179 50.26294821] ; [ 66.26294821 101.73705179],0
p4,1,0.020528,5.366409,[19 64] ; [ 64 107],[27.12204724 55.87795276] ; [ 55.87795276 115.12204724],0
b5,1,0.020986,5.327977,[41 42] ; [111  61],[49.4745098 33.5254902] ; [102.5254902  69.4745098],0
p2,1,0.032464,4.573815,[44 39] ; [115  57],[51.75294118 31.24705882] ; [107.24705882  64.75294118],0
b1,1,0.032464,4.573815,[39 44] ; [ 57 115],[31.24705882 51.75294118] ; [ 64.75294118 107.24705882],0
p6,1,0.036308,4.382595,[ 3 79] ; [ 20 150],[ 7.48412698 74.51587302] ; [ 15.51587302 154.48412698],0
v3,1,0.037805,4.31379,[13 65] ; [ 49 120],[19.57894737 58.42105263] ; [ 42.42105263 126.57894737],0
p9,1,0.058648,3.575218,[47 33] ; [119  49],[53.5483871 26.4516129] ; [112.4516129  55.5483871],0
p8,1,0.061783,3.488858,[12 71] ; [ 42 128],[17.71541502 65.28458498] ; [ 36.28458498 133.71541502],0
b2,1,0.063814,3.435366,[24 25] ; [25 52],[19.05555556 29.94444444] ; [29.94444444 47.05555556],0
b3,1,0.063814,3.435366,[24 25] ; [25 52],[19.05555556 29.94444444] ; [29.94444444 47.05555556],0
u2,1,0.111451,2.533521,[12 23] ; [35 34],[15.81730769 19.18269231] ; [31.18269231 37.81730769],0
s6,1,0.134704,2.237439,[29 53] ; [77 93],[34.49206349 47.50793651] ; [71.50793651 98.49206349],0
n5,1,0.147785,2.094969,[57 26] ; [102  70],[51.75294118 31.24705882] ; [107.24705882  64.75294118],0
s1,1,0.151339,2.058705,[ 7 75] ; [  7 163],[ 4.55555556 77.44444444] ; [  9.44444444 160.55555556],0
p3,1,0.199479,1.646187,[15 68] ; [ 43 127],[19.02766798 63.97233202] ; [ 38.97233202 131.02766798],0
n4,1,0.349665,0.874673,[58 25] ; [110  62],[54.68235294 28.31764706] ; [113.31764706  58.68235294],0
n3,1,0.402065,0.702142,[19 15] ; [35 19],[20.86363636 13.13636364] ; [33.13636364 20.86363636],0
s7,1,0.41002,0.678743,[18 61] ; [ 30 134],[15.60493827 63.39506173] ; [ 32.39506173 131.60493827],0
s3,1,0.468689,0.525065,[25 56] ; [ 60 109],[27.54 53.46] ; [ 57.46 111.54],0
n6,1,0.533124,0.388434,[56 26] ; [124  48],[58.11023622 23.88976378] ; [121.88976378  50.11023622],0
s5,1,0.534791,0.38528,[13 66] ; [ 33 134],[14.77235772 64.22764228] ; [ 31.22764228 135.77235772],0
p11,1,0.567398,0.327055,[51 32] ; [112  60],[53.05490196 29.94509804] ; [109.94509804  62.05490196],0
a1,1,0.640479,0.218116,[ 5 78] ; [  8 164],[ 4.23137255 78.76862745] ; [  8.76862745 163.23137255],0
a3,1,0.674691,0.176163,[48 35] ; [103  67],[49.53754941 33.46245059] ; [101.46245059  68.53754941],0
p1,1,0.675341,0.175417,[ 6 77] ; [ 15 156],[ 6.86220472 76.13779528] ; [ 14.13779528 156.86220472],0
d2,1,0.678121,0.172249,[30 51] ; [ 68 103],[31.5 49.5] ; [ 66.5 104.5],0
s4,1,0.680341,0.169742,[12 71] ; [ 28 142],[13.12252964 69.87747036] ; [ 26.87747036 143.12252964],0
a8,1,0.68683,0.162538,[ 6 73] ; [ 15 149],[ 6.82716049 72.17283951] ; [ 14.17283951 149.82716049],0
b4,1,0.697327,0.151268,[51 32] ; [110  62],[52.40392157 30.59607843] ; [108.59607843  63.40392157],0
a4,1,0.728655,0.12035,[34 48] ; [ 67 104],[32.73517787 49.26482213] ; [ 68.26482213 102.73517787],0
p12,1,0.847065,0.037197,[ 3 80] ; [  7 163],[ 3.28063241 79.71936759] ; [  6.71936759 163.28063241],0
p5,1,0.888198,0.019764,[ 4 79] ; [  9 163],[ 4.23137255 78.76862745] ; [  8.76862745 163.23137255],0
n1,1,0.928844,0.007974,[13 23] ; [20 34],[13.2 22.8] ; [19.8 34.2],0
u4,1,0.976733,0.000851,[ 1 82] ; [  2 170],[ 0.97647059 82.02352941] ; [  2.02352941 169.97647059],0
n2,1,1.0,0.0,[24 12] ; [36 18],[24. 12.] ; [36. 18.],0
