Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p12,1,0.000429,12.399938,[3 4] ; [ 17 234],[0.54263566 6.45736434] ; [ 19.45736434 231.54263566],1
a2,1,0.004159,8.213072,[5 2] ; [ 61 195],[1.75665399 5.24334601] ; [ 64.24334601 191.75665399],0
p5,1,0.041128,4.17073,[3 4] ; [ 37 216],[1.07692308 5.92307692] ; [ 38.92307692 214.07692308],0
s7,1,0.047499,3.927633,[6 1] ; [116 127],[3.416 3.584] ; [118.584 124.416],0
a4,1,0.050376,3.828899,[6 1] ; [123 132],[3.44656489 3.55343511] ; [125.55343511 129.44656489],0
d2,1,0.056741,3.630179,[6 1] ; [126 130],[3.51330798 3.48669202] ; [128.48669202 127.51330798],0
u1,1,0.060494,3.523799,[3 4] ; [ 41 215],[1.17110266 5.82889734] ; [ 42.82889734 213.17110266],0
s1,1,0.112257,2.522151,[1 6] ; [  8 245],[0.24230769 6.75769231] ; [  8.75769231 244.24230769],0
v3,1,0.134548,2.239234,[3 1] ; [ 96 155],[1.55294118 2.44705882] ; [ 97.44705882 153.55294118],0
p3,1,0.137998,2.200142,[6 1] ; [146 107],[4.09230769 2.90769231] ; [147.90769231 105.09230769],0
s6,1,0.213673,1.546361,[6 1] ; [155  92],[4.43700787 2.56299213] ; [156.56299213  90.43700787],0
p4,1,0.23192,1.429044,[6 1] ; [162  92],[4.50574713 2.49425287] ; [163.49425287  90.50574713],0
a6,1,0.249439,1.326442,[6 1] ; [165  90],[4.56870229 2.43129771] ; [166.43129771  88.56870229],0
v1,1,0.258559,1.276455,[4 1] ; [136 113],[2.75590551 2.24409449] ; [137.24409449 111.75590551],0
p7,1,0.38995,0.739096,[4 3] ; [180  70],[5.01167315 1.98832685] ; [178.98832685  71.01167315],0
a1,1,0.429333,0.624626,[1 6] ; [ 17 239],[0.47908745 6.52091255] ; [ 17.52091255 238.47908745],0
p6,1,0.429408,0.624424,[4 3] ; [105 144],[2.98046875 4.01953125] ; [106.01953125 142.98046875],0
b4,1,0.429826,0.623293,[3 4] ; [148 108],[4.01901141 2.98098859] ; [146.98098859 109.01901141],0
p2,1,0.448013,0.575673,[5 2] ; [208  44],[5.75675676 1.24324324] ; [207.24324324  44.75675676],0
p8,1,0.528791,0.396714,[5 2] ; [149 101],[4.19455253 2.80544747] ; [149.80544747 100.19455253],0
p1,1,0.541101,0.373503,[1 6] ; [ 20 233],[0.56538462 6.43461538] ; [ 20.43461538 232.56538462],0
d5,1,0.568074,0.325916,[6 1] ; [195  60],[5.37022901 1.62977099] ; [195.62977099  59.37022901],0
a5,1,0.585764,0.297009,[6 1] ; [197  59],[5.40304183 1.59695817] ; [197.59695817  58.40304183],0
r1,1,0.642855,0.215028,[6 1] ; [200  55],[5.50381679 1.49618321] ; [200.49618321  54.50381679],0
d3,1,0.644144,0.213364,[5 2] ; [161  95],[4.41825095 2.58174905] ; [161.58174905  94.41825095],0
a7,1,0.682889,0.166892,[5 2] ; [163  92],[4.48854962 2.51145038] ; [163.51145038  91.48854962],0
s5,1,0.693618,0.155197,[2 3] ; [ 78 168],[1.5936255 3.4063745] ; [ 78.4063745 167.5936255],0
n4,1,0.764718,0.089575,[6 1] ; [208  48],[5.69581749 1.30418251] ; [208.30418251  47.69581749],0
v2,1,0.800736,0.063703,[3 2] ; [132 111],[2.72177419 2.27822581] ; [132.27822581 110.72177419],0
b5,1,0.897541,0.016581,[4 3] ; [140 116],[3.83269962 3.16730038] ; [140.16730038 115.83269962],0
a8,1,0.99644,2e-05,[1 6] ; [ 34 205],[0.99593496 6.00406504] ; [ 34.00406504 204.99593496],0
s4,1,1.0,0.0,[1 6] ; [ 36 216],[1. 6.] ; [ 36. 216.],0
