Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,2e-06,22.63796,[82 18] ; [22 28],[69.33333333 30.66666667] ; [34.66666667 15.33333333],1
n6,1,0.000839,11.152984,[89 11] ; [34 17],[81.45695364 18.54304636] ; [41.54304636  9.45695364],1
p3,1,0.007968,7.040577,[47 51] ; [13 38],[39.46308725 58.53691275] ; [20.53691275 30.46308725],0
p10,1,0.009773,6.675779,[81 16] ; [33 18],[74.71621622 22.28378378] ; [39.28378378 11.71621622],0
s7,1,0.036325,4.381763,[43 49] ; [14 35],[37.19148936 54.80851064] ; [19.80851064 29.19148936],0
p1,1,0.037701,4.31847,[18 80] ; [ 3 48],[13.81208054 84.18791946] ; [ 7.18791946 43.81208054],0
a5,1,0.043076,4.092401,[58 41] ; [21 30],[52.14 46.86] ; [26.86 24.14],0
v1,1,0.045665,3.993925,[49 48] ; [17 34],[43.25675676 53.74324324] ; [22.74324324 28.25675676],0
r2,1,0.066575,3.365503,[90  9] ; [41 10],[86.46 12.54] ; [44.54  6.46],0
v3,1,0.068575,3.316812,[36 62] ; [11 39],[31.12162162 66.87837838] ; [15.87837838 34.12162162],0
p4,1,0.082874,3.007616,[50 48] ; [18 32],[45.02702703 52.97297297] ; [22.97297297 27.02702703],0
v2,1,0.102828,2.661125,[48 46] ; [18 31],[43.38461538 50.61538462] ; [22.61538462 26.38461538],0
s3,1,0.114036,2.497374,[54 41] ; [22 29],[49.45205479 45.54794521] ; [26.54794521 24.45205479],0
b3,1,0.125787,2.343742,[29 39] ; [ 6 18],[25.86956522 42.13043478] ; [ 9.13043478 14.86956522],0
b2,1,0.125787,2.343742,[29 39] ; [ 6 18],[25.86956522 42.13043478] ; [ 9.13043478 14.86956522],0
p8,1,0.129928,2.29337,[54 42] ; [22 29],[49.63265306 46.36734694] ; [26.36734694 24.63265306],0
v4,1,0.159129,1.982487,[95  4] ; [46  5],[93.06  5.94] ; [47.94  3.06],0
p6,1,0.16895,1.892234,[35 63] ; [12 37],[31.33333333 66.66666667] ; [15.66666667 33.33333333],0
a4,1,0.170618,1.877505,[25 73] ; [ 8 43],[21.70469799 76.29530201] ; [11.29530201 39.70469799],0
