Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,1.4e-05,18.909028,[9 3] ; [19 85],[2.89655172 9.10344828] ; [25.10344828 78.89655172],1
p3,1,0.002214,9.363095,[7 5] ; [20 85],[2.76923077 9.23076923] ; [24.23076923 80.76923077],0
s8,1,0.005093,7.84613,[4 8] ; [ 8 98],[ 1.22033898 10.77966102] ; [10.77966102 95.22033898],0
p6,1,0.006977,7.278763,[6 6] ; [17 84],[2.44247788 9.55752212] ; [20.55752212 80.44247788],0
s7,1,0.014766,5.944195,[4 7] ; [10 87],[1.42592593 9.57407407] ; [12.57407407 84.42592593],0
s4,1,0.016748,5.722636,[3 9] ; [  6 100],[ 0.91525424 11.08474576] ; [ 8.08474576 97.91525424],0
p7,1,0.040606,4.192389,[8 4] ; [38 67],[4.71794872 7.28205128] ; [41.28205128 63.71794872],0
d5,1,0.053157,3.738964,[4 8] ; [66 40],[7.11864407 4.88135593] ; [62.88135593 43.11864407],0
b4,1,0.096173,2.767882,[4 8] ; [62 44],[6.71186441 5.28813559] ; [59.28813559 46.71186441],0
p2,1,0.160395,1.970494,[9 3] ; [57 49],[6.71186441 5.28813559] ; [59.28813559 46.71186441],0
s1,1,0.162403,1.95171,[ 2 10] ; [ 6 97],[ 0.83478261 11.16521739] ; [ 7.16521739 95.83478261],0
p4,1,0.179579,1.801108,[5 7] ; [25 80],[3.07692308 8.92307692] ; [26.92307692 78.07692308],0
r1,1,0.181088,1.788671,[9 3] ; [57 47],[6.82758621 5.17241379] ; [59.17241379 44.82758621],0
v1,1,0.283777,1.148913,[5 7] ; [28 76],[3.4137931 8.5862069] ; [29.5862069 74.4137931],0
d1,1,0.294687,1.098082,[3 9] ; [43 63],[4.6779661 7.3220339] ; [41.3220339 64.6779661],0
n5,1,0.316384,1.003837,[4 8] ; [51 54],[5.64102564 6.35897436] ; [49.35897436 55.64102564],0
b1,1,0.330675,0.946253,[4 8] ; [51 55],[5.59322034 6.40677966] ; [49.40677966 56.59322034],0
r2,1,0.335168,0.928828,[10  1] ; [81 22],[8.78070175 2.21929825] ; [82.21929825 20.78070175],0
d2,1,0.364148,0.823538,[4 8] ; [49 55],[5.48275862 6.51724138] ; [47.51724138 56.48275862],0
n1,1,0.421051,0.647379,[2 2] ; [14 32],[1.28 2.72] ; [14.72 31.28],0
v2,1,0.477085,0.50552,[3 9] ; [36 66],[4.10526316 7.89473684] ; [34.89473684 67.10526316],0
a2,1,0.527298,0.399596,[ 1 11] ; [16 90],[ 1.72881356 10.27118644] ; [15.27118644 90.72881356],0
r3,1,0.584784,0.298565,[8 4] ; [77 27],[8.79310345 3.20689655] ; [76.20689655 27.79310345],0
a4,1,0.610043,0.260113,[4 8] ; [43 62],[4.82051282 7.17948718] ; [42.17948718 62.82051282],0
b5,1,0.616932,0.250203,[6 6] ; [61 45],[6.81355932 5.18644068] ; [60.18644068 45.81355932],0
b3,1,0.652883,0.202285,[3 4] ; [23 44],[2.45945946 4.54054054] ; [23.54054054 43.45945946],0
b2,1,0.652883,0.202285,[3 4] ; [23 44],[2.45945946 4.54054054] ; [23.54054054 43.45945946],0
n4,1,0.654227,0.200612,[8 4] ; [63 42],[7.28205128 4.71794872] ; [63.71794872 41.28205128],0
r4,1,0.67201,0.17926,[8 4] ; [64 42],[7.3220339 4.6779661] ; [64.6779661 41.3220339],0
d4,1,0.677689,0.172739,[7 5] ; [67 37],[7.65517241 4.34482759] ; [66.34482759 37.65517241],0
n3,1,0.696566,0.152069,[2 2] ; [27 18],[2.36734694 1.63265306] ; [26.63265306 18.36734694],0
p9,1,0.714228,0.13409,[3 9] ; [31 72],[3.54782609 8.45217391] ; [30.45217391 72.54782609],0
d3,1,0.717205,0.131186,[7 5] ; [56 50],[6.40677966 5.59322034] ; [56.59322034 49.40677966],0
a5,1,0.717205,0.131186,[7 5] ; [56 50],[6.40677966 5.59322034] ; [56.59322034 49.40677966],0
v3,1,0.736159,0.113531,[3 9] ; [21 80],[2.54867257 9.45132743] ; [21.45132743 79.54867257],0
u3,1,0.738298,0.111628,[2 3] ; [14 29],[1.66666667 3.33333333] ; [14.33333333 28.66666667],0
p11,1,0.755909,0.096633,[6 6] ; [48 58],[5.49152542 6.50847458] ; [48.50847458 57.49152542],0
a7,1,0.767641,0.087298,[7 5] ; [56 48],[6.51724138 5.48275862] ; [56.48275862 47.51724138],0
n6,1,0.816125,0.054071,[7 5] ; [57 47],[6.62068966 5.37931034] ; [57.37931034 46.62068966],0
p8,1,0.820509,0.051479,[3 9] ; [23 81],[2.68965517 9.31034483] ; [23.31034483 80.68965517],0
n2,1,0.837384,0.042124,[2 2] ; [26 21],[2.19607843 1.80392157] ; [25.80392157 21.19607843],0
a6,1,0.840612,0.040446,[7 5] ; [65 41],[7.3220339 4.6779661] ; [64.6779661 41.3220339],0
a3,1,0.880421,0.022631,[7 5] ; [63 41],[7.24137931 4.75862069] ; [62.75862069 41.24137931],0
a8,1,0.914803,0.011445,[ 1 11] ; [ 9 88],[ 1.10091743 10.89908257] ; [ 8.89908257 88.10091743],0
v4,1,0.942581,0.005188,[9 3] ; [77 27],[8.89655172 3.10344828] ; [77.10344828 26.89655172],0
u2,1,0.983636,0.000421,[2 3] ; [17 25],[2.0212766 2.9787234] ; [16.9787234 25.0212766],0
u1,1,0.985211,0.000344,[ 1 11] ; [ 9 97],[ 1.01694915 10.98305085] ; [ 8.98305085 97.01694915],0
