Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,29.776218,[22  5] ; [ 7 37],[11.02816901 15.97183099] ; [17.97183099 26.02816901],1
s7,1,0.003212,8.682766,[13 11] ; [ 8 34],[ 7.63636364 16.36363636] ; [13.36363636 28.63636364],0
s6,1,0.003879,8.339674,[19  7] ; [16 27],[13.1884058 12.8115942] ; [21.8115942 21.1884058],0
v1,1,0.004931,7.90448,[15 12] ; [10 34],[ 9.50704225 17.49295775] ; [15.49295775 28.50704225],0
a4,1,0.024635,5.049351,[15 12] ; [13 32],[10.5 16.5] ; [17.5 27.5],0
b3,1,0.027248,4.875,[7 5] ; [ 6 21],[4. 8.] ; [ 9. 18.],0
b2,1,0.027248,4.875,[7 5] ; [ 6 21],[4. 8.] ; [ 9. 18.],0
s5,1,0.029454,4.740879,[10 14] ; [ 7 34],[ 6.27692308 17.72307692] ; [10.72307692 30.27692308],0
s8,1,0.048408,3.895779,[ 9 18] ; [ 6 38],[ 5.70422535 21.29577465] ; [ 9.29577465 34.70422535],0
a7,1,0.050044,3.84,[11 16] ; [29 16],[15. 12.] ; [25. 20.],0
p8,1,0.053046,3.74246,[ 3 24] ; [14 31],[ 6.375 20.625] ; [10.625 34.375],0
r3,1,0.080435,3.056085,[26  1] ; [37  8],[23.625  3.375] ; [39.375  5.625],0
n1,1,0.089423,2.884737,[7 7] ; [ 3 12],[4.82758621 9.17241379] ; [5.17241379 9.82758621],0
p1,1,0.110912,2.541176,[ 3 24] ; [ 1 44],[ 1.5 25.5] ; [ 2.5 42.5],0
s4,1,0.174231,1.846154,[10 17] ; [10 35],[ 7.5 19.5] ; [12.5 32.5],0
v2,1,0.179221,1.804068,[15 10] ; [19 25],[12.31884058 12.68115942] ; [21.68115942 22.31884058],0
u3,1,0.225041,1.471933,[4 5] ; [13  6],[5.46428571 3.53571429] ; [11.53571429  7.46428571],0
d2,1,0.24296,1.363336,[14 13] ; [17 28],[11.625 15.375] ; [19.375 25.625],0
a6,1,0.245911,1.346387,[10 17] ; [23 22],[12.375 14.625] ; [20.625 24.375],0
p9,1,0.260024,1.26863,[14 11] ; [18 25],[11.76470588 13.23529412] ; [20.23529412 22.76470588],0
a1,1,0.28645,1.136232,[ 2 25] ; [ 1 44],[ 1.125 25.875] ; [ 1.875 43.125],0
a5,1,0.327187,0.96,[17 10] ; [23 22],[15. 12.] ; [25. 20.],0
u2,1,0.338939,0.91444,[6 3] ; [ 9 10],[4.82142857 4.17857143] ; [10.17857143  8.82142857],0
b5,1,0.345779,0.888889,[15 12] ; [30 15],[16.875 10.125] ; [28.125 16.875],0
n6,1,0.361125,0.833977,[12 15] ; [25 20],[13.875 13.125] ; [23.125 21.875],0
a2,1,0.438578,0.6,[ 4 23] ; [ 4 41],[ 3. 24.] ; [ 5. 40.],0
a3,1,0.453842,0.561039,[18  9] ; [26 19],[16.5 10.5] ; [27.5 17.5],0
p10,1,0.459378,0.54741,[13 13] ; [18 26],[11.51428571 14.48571429] ; [19.48571429 24.51428571],0
r1,1,0.482016,0.494298,[19  8] ; [28 17],[17.625  9.375] ; [29.375 15.625],0
d3,1,0.499047,0.456963,[14 13] ; [27 18],[15.375 11.625] ; [25.625 19.375],0
u1,1,0.508883,0.436364,[ 3 24] ; [ 3 42],[ 2.25 24.75] ; [ 3.75 41.25],0
r4,1,0.534358,0.386097,[21  6] ; [32 13],[19.875  7.125] ; [33.125 11.875],0
b1,1,0.537094,0.380952,[10 17] ; [20 25],[11.25 15.75] ; [18.75 26.25],0
n2,1,0.549563,0.3581,[9 5] ; [8 7],[8.20689655 5.79310345] ; [8.79310345 6.20689655],0
v4,1,0.558185,0.342857,[22  5] ; [34 11],[21.  6.] ; [35. 10.],0
n4,1,0.605577,0.266667,[ 8 19] ; [16 29],[ 9. 18.] ; [15. 30.],0
p6,1,0.62807,0.234687,[ 4 22] ; [ 9 36],[ 4.76056338 21.23943662] ; [ 8.23943662 36.76056338],0
d5,1,0.628893,0.233565,[19  8] ; [34 11],[19.875  7.125] ; [33.125 11.875],0
p3,1,0.654749,0.199966,[ 7 19] ; [10 35],[ 6.22535211 19.77464789] ; [10.77464789 34.22535211],0
p12,1,0.690314,0.158745,[ 1 25] ; [ 1 44],[ 0.73239437 25.26760563] ; [ 1.26760563 43.73239437],0
r2,1,0.729472,0.119597,[24  3] ; [37  6],[23.52857143  3.47142857] ; [37.47142857  5.52857143],0
d4,1,0.743971,0.106667,[23  4] ; [37  8],[22.5  4.5] ; [37.5  7.5],0
s1,1,0.757982,0.094945,[ 3 24] ; [ 4 41],[ 2.625 24.375] ; [ 4.375 40.625],0
d1,1,0.807671,0.059259,[13 14] ; [23 22],[13.5 13.5] ; [22.5 22.5],0
p11,1,0.85373,0.033989,[12 15] ; [19 26],[11.625 15.375] ; [19.375 25.625],0
a8,1,0.878968,0.023188,[ 1 26] ; [ 2 43],[ 1.125 25.875] ; [ 1.875 43.125],0
p4,1,0.894893,0.017455,[ 8 19] ; [14 31],[ 8.25 18.75] ; [13.75 31.25],0
v3,1,0.91266,0.012031,[ 7 17] ; [12 31],[ 6.80597015 17.19402985] ; [12.19402985 30.80597015],0
n3,1,0.93021,0.00767,[7 5] ; [9 6],[7.11111111 4.88888889] ; [8.88888889 6.11111111],0
p7,1,0.944957,0.004767,[ 7 20] ; [12 33],[ 7.125 19.875] ; [11.875 33.125],0
b4,1,1.0,0.0,[15 12] ; [25 20],[15. 12.] ; [25. 20.],0
