Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.047786,3.91751,[15  1] ; [7 4],[13.03703704  2.96296296] ; [8.96296296 2.03703704],0
n6,1,0.102483,2.666477,[15  1] ; [7 3],[13.53846154  2.46153846] ; [8.46153846 1.53846154],0
b5,1,0.118268,2.440107,[12  4] ; [5 6],[10.07407407  5.92592593] ; [6.92592593 4.07407407],0
v1,1,0.16612,1.917614,[9 7] ; [9 2],[10.66666667  5.33333333] ; [7.33333333 3.66666667],0
s2,1,0.16612,1.917614,[7 9] ; [2 9],[ 5.33333333 10.66666667] ; [3.66666667 7.33333333],0
r2,1,0.173566,1.851867,[11  5] ; [10  1],[12.44444444  3.55555556] ; [8.55555556 2.44444444],0
p2,1,0.210874,1.565417,[11  5] ; [9 1],[12.30769231  3.69230769] ; [7.69230769 2.30769231],0
p6,1,0.215564,1.53366,[7 9] ; [2 8],[ 5.53846154 10.46153846] ; [3.46153846 6.53846154],0
d1,1,0.237625,1.394628,[8 8] ; [8 3],[9.48148148 6.51851852] ; [6.51851852 4.48148148],0
v2,1,0.237625,1.394628,[8 8] ; [8 3],[9.48148148 6.51851852] ; [6.51851852 4.48148148],0
s3,1,0.280077,1.166717,[ 6 10] ; [2 9],[ 4.74074074 11.25925926] ; [3.25925926 7.74074074],0
p12,1,0.295722,1.093388,[ 4 12] ; [ 1 10],[ 2.96296296 13.03703704] ; [2.03703704 8.96296296],0
n4,1,0.304807,1.053044,[13  3] ; [7 4],[11.85185185  4.14814815] ; [8.14814815 2.85185185],0
r3,1,0.332373,0.939631,[15  1] ; [9 2],[14.22222222  1.77777778] ; [9.77777778 1.22222222],0
a3,1,0.383666,0.758924,[9 7] ; [8 3],[10.07407407  5.92592593] ; [6.92592593 4.07407407],0
p7,1,0.383666,0.758924,[9 7] ; [8 3],[10.07407407  5.92592593] ; [6.92592593 4.07407407],0
r1,1,0.452651,0.564004,[11  5] ; [6 5],[10.07407407  5.92592593] ; [6.92592593 4.07407407],0
a7,1,0.452651,0.564004,[11  5] ; [6 5],[10.07407407  5.92592593] ; [6.92592593 4.07407407],0
b2,1,0.462527,0.539773,[5 6] ; [5 3],[5.78947368 5.21052632] ; [4.21052632 3.78947368],0
b3,1,0.462527,0.539773,[5 6] ; [5 3],[5.78947368 5.21052632] ; [4.21052632 3.78947368],0
a2,1,0.487561,0.481905,[ 3 13] ; [ 1 10],[ 2.37037037 13.62962963] ; [1.62962963 9.37037037],0
s5,1,0.530236,0.393939,[10  5] ; [6 5],[9.23076923 5.76923077] ; [6.76923077 4.23076923],0
p1,1,0.600698,0.273945,[ 3 13] ; [3 8],[ 3.55555556 12.44444444] ; [2.44444444 8.55555556],0
n5,1,0.600698,0.273945,[13  3] ; [8 3],[12.44444444  3.55555556] ; [8.55555556 2.44444444],0
p8,1,0.679365,0.170842,[10  6] ; [6 5],[9.48148148 6.51851852] ; [6.51851852 4.48148148],0
b4,1,0.679365,0.170842,[10  6] ; [6 5],[9.48148148 6.51851852] ; [6.51851852 4.48148148],0
v4,1,0.683017,0.166749,[14  2] ; [9 2],[13.62962963  2.37037037] ; [9.37037037 1.62962963],0
s8,1,0.683017,0.166749,[ 2 14] ; [2 9],[ 2.37037037 13.62962963] ; [1.62962963 9.37037037],0
d3,1,0.701122,0.147308,[9 7] ; [7 4],[9.48148148 6.51851852] ; [6.51851852 4.48148148],0
d2,1,0.701122,0.147308,[9 7] ; [7 4],[9.48148148 6.51851852] ; [6.51851852 4.48148148],0
n2,1,0.709388,0.138889,[1 1] ; [2 1],[1.2 0.8] ; [1.8 1.2],0
n3,1,0.709388,0.138889,[1 1] ; [2 1],[1.2 0.8] ; [1.8 1.2],0
a6,1,0.781814,0.076705,[11  5] ; [7 4],[10.66666667  5.33333333] ; [7.33333333 3.66666667],0
p9,1,0.781814,0.076705,[14  2] ; [10  1],[14.22222222  1.77777778] ; [9.77777778 1.22222222],0
b1,1,0.816334,0.053946,[8 8] ; [6 5],[8.2962963 7.7037037] ; [5.7037037 5.2962963],0
v3,1,0.816334,0.053946,[8 8] ; [6 5],[8.2962963 7.7037037] ; [5.7037037 5.2962963],0
p10,1,0.818726,0.052525,[14  1] ; [10  1],[13.84615385  1.15384615] ; [10.15384615  0.84615385],0
a5,1,0.89466,0.017532,[12  4] ; [8 3],[11.85185185  4.14814815] ; [8.14814815 2.85185185],0
p4,1,0.90748,0.013506,[12  3] ; [9 2],[12.11538462  2.88461538] ; [8.88461538 2.11538462],0
p3,1,0.952092,0.00361,[10  6] ; [7 4],[10.07407407  5.92592593] ; [6.92592593 4.07407407],0
a4,1,0.952092,0.00361,[ 6 10] ; [4 7],[ 5.92592593 10.07407407] ; [4.07407407 6.92592593],0
d4,1,0.97021,0.001395,[13  3] ; [9 2],[13.03703704  2.96296296] ; [8.96296296 2.03703704],0
