Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.000373,12.662338,[ 4 24] ; [8 3],[ 8.61538462 19.38461538] ; [3.38461538 7.61538462],1
d5,1,0.00056,11.904762,[ 9 19] ; [11  1],[14. 14.] ; [6. 6.],1
d3,1,0.000626,11.696505,[ 7 21] ; [10  2],[11.9 16.1] ; [5.1 6.9],1
a5,1,0.001165,10.545411,[10 18] ; [11  1],[14.7 13.3] ; [6.3 5.7],0
r2,1,0.026326,4.934493,[14 14] ; [9 1],[16.94736842 11.05263158] ; [6.05263158 3.94736842],0
d4,1,0.030489,4.681525,[13 15] ; [10  2],[16.1 11.9] ; [6.9 5.1],0
s5,1,0.090628,2.863178,[ 2 26] ; [3 8],[ 3.58974359 24.41025641] ; [1.41025641 9.58974359],0
a2,1,0.117601,2.44898,[ 2 26] ; [3 9],[ 3.5 24.5] ; [ 1.5 10.5],0
a3,1,0.118574,2.436052,[13 14] ; [9 3],[15.23076923 11.76923077] ; [6.76923077 5.23076923],0
p3,1,0.18897,1.725631,[ 6 22] ; [5 7],[ 7.7 20.3] ; [3.3 8.7],0
s3,1,0.220965,1.498095,[ 8 19] ; [6 6],[ 9.69230769 17.30769231] ; [4.30769231 7.69230769],0
p1,1,0.246235,1.344538,[ 3 25] ; [3 9],[ 4.2 23.8] ; [ 1.8 10.2],0
s4,1,0.246235,1.344538,[ 3 25] ; [3 9],[ 4.2 23.8] ; [ 1.8 10.2],0
p6,1,0.267201,1.231061,[ 3 24] ; [3 9],[ 4.15384615 22.84615385] ; [ 1.84615385 10.15384615],0
v2,1,0.310827,1.02716,[ 5 22] ; [4 8],[ 6.23076923 20.76923077] ; [2.76923077 9.23076923],0
p2,1,0.315117,1.009106,[ 9 19] ; [ 2 10],[ 7.7 20.3] ; [3.3 8.7],0
b4,1,0.369074,0.806779,[16 12] ; [5 7],[14.7 13.3] ; [6.3 5.7],0
n5,1,0.398025,0.714286,[18 10] ; [6 6],[16.8 11.2] ; [7.2 4.8],0
n3,1,0.423139,0.641581,[3 8] ; [4 5],[3.85 7.15] ; [3.15 5.85],0
s2,1,0.425556,0.634921,[ 8 20] ; [ 2 10],[ 7. 21.] ; [3. 9.],0
r4,1,0.425556,0.634921,[ 6 22] ; [4 8],[ 7. 21.] ; [3. 9.],0
s1,1,0.439506,0.597572,[ 5 23] ; [ 1 11],[ 4.2 23.8] ; [ 1.8 10.2],0
a7,1,0.490153,0.47619,[13 15] ; [7 5],[14. 14.] ; [6. 6.],0
s8,1,0.526572,0.401003,[ 1 27] ; [ 1 11],[ 1.4 26.6] ; [ 0.6 11.4],0
r3,1,0.529895,0.394593,[11 17] ; [6 6],[11.9 16.1] ; [5.1 6.9],0
b2,1,0.56917,0.324074,[ 7 11] ; [5 5],[ 7.71428571 10.28571429] ; [4.28571429 5.71428571],0
b3,1,0.56917,0.324074,[ 7 11] ; [5 5],[ 7.71428571 10.28571429] ; [4.28571429 5.71428571],0
b1,1,0.573138,0.31746,[16 12] ; [8 4],[16.8 11.2] ; [7.2 4.8],0
r1,1,0.573138,0.31746,[12 16] ; [4 8],[11.2 16.8] ; [4.8 7.2],0
a8,1,0.601921,0.272109,[ 3 25] ; [ 2 10],[ 3.5 24.5] ; [ 1.5 10.5],0
n6,1,0.602773,0.270833,[ 9 18] ; [3 9],[ 8.30769231 18.69230769] ; [3.69230769 8.30769231],0
p9,1,0.602773,0.270833,[ 9 18] ; [3 9],[ 8.30769231 18.69230769] ; [3.69230769 8.30769231],0
v3,1,0.649273,0.206818,[ 7 21] ; [2 9],[ 6.46153846 21.53846154] ; [2.53846154 8.46153846],0
n4,1,0.651446,0.204082,[19  9] ; [9 3],[19.6  8.4] ; [8.4 3.6],0
v1,1,0.651446,0.204082,[ 9 19] ; [3 9],[ 8.4 19.6] ; [3.6 8.4],0
a6,1,0.677318,0.17316,[12 16] ; [6 6],[12.6 15.4] ; [5.4 6.6],0
s7,1,0.73927,0.110769,[ 4 22] ; [2 8],[ 4.33333333 21.66666667] ; [1.66666667 8.33333333],0
p4,1,0.763285,0.090703,[ 8 20] ; [4 8],[ 8.4 19.6] ; [3.6 8.4],0
b5,1,0.78146,0.07696,[13 15] ; [5 7],[12.6 15.4] ; [5.4 6.6],0
p7,1,0.81668,0.053739,[ 8 20] ; [3 9],[ 7.7 20.3] ; [3.3 8.7],0
s6,1,0.883708,0.021395,[ 7 21] ; [3 8],[ 7.17948718 20.82051282] ; [2.82051282 8.17948718],0
a1,1,0.927647,0.008246,[ 5 23] ; [ 2 10],[ 4.9 23.1] ; [2.1 9.9],0
p10,1,0.951264,0.003736,[ 7 20] ; [3 9],[ 6.92307692 20.07692308] ; [3.07692308 8.92307692],0
n1,1,0.963969,0.002041,[5 6] ; [4 5],[4.95 6.05] ; [4.05 4.95],0
n2,1,0.963969,0.002041,[5 6] ; [4 5],[4.95 6.05] ; [4.05 4.95],0
