Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.00799,7.035817,[ 2 13] ; [10  7],[5.625 9.375] ; [ 6.375 10.625],0
p3,1,0.06727,3.348397,[ 4 11] ; [10  7],[6.5625 8.4375] ; [7.4375 9.5625],0
b1,1,0.304652,1.053719,[7 8] ; [11  6],[8.4375 6.5625] ; [9.5625 7.4375],0
p7,1,0.388476,0.743706,[11  4] ; [10  7],[9.84375 5.15625] ; [11.15625  5.84375],0
p11,1,0.723155,0.12549,[8 7] ; [8 9],[7.5 7.5] ; [8.5 8.5],0
