Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,4.6e-05,16.623039,[80 10] ; [60 35],[68.10810811 21.89189189] ; [71.89189189 23.10810811],1
p5,1,0.000316,12.973215,[29 63] ; [10 87],[18.98412698 73.01587302] ; [20.01587302 76.98412698],1
p4,1,0.000467,12.244324,[74 17] ; [56 41],[62.92553191 28.07446809] ; [67.07446809 29.92553191],1
p3,1,0.00164,9.913847,[68 23] ; [51 46],[57.60106383 33.39893617] ; [61.39893617 35.60106383],0
p8,1,0.001924,9.62056,[65 25] ; [48 48],[54.67741935 35.32258065] ; [58.32258065 37.67741935],0
p9,1,0.002294,9.298045,[88  3] ; [79 16],[81.70430108  9.29569892] ; [85.29569892  9.70430108],0
p12,1,0.003025,8.79219,[19 72] ; [ 6 91],[12.10106383 78.89893617] ; [12.89893617 84.10106383],0
n4,1,0.006659,7.362819,[88  4] ; [81 16],[82.26455026  9.73544974] ; [86.73544974 10.26455026],0
v1,1,0.05596,3.653236,[72 19] ; [64 32],[66.18181818 24.81818182] ; [69.81818182 26.18181818],0
n6,1,0.058297,3.585193,[87  3] ; [86 10],[83.70967742  6.29032258] ; [89.29032258  6.70967742],0
p2,1,0.096482,2.762762,[82 10] ; [78 19],[77.88359788 14.11640212] ; [82.11640212 14.88359788],0
u2,1,0.130995,2.28067,[11  4] ; [8 9],[8.90625 6.09375] ; [10.09375  6.90625],0
s3,1,0.132007,2.268743,[61 29] ; [73 21],[65.54347826 24.45652174] ; [68.45652174 25.54347826],0
p10,1,0.142568,2.150022,[84  7] ; [83 14],[80.83510638 10.16489362] ; [86.16489362 10.83510638],0
n5,1,0.14722,2.100825,[84  8] ; [81 15],[80.74468085 11.25531915] ; [84.25531915 11.74468085],0
p1,1,0.148836,2.084138,[16 75] ; [10 87],[12.58510638 78.41489362] ; [13.41489362 83.58510638],0
n2,1,0.153022,2.041863,[10  5] ; [19  3],[11.75675676  3.24324324] ; [17.24324324  4.75675676],0
a1,1,0.165741,1.921053,[11 81] ; [ 6 91],[ 8.27513228 83.72486772] ; [ 8.72486772 88.27513228],0
s5,1,0.240665,1.376693,[47 40] ; [44 53],[43.02717391 43.97282609] ; [47.97282609 49.02717391],0
s6,1,0.244313,1.355534,[74 16] ; [83 11],[76.79347826 13.20652174] ; [80.20652174 13.79347826],0
v2,1,0.294257,1.100041,[70 22] ; [79 17],[72.91489362 19.08510638] ; [76.08510638 19.91489362],0
r1,1,0.335967,0.925759,[77 15] ; [85 11],[79.27659574 12.72340426] ; [82.72340426 13.27659574],0
a7,1,0.382444,0.762832,[60 32] ; [69 28],[62.79365079 29.20634921] ; [66.20634921 30.79365079],0
s1,1,0.384315,0.756855,[ 4 88] ; [ 2 93],[ 2.95187166 89.04812834] ; [ 3.04812834 91.95187166],0
u3,1,0.388476,0.743706,[11  4] ; [10  7],[9.84375 5.15625] ; [11.15625  5.84375],0
b1,1,0.45566,0.556535,[34 58] ; [41 56],[36.50793651 55.49206349] ; [38.49206349 58.50793651],0
d2,1,0.492071,0.471995,[48 43] ; [56 41],[50.34042553 40.65957447] ; [53.65957447 43.34042553],0
s4,1,0.523173,0.407633,[13 79] ; [17 80],[14.6031746 77.3968254] ; [15.3968254 81.6031746],0
d4,1,0.525991,0.402131,[77 13] ; [86 11],[78.44919786 11.55080214] ; [84.55080214 12.44919786],0
r2,1,0.528225,0.397805,[88  3] ; [92  5],[87.12765957  3.87234043] ; [92.87234043  4.12765957],0
d5,1,0.529436,0.395474,[76 14] ; [85 12],[77.48663102 12.51336898] ; [83.51336898 13.48663102],0
