Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,38.405452,[13 38] ; [60 14],[29.784 21.216] ; [43.216 30.784],1
d3,1,0.0,31.658663,[21 30] ; [67  9],[35.33858268 15.66141732] ; [52.66141732 23.33858268],1
a2,1,0.0,28.738999,[ 2 49] ; [37 39],[15.66141732 35.33858268] ; [23.33858268 52.66141732],1
d5,1,0.0,27.695815,[33 18] ; [75  1],[43.37007874  7.62992126] ; [64.62992126 11.37007874],1
a4,1,6e-06,20.523299,[14 37] ; [52 24],[26.50393701 24.49606299] ; [39.49606299 36.50393701],1
a5,1,0.000314,12.985141,[30 21] ; [66 10],[38.5511811 12.4488189] ; [57.4488189 18.5511811],1
u1,1,0.000319,12.957466,[ 3 48] ; [25 51],[11.24409449 39.75590551] ; [16.75590551 59.24409449],1
a3,1,0.00055,11.939211,[31 19] ; [67  9],[38.88888889 11.11111111] ; [59.11111111 16.88888889],1
n1,1,0.00257,9.089806,[ 2 12] ; [15  8],[6.43243243 7.56756757] ; [10.56756757 12.43243243],0
a6,1,0.0031,8.747726,[26 25] ; [58 18],[33.73228346 17.26771654] ; [50.26771654 25.73228346],0
p3,1,0.072322,3.229526,[16 35] ; [36 40],[20.88188976 30.11811024] ; [31.11811024 44.88188976],0
r2,1,0.075412,3.161113,[44  5] ; [73  2],[46.23387097  2.76612903] ; [70.76612903  4.23387097],0
p4,1,0.080696,3.050827,[21 29] ; [44 32],[25.79365079 24.20634921] ; [39.20634921 36.79365079],0
a8,1,0.084887,2.968752,[ 8 41] ; [ 4 60],[ 5.20353982 43.79646018] ; [ 6.79646018 57.20353982],0
b5,1,0.088171,2.907454,[28 23] ; [53 23],[32.52755906 18.47244094] ; [48.47244094 27.52755906],0
p6,1,0.091335,2.850679,[10 41] ; [25 50],[14.16666667 36.83333333] ; [20.83333333 54.16666667],0
r1,1,0.096101,2.769084,[35 15] ; [62 13],[38.8 11.2] ; [58.2 16.8],0
p1,1,0.12965,2.296688,[ 3 48] ; [11 65],[ 5.62204724 45.37795276] ; [ 8.37795276 67.62204724],0
p10,1,0.183896,1.765851,[35 14] ; [62 14],[38.024 10.976] ; [58.976 17.024],0
n4,1,0.294511,1.098887,[33 17] ; [56 19],[35.6 14.4] ; [53.4 21.6],0
s3,1,0.306005,1.047839,[30 20] ; [51 23],[32.66129032 17.33870968] ; [48.33870968 25.66129032],0
v2,1,0.317777,0.998074,[24 27] ; [41 32],[26.73387097 24.26612903] ; [38.26612903 34.73387097],0
r3,1,0.32274,0.97781,[45  5] ; [71  4],[46.4  3.6] ; [69.6  5.4],0
p11,1,0.341145,0.906123,[30 21] ; [51 25],[32.52755906 18.47244094] ; [48.47244094 27.52755906],0
v3,1,0.350086,0.873147,[13 38] ; [24 48],[15.34146341 35.65853659] ; [21.65853659 50.34146341],0
u3,1,0.351425,0.868304,[12  8] ; [7 2],[13.10344828  6.89655172] ; [5.89655172 3.10344828],0
s2,1,0.351564,0.867804,[32 19] ; [53 22],[34.4047619 16.5952381] ; [50.5952381 24.4047619],0
v1,1,0.358387,0.843537,[22 27] ; [40 35],[24.5 24.5] ; [37.5 37.5],0
p12,1,0.3617,0.831983,[ 3 48] ; [ 8 68],[ 4.41732283 46.58267717] ; [ 6.58267717 69.41732283],0
s8,1,0.365814,0.817833,[22 29] ; [39 37],[24.49606299 26.50393701] ; [36.50393701 39.49606299],0
n3,1,0.367123,0.813378,[9 6] ; [17  6],[10.26315789  4.73684211] ; [15.73684211  7.26315789],0
p2,1,0.370112,0.803289,[36 15] ; [59 17],[38.1496063 12.8503937] ; [56.8503937 19.1496063],0
b4,1,0.375285,0.786091,[31 20] ; [52 24],[33.33070866 17.66929134] ; [49.66929134 26.33070866],0
s7,1,0.415774,0.662231,[27 22] ; [45 27],[29.15702479 19.84297521] ; [42.84297521 29.15702479],0
s4,1,0.442765,0.589106,[16 34] ; [19 55],[14.11290323 35.88709677] ; [20.88709677 53.11290323],0
b1,1,0.476577,0.506686,[22 29] ; [28 48],[20.07874016 30.92125984] ; [29.92125984 46.07874016],0
p9,1,0.516371,0.421136,[39 11] ; [62 13],[40.4  9.6] ; [60.6 14.4],0
a7,1,0.541431,0.372893,[32 19] ; [51 24],[33.5952381 17.4047619] ; [49.4047619 25.5952381],0
n5,1,0.58116,0.304363,[33 17] ; [53 22],[34.4 15.6] ; [51.6 23.4],0
p5,1,0.612322,0.256807,[ 4 47] ; [ 8 68],[ 4.81889764 46.18110236] ; [ 7.18110236 68.81889764],0
u2,1,0.63749,0.222039,[10  9] ; [5 3],[10.55555556  8.44444444] ; [4.44444444 3.55555556],0
p7,1,0.660431,0.193001,[22 28] ; [36 39],[23.2 26.8] ; [34.8 40.2],0
r4,1,0.688799,0.160388,[43  8] ; [66 10],[43.77165354  7.22834646] ; [65.22834646 10.77165354],0
a1,1,0.726836,0.122037,[ 2 49] ; [ 4 72],[ 2.40944882 48.59055118] ; [ 3.59055118 72.40944882],0
n2,1,0.726917,0.121961,[11  4] ; [18  5],[11.44736842  3.55263158] ; [17.55263158  5.44736842],0
u4,1,0.77472,0.081914,[ 1 50] ; [ 1 75],[ 0.80314961 50.19685039] ; [ 1.19685039 74.80314961],0
s6,1,0.782367,0.076306,[42  9] ; [64 12],[42.56692913  8.43307087] ; [63.43307087 12.56692913],0
b2,1,0.786868,0.073105,[ 9 17] ; [20 33],[ 9.5443038 16.4556962] ; [19.4556962 33.5443038],0
b3,1,0.786868,0.073105,[ 9 17] ; [20 33],[ 9.5443038 16.4556962] ; [19.4556962 33.5443038],0
n6,1,0.838812,0.041377,[42  8] ; [64 11],[42.4  7.6] ; [63.6 11.4],0
s1,1,0.852335,0.034648,[ 3 46] ; [ 4 71],[ 2.76612903 46.23387097] ; [ 4.23387097 70.76612903],0
v4,1,0.918913,0.010364,[46  3] ; [71  5],[45.864  3.136] ; [71.136  4.864],0
