Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,55.497283,[44 49] ; [497 109],[71.97854077 21.02145923] ; [469.02145923 136.97854077],1
n4,1,0.0,35.532095,[53 41] ; [505 103],[74.71794872 19.28205128] ; [483.28205128 124.71794872],1
p10,1,0.000251,13.403444,[69 24] ; [531  71],[80.28776978 12.71223022] ; [519.71223022  82.28776978],1
p9,1,0.000517,12.054921,[73 21] ; [541  60],[83.04460432 10.95539568] ; [530.95539568  70.04460432],1
r4,1,0.000865,11.096399,[80 14] ; [575  34],[87.58179232  6.41820768] ; [567.41820768  41.58179232],1
r2,1,0.001533,10.038903,[83 10] ; [583  21],[88.86370158  4.13629842] ; [577.13629842  26.86370158],0
b1,1,0.002325,9.273748,[46 48] ; [200 409],[32.89331437 61.10668563] ; [213.10668563 395.89331437],0
v3,1,0.004238,8.178844,[24 65] ; [253 336],[36.36135693 52.63864307] ; [240.63864307 348.36135693],0
s7,1,0.004839,7.938547,[31 58] ; [298 288],[43.37925926 45.62074074] ; [285.62074074 300.37925926],0
s5,1,0.005345,7.758841,[19 73] ; [207 378],[30.71196455 61.28803545] ; [195.28803545 389.71196455],0
a2,1,0.006011,7.5469,[11 83] ; [149 460],[21.3940256 72.6059744] ; [138.6059744 470.3940256],0
a4,1,0.006888,7.301822,[29 65] ; [277 329],[41.09142857 52.90857143] ; [264.90857143 341.09142857],0
d1,1,0.007175,7.228712,[43 51] ; [368 241],[54.95590327 39.04409673] ; [356.04409673 252.95590327],0
d2,1,0.008131,7.0043,[32 62] ; [295 311],[43.91142857 50.08857143] ; [283.08857143 322.91142857],0
p6,1,0.011466,6.391585,[23 67] ; [236 363],[33.83164006 56.16835994] ; [225.16835994 373.83164006],0
p3,1,0.011804,6.340011,[37 56] ; [326 280],[48.29613734 44.70386266] ; [314.70386266 291.29613734],0
u2,1,0.017022,5.694081,[26  7] ; [95 73],[19.86567164 13.13432836] ; [101.13432836  66.86567164],0
u1,1,0.017804,5.61538,[ 8 86] ; [112 497],[16.0455192 77.9544808] ; [103.9544808 505.0455192],0
s6,1,0.019026,5.499119,[53 41] ; [409 187],[62.93913043 31.06086957] ; [399.06086957 196.93913043],0
p4,1,0.020878,5.336946,[47 45] ; [385 220],[57.0215208 34.9784792] ; [374.9784792 230.0215208],0
p8,1,0.027797,4.840622,[43 50] ; [348 248],[52.77648766 40.22351234] ; [338.22351234 257.77648766],0
p5,1,0.030529,4.679241,[ 5 88] ; [ 80 523],[11.35775862 81.64224138] ; [ 73.64224138 529.35775862],0
a5,1,0.031971,4.600049,[61 33] ; [458 150],[69.4957265 24.5042735] ; [449.5042735 158.4957265],0
n2,1,0.038239,4.294346,[25  2] ; [86 30],[20.95804196  6.04195804] ; [90.04195804 25.95804196],0
p2,1,0.044643,4.032062,[74 19] ; [528  77],[80.20916905 12.79083095] ; [521.79083095  83.20916905],0
u3,1,0.0458,3.988934,[25  8] ; [96 72],[19.86567164 13.13432836] ; [101.13432836  66.86567164],0
s2,1,0.048989,3.875743,[38 55] ; [312 290],[46.83453237 46.16546763] ; [303.16546763 298.83453237],0
n1,1,0.064781,3.41054,[13 12] ; [38 79],[ 8.97887324 16.02112676] ; [42.02112676 74.97887324],0
p12,1,0.090689,2.862099,[ 4 88] ; [ 59 544],[ 8.33956835 83.66043165] ; [ 54.66043165 548.33956835],0
v1,1,0.103568,2.649724,[43 47] ; [337 255],[50.14662757 39.85337243] ; [329.85337243 262.14662757],0
b2,1,0.115117,2.482531,[16 39] ; [155 231],[21.32653061 33.67346939] ; [149.67346939 236.32653061],0
b3,1,0.115117,2.482531,[16 39] ; [155 231],[21.32653061 33.67346939] ; [149.67346939 236.32653061],0
d3,1,0.118086,2.442529,[58 36] ; [424 184],[64.54131054 29.45868946] ; [417.45868946 190.54131054],0
a3,1,0.129205,2.302031,[61 33] ; [440 167],[67.18116976 26.81883024] ; [433.81883024 173.18116976],0
a7,1,0.150508,2.067095,[62 32] ; [443 163],[67.81428571 26.18571429] ; [437.18571429 168.81428571],0
d4,1,0.154839,2.02392,[72 22] ; [501 105],[76.94571429 17.05428571] ; [496.05428571 109.94571429],0
v2,1,0.159719,1.976889,[44 43] ; [342 242],[50.04769001 36.95230999] ; [335.95230999 248.04769001],0
d5,1,0.168955,1.892193,[70 24] ; [490 118],[74.98575499 19.01424501] ; [485.01424501 122.98575499],0
r3,1,0.191339,1.707279,[89  5] ; [591  17],[91.05413105  2.94586895] ; [588.94586895  19.05413105],0
r1,1,0.201197,1.633664,[71 22] ; [498 110],[75.48787447 17.51212553] ; [493.51212553 114.48787447],0
b5,1,0.203757,1.615238,[61 33] ; [353 256],[55.35704125 38.64295875] ; [358.64295875 250.35704125],0
a8,1,0.205762,1.600994,[ 8 78] ; [ 80 478],[11.7515528 74.2484472] ; [ 76.2484472 481.7515528],0
s8,1,0.316686,1.002583,[38 56] ; [278 327],[42.49499285 51.50500715] ; [273.50500715 331.49499285],0
n3,1,0.417511,0.657312,[18  9] ; [87 30],[19.6875  7.3125] ; [85.3125 31.6875],0
a6,1,0.426506,0.632318,[62 32] ; [425 182],[65.30385164 28.69614836] ; [421.69614836 185.30385164],0
p7,1,0.464102,0.535984,[56 32] ; [400 192],[59.01176471 28.98823529] ; [396.98823529 195.01176471],0
s4,1,0.582199,0.302693,[13 81] ; [ 96 502],[14.80635838 79.19364162] ; [ 94.19364162 503.80635838],0
b4,1,0.616734,0.250484,[53 41] ; [360 249],[55.22332859 38.77667141] ; [357.77667141 251.22332859],0
p1,1,0.689584,0.159536,[ 7 86] ; [ 53 551],[ 8.00573888 84.99426112] ; [ 51.99426112 552.00573888],0
s1,1,0.731987,0.117295,[ 3 88] ; [ 16 584],[ 2.50217077 88.49782923] ; [ 16.49782923 583.50217077],0
s3,1,0.763667,0.090401,[50 42] ; [335 263],[51.33333333 40.66666667] ; [333.66666667 264.33333333],0
a1,1,0.777827,0.07961,[ 4 90] ; [ 30 579],[ 4.54623044 89.45376956] ; [ 29.45376956 579.54623044],0
