Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,59.902905,[282  70] ; [62 77],[246.61507128 105.38492872] ; [97.38492872 41.61507128],1
a6,1,0.0,58.907317,[269  82] ; [56 83],[232.80612245 118.19387755] ; [92.19387755 46.80612245],1
a2,1,1e-06,23.383942,[110 244] ; [ 14 125],[ 89.03853955 264.96146045] ; [ 34.96146045 104.03853955],1
u1,1,6e-06,20.371512,[ 86 268] ; [  9 130],[ 68.21501014 285.78498986] ; [ 26.78498986 112.21501014],1
b5,1,1.8e-05,18.350353,[230 124] ; [61 78],[208.95334686 145.04665314] ; [82.04665314 56.95334686],1
d1,1,0.000138,14.525493,[234 120] ; [66 73],[215.4158215 138.5841785] ; [84.5841785 54.4158215],1
v2,1,0.003168,8.708017,[199 136] ; [59 74],[184.67948718 150.32051282] ; [73.32051282 59.67948718],0
d4,1,0.007741,7.092473,[305  47] ; [106  32],[295.24897959  56.75102041] ; [115.75102041  22.24897959],0
r1,1,0.011531,6.381551,[301  50] ; [106  33],[291.54489796  59.45510204] ; [115.45510204  23.54489796],0
r4,1,0.032473,4.57335,[335  19] ; [124  15],[329.5862069  24.4137931] ; [129.4137931   9.5862069],0
r2,1,0.039438,4.24188,[344   6] ; [132   7],[340.69529652   9.30470348] ; [135.30470348   3.69529652],0
u3,1,0.046028,3.980566,[67 30] ; [17 17],[62.19847328 34.80152672] ; [21.80152672 12.19847328],0
n6,1,0.062088,3.480722,[301  50] ; [108  29],[294.17827869  56.82172131] ; [114.82172131  22.17827869],0
a5,1,0.064429,3.419546,[266  88] ; [93 46],[257.78093306  96.21906694] ; [101.21906694  37.78093306],0
b1,1,0.064815,3.409669,[131 223] ; [64 75],[140.02028398 213.97971602] ; [54.97971602 84.02028398],0
d5,1,0.065683,3.387742,[291  61] ; [104  34],[283.75510204  68.24489796] ; [111.24489796  26.75510204],0
p2,1,0.089381,2.885482,[306  48] ; [110  27],[299.92668024  54.07331976] ; [116.07331976  20.92668024],0
p10,1,0.121074,2.403375,[296  54] ; [107  29],[290.22633745  59.77366255] ; [112.77366255  23.22633745],0
