Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.000467,12.244898,[23  5] ; [12 20],[16.33333333 11.66666667] ; [18.66666667 13.33333333],1
p2,1,0.001235,10.437242,[20  6] ; [11 21],[13.89655172 12.10344828] ; [17.10344828 14.89655172],0
p8,1,0.001312,10.326175,[11 15] ; [ 2 29],[ 5.92982456 20.07017544] ; [ 7.07017544 23.92982456],0
s8,1,0.001943,9.602525,[11 17] ; [ 2 30],[ 6.06666667 21.93333333] ; [ 6.93333333 25.06666667],0
p10,1,0.008902,6.842396,[18  9] ; [10 21],[13.03448276 13.96551724] ; [14.96551724 16.03448276],0
s6,1,0.011029,6.460612,[15 13] ; [ 7 25],[10.26666667 17.73333333] ; [11.73333333 20.26666667],0
v4,1,0.011864,6.331013,[22  5] ; [16 16],[17.38983051  9.61016949] ; [20.61016949 11.38983051],0
n2,1,0.019143,5.488374,[10  1] ; [7 8],[7.19230769 3.80769231] ; [9.80769231 5.19230769],0
s2,1,0.021485,5.286998,[13 15] ; [ 6 26],[ 8.86666667 19.13333333] ; [10.13333333 21.86666667],0
p4,1,0.033673,4.511234,[13 14] ; [ 7 25],[ 9.15254237 17.84745763] ; [10.84745763 21.15254237],0
b5,1,0.034911,4.449538,[19  9] ; [13 19],[14.93333333 13.06666667] ; [17.06666667 14.93333333],0
r4,1,0.038676,4.275061,[11 17] ; [ 5 27],[ 7.46666667 20.53333333] ; [ 8.53333333 23.46666667],0
v2,1,0.039382,4.244325,[12 15] ; [ 6 25],[ 8.37931034 18.62068966] ; [ 9.62068966 21.37931034],0
b3,1,0.040938,4.178571,[ 4 17] ; [9 9],[ 7. 14.] ; [ 6. 12.],0
b2,1,0.040938,4.178571,[ 4 17] ; [9 9],[ 7. 14.] ; [ 6. 12.],0
p7,1,0.075767,3.153442,[15 11] ; [11 21],[11.65517241 14.34482759] ; [14.34482759 17.65517241],0
