Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,39.798778,[49 20] ; [ 37 107],[27.85915493 41.14084507] ; [58.14084507 85.85915493],1
p7,1,2.7e-05,17.612085,[52 17] ; [62 77],[37.81730769 31.18269231] ; [76.18269231 62.81730769],1
p1,1,3.5e-05,17.122897,[12 57] ; [  3 144],[ 4.79166667 64.20833333] ; [ 10.20833333 136.79166667],1
p8,1,0.000359,12.736626,[39 30] ; [ 45 100],[27.08411215 41.91588785] ; [56.91588785 88.08411215],1
r4,1,0.003076,8.761567,[60  9] ; [100  47],[51.11111111 17.88888889] ; [108.88888889  38.11111111],0
n4,1,0.0042,8.195354,[51 18] ; [78 68],[41.4 27.6] ; [87.6 58.4],0
n6,1,0.004579,8.038793,[59 10] ; [98 48],[50.38604651 18.61395349] ; [106.61395349  39.38604651],0
d5,1,0.007925,7.05025,[50 19] ; [78 68],[41.07906977 27.92093023] ; [86.92093023 59.07906977],0
p2,1,0.009092,6.804709,[57 12] ; [96 51],[48.875 20.125] ; [104.125  42.875],0
v1,1,0.012162,6.287081,[33 33] ; [46 98],[24.82857143 41.17142857] ; [54.17142857 89.82857143],0
a7,1,0.012412,6.25104,[52 16] ; [86 60],[43.85046729 24.14953271] ; [94.14953271 51.85046729],0
s7,1,0.01351,6.101117,[25 40] ; [ 31 110],[17.66990291 47.33009709] ; [ 38.33009709 102.66990291],0
v4,1,0.029213,4.754997,[65  4] ; [121  24],[59.97196262  9.02803738] ; [126.02803738  18.97196262],0
s6,1,0.037289,4.337183,[40 29] ; [62 83],[32.88785047 36.11214953] ; [69.11214953 75.88785047],0
p5,1,0.045085,4.015472,[ 7 62] ; [  5 141],[ 3.85116279 65.14883721] ; [  8.14883721 137.85116279],0
p6,1,0.049398,3.861787,[24 43] ; [ 33 111],[18.09952607 48.90047393] ; [ 38.90047393 105.09952607],0
s8,1,0.055158,3.677308,[24 45] ; [ 33 114],[18.20833333 50.79166667] ; [ 38.79166667 108.20833333],0
v3,1,0.07321,3.209549,[25 40] ; [ 38 107],[19.5 45.5] ; [ 43.5 101.5],0
n5,1,0.112169,2.523386,[50 19] ; [89 56],[44.81775701 24.18224299] ; [94.18224299 50.81775701],0
r3,1,0.126126,2.339552,[63  6] ; [122  24],[59.37209302  9.62790698] ; [125.62790698  20.37209302],0
p12,1,0.148915,2.083329,[ 4 65] ; [  3 143],[ 2.24651163 66.75348837] ; [  4.75348837 141.24651163],0
n3,1,0.160838,1.966334,[10  2] ; [31 19],[7.93548387 4.06451613] ; [33.06451613 16.93548387],0
r2,1,0.173625,1.851365,[62  7] ; [120  25],[58.68224299 10.31775701] ; [123.31775701  21.68224299],0
p9,1,0.217244,1.522484,[50 18] ; [93 50],[46.08530806 21.91469194] ; [96.91469194 46.08530806],0
s1,1,0.220335,1.502186,[ 1 68] ; [  7 137],[ 2.5915493 66.4084507] ; [  5.4084507 138.5915493],0
d1,1,0.256443,1.287859,[25 44] ; [ 42 105],[21.40277778 47.59722222] ; [ 45.59722222 101.40277778],0
p10,1,0.283811,1.148749,[47 21] ; [88 55],[43.507109 24.492891] ; [91.492891 51.507109],0
d2,1,0.290916,1.115378,[18 51] ; [ 29 118],[15.01388889 53.98611111] ; [ 31.98611111 115.01388889],0
a3,1,0.33757,0.919637,[26 42] ; [66 80],[29.23364486 38.76635514] ; [62.76635514 83.23364486],0
n1,1,0.356427,0.850445,[5 7] ; [14 36],[3.67741935 8.32258065] ; [15.32258065 34.67741935],0
b5,1,0.402356,0.701275,[41 28] ; [96 51],[43.76388889 25.23611111] ; [93.23611111 53.76388889],0
u1,1,0.434359,0.61114,[ 2 67] ; [  2 145],[ 1.27777778 67.72222222] ; [  2.72222222 144.27777778],0
a1,1,0.562204,0.335903,[ 1 68] ; [  4 143],[ 1.59722222 67.40277778] ; [  3.40277778 143.59722222],0
v2,1,0.686121,0.163317,[29 36] ; [57 80],[27.67326733 37.32673267] ; [58.32673267 78.67326733],0
u3,1,0.698369,0.150174,[22 21] ; [38 42],[20.97560976 22.02439024] ; [39.02439024 40.97560976],0
r1,1,0.719417,0.129052,[42 26] ; [87 60],[40.8 27.2] ; [88.2 58.8],0
n2,1,0.727364,0.121546,[8 4] ; [30 19],[7.47540984 4.52459016] ; [30.52459016 18.47540984],0
s2,1,0.736066,0.113614,[22 46] ; [51 96],[23.08837209 44.91162791] ; [49.91162791 97.08837209],0
a6,1,0.739548,0.110525,[35 34] ; [71 76],[33.86111111 35.13888889] ; [72.13888889 74.86111111],0
b4,1,0.751951,0.099899,[41 28] ; [84 63],[39.93055556 29.06944444] ; [85.06944444 61.93055556],0
a4,1,0.761363,0.092228,[12 57] ; [ 23 123],[11.23255814 57.76744186] ; [ 23.76744186 122.23255814],0
u2,1,0.791826,0.069665,[21 20] ; [43 37],[21.68595041 19.31404959] ; [42.31404959 37.68595041],0
b3,1,0.791867,0.069636,[12 30] ; [20 56],[11.38983051 30.61016949] ; [20.61016949 55.38983051],0
b2,1,0.791867,0.069636,[12 30] ; [20 56],[11.38983051 30.61016949] ; [20.61016949 55.38983051],0
d3,1,0.82439,0.04924,[36 33] ; [78 67],[36.75700935 32.24299065] ; [77.24299065 67.75700935],0
d4,1,0.852289,0.03467,[44 25] ; [95 51],[44.60930233 24.39069767] ; [94.39069767 51.60930233],0
s4,1,0.890404,0.018987,[10 59] ; [ 20 125],[ 9.6728972 59.3271028] ; [ 20.3271028 124.6728972],0
