Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,0.00044,12.353801,[10 28] ; [10  2],[15.2 22.8] ; [4.8 7.2],1
s8,1,0.001533,10.038177,[ 2 36] ; [5 7],[ 5.32 32.68] ; [ 1.68 10.32],0
r2,1,0.010324,6.57811,[17 19] ; [10  1],[20.68085106 15.31914894] ; [6.31914894 4.68085106],0
p11,1,0.013081,6.158151,[13 25] ; [9 3],[16.72 21.28] ; [5.28 6.72],0
p2,1,0.014018,6.035923,[ 8 30] ; [7 5],[11.4 26.6] ; [3.6 8.4],0
n6,1,0.015839,5.820673,[13 24] ; [9 3],[16.6122449 20.3877551] ; [5.3877551 6.6122449],0
u3,1,0.028395,4.803922,[ 1 15] ; [2 2],[ 2.4 13.6] ; [0.6 3.4],0
p8,1,0.03001,4.708709,[ 3 34] ; [4 8],[ 5.28571429 31.71428571] ; [ 1.71428571 10.28571429],0
p9,1,0.042522,4.114286,[12 24] ; [8 4],[15. 21.] ; [5. 7.],0
d4,1,0.0438,4.064274,[23 15] ; [11  1],[25.84 12.16] ; [8.16 3.84],0
a8,1,0.06028,3.529657,[ 4 34] ; [4 8],[ 6.08 31.92] ; [ 1.92 10.08],0
v2,1,0.111308,2.535554,[ 7 30] ; [5 7],[ 9.06122449 27.93877551] ; [2.93877551 9.06122449],0
p7,1,0.112761,2.515095,[ 5 33] ; [4 8],[ 6.84 31.16] ; [2.16 9.84],0
s6,1,0.135963,2.223065,[ 6 32] ; [4 7],[ 7.75510204 30.24489796] ; [2.24489796 8.75510204],0
s5,1,0.162184,1.953748,[ 4 34] ; [3 8],[ 5.42857143 32.57142857] ; [1.57142857 9.42857143],0
a7,1,0.185326,1.754386,[17 21] ; [8 4],[19. 19.] ; [6. 6.],0
n2,1,0.199674,1.644755,[ 8 12] ; [3 1],[ 9.16666667 10.83333333] ; [1.83333333 2.16666667],0
n1,1,0.199674,1.644755,[ 8 12] ; [3 1],[ 9.16666667 10.83333333] ; [1.83333333 2.16666667],0
s3,1,0.199882,1.643233,[11 26] ; [6 6],[12.83673469 24.16326531] ; [4.16326531 7.83673469],0
d3,1,0.24647,1.343202,[12 26] ; [6 6],[13.68 24.32] ; [4.32 7.68],0
p10,1,0.272666,1.203284,[12 25] ; [6 6],[13.59183673 23.40816327] ; [4.40816327 7.59183673],0
d2,1,0.281564,1.159527,[15 22] ; [7 5],[16.6122449 20.3877551] ; [5.3877551 6.6122449],0
d1,1,0.325915,0.965061,[13 25] ; [6 6],[14.44 23.56] ; [4.56 7.44],0
b4,1,0.362498,0.829221,[23 15] ; [9 3],[24.32 13.68] ; [7.68 4.32],0
n5,1,0.417304,0.657895,[24 14] ; [6 6],[22.8 15.2] ; [7.2 4.8],0
v1,1,0.468314,0.525952,[10 27] ; [ 2 10],[ 9.06122449 27.93877551] ; [2.93877551 9.06122449],0
b5,1,0.519528,0.41483,[15 23] ; [6 6],[15.96 22.04] ; [5.04 6.96],0
n4,1,0.550986,0.355553,[25 13] ; [9 3],[25.84 12.16] ; [8.16 3.84],0
a6,1,0.631012,0.23069,[16 22] ; [6 6],[16.72 21.28] ; [5.28 6.72],0
p3,1,0.653896,0.201023,[ 5 33] ; [ 1 11],[ 4.56 33.44] ; [ 1.44 10.56],0
a3,1,0.656128,0.198261,[22 15] ; [8 4],[22.65306122 14.34693878] ; [7.34693878 4.65306122],0
a5,1,0.729729,0.11936,[18 20] ; [5 7],[17.48 20.52] ; [5.52 6.48],0
b1,1,0.729729,0.11936,[20 18] ; [7 5],[20.52 17.48] ; [6.48 5.52],0
s2,1,0.740544,0.109649,[ 8 30] ; [ 2 10],[ 7.6 30.4] ; [2.4 9.6],0
u2,1,0.779855,0.078125,[ 3 13] ; [1 3],[ 3.2 12.8] ; [0.8 3.2],0
a4,1,0.813926,0.055397,[11 26] ; [4 8],[11.32653061 25.67346939] ; [3.67346939 8.32653061],0
b2,1,0.848846,0.036325,[12 14] ; [4 4],[12.23529412 13.76470588] ; [3.76470588 4.23529412],0
b3,1,0.848846,0.036325,[12 14] ; [4 4],[12.23529412 13.76470588] ; [3.76470588 4.23529412],0
s7,1,0.879744,0.02289,[ 9 27] ; [3 8],[ 9.19148936 26.80851064] ; [2.80851064 8.19148936],0
v3,1,0.890316,0.019018,[ 7 31] ; [ 2 10],[ 6.84 31.16] ; [2.16 9.84],0
p6,1,0.980246,0.000613,[ 3 34] ; [ 1 11],[ 3.02040816 33.97959184] ; [ 0.97959184 11.02040816],0
