Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.00553,7.697382,[25 26] ; [17  3],[30.16901408 20.83098592] ; [11.83098592  8.16901408],0
s7,1,0.010692,6.515826,[22 31] ; [15  5],[26.8630137 26.1369863] ; [10.1369863  9.8630137],0
s3,1,0.020728,5.349524,[29 23] ; [17  3],[33.22222222 18.77777778] ; [12.77777778  7.22222222],0
d3,1,0.024271,5.075166,[30 22] ; [ 6 15],[25.64383562 26.35616438] ; [10.35616438 10.64383562],0
p7,1,0.065318,3.396919,[26 25] ; [15  5],[29.45070423 21.54929577] ; [11.54929577  8.45070423],0
s6,1,0.083265,3.0,[32 17] ; [18  3],[35. 14.] ; [15.  6.],0
p1,1,0.104329,2.638087,[ 2 51] ; [ 3 18],[ 3.58108108 49.41891892] ; [ 1.41891892 19.58108108],0
b1,1,0.104429,2.636559,[17 36] ; [11 10],[20.05405405 32.94594595] ; [ 7.94594595 13.05405405],0
u3,1,0.116985,2.457234,[15 14] ; [8 2],[17.1025641 11.8974359] ; [5.8974359 4.1025641],0
u1,1,0.133162,2.255251,[ 1 52] ; [ 2 19],[ 2.14864865 50.85135135] ; [ 0.85135135 20.14864865],0
s1,1,0.144365,2.1308,[ 1 50] ; [ 2 19],[ 2.125 48.875] ; [ 0.875 20.125],0
d2,1,0.173357,1.853672,[ 6 47] ; [ 5 16],[ 7.87837838 45.12162162] ; [ 3.12162162 17.87837838],0
v1,1,0.212993,1.550968,[19 33] ; [11 10],[21.36986301 30.63013699] ; [ 8.63013699 12.36986301],0
p9,1,0.231854,1.429452,[37 14] ; [18  3],[38.95833333 12.04166667] ; [16.04166667  4.95833333],0
n5,1,0.262416,1.255965,[36 17] ; [17  4],[37.95945946 15.04054054] ; [15.04054054  5.95945946],0
p8,1,0.276087,1.186251,[20 32] ; [11 10],[22.08219178 29.91780822] ; [ 8.91780822 12.08219178],0
n4,1,0.278741,1.173218,[28 25] ; [14  7],[30.08108108 22.91891892] ; [11.91891892  9.08108108],0
r3,1,0.281418,1.16023,[45  7] ; [20  1],[46.30136986  5.69863014] ; [18.69863014  2.30136986],0
d4,1,0.285607,1.140215,[30 23] ; [ 9 12],[27.93243243 25.06756757] ; [11.06756757  9.93243243],0
p12,1,0.32403,0.972609,[ 2 51] ; [ 2 19],[ 2.86486486 50.13513514] ; [ 1.13513514 19.86486486],0
s5,1,0.339925,0.910714,[18 30] ; [10 10],[19.76470588 28.23529412] ; [ 8.23529412 11.76470588],0
p2,1,0.34252,0.900978,[41 12] ; [14  7],[39.39189189 13.60810811] ; [15.60810811  5.39189189],0
a6,1,0.35745,0.846834,[29 24] ; [ 9 12],[27.21621622 25.78378378] ; [10.78378378 10.21621622],0
v3,1,0.380021,0.770632,[12 39] ; [ 3 18],[10.625 40.375] ; [ 4.375 16.625],0
b4,1,0.39632,0.719465,[31 22] ; [10 11],[29.36486486 23.63513514] ; [11.63513514  9.36486486],0
v2,1,0.414935,0.664615,[18 34] ; [ 9 11],[19.5 32.5] ; [ 7.5 12.5],0
r2,1,0.41623,0.660936,[44  9] ; [19  2],[45.12162162  7.87837838] ; [17.87837838  3.12162162],0
p10,1,0.45402,0.560597,[35 17] ; [16  5],[36.32876712 15.67123288] ; [14.67123288  6.32876712],0
p11,1,0.483076,0.491911,[36 17] ; [16  5],[37.24324324 15.75675676] ; [14.75675676  6.24324324],0
a2,1,0.491704,0.472796,[ 1 52] ; [ 1 20],[ 1.43243243 51.56756757] ; [ 0.56756757 20.43243243],0
v4,1,0.494316,0.467117,[47  5] ; [20  1],[47.7260274  4.2739726] ; [19.2739726  1.7260274],0
a5,1,0.573655,0.316605,[24 29] ; [ 8 13],[22.91891892 30.08108108] ; [ 9.08108108 11.91891892],0
p3,1,0.575201,0.314058,[19 34] ; [ 9 12],[20.05405405 32.94594595] ; [ 7.94594595 13.05405405],0
a3,1,0.581392,0.303989,[24 29] ; [11 10],[25.06756757 27.93243243] ; [ 9.93243243 11.06756757],0
r4,1,0.613359,0.255313,[40 13] ; [17  4],[40.82432432 12.17567568] ; [16.17567568  4.82432432],0
r1,1,0.615013,0.25294,[32 21] ; [14  7],[32.94594595 20.05405405] ; [13.05405405  7.94594595],0
p6,1,0.621983,0.24309,[12 40] ; [ 6 15],[12.82191781 39.17808219] ; [ 5.17808219 15.82191781],0
b5,1,0.632455,0.228747,[31 22] ; [11 10],[30.08108108 22.91891892] ; [11.91891892  9.08108108],0
u2,1,0.650774,0.204926,[14 15] ; [4 6],[13.38461538 15.61538462] ; [4.61538462 5.38461538],0
n1,1,0.654992,0.199664,[ 5 12] ; [2 3],[ 5.40909091 11.59090909] ; [1.59090909 3.40909091],0
a8,1,0.795959,0.066864,[ 2 47] ; [ 1 17],[ 2.19402985 46.80597015] ; [ 0.80597015 17.19402985],0
p4,1,0.79834,0.065278,[21 32] ; [ 9 12],[21.48648649 31.51351351] ; [ 8.51351351 12.48648649],0
a7,1,0.900745,0.015555,[33 19] ; [13  8],[32.76712329 19.23287671] ; [13.23287671  7.76712329],0
d5,1,0.909551,0.012906,[28 24] ; [11 10],[27.78082192 24.21917808] ; [11.21917808  9.78082192],0
n6,1,0.946551,0.004494,[40 12] ; [16  5],[39.89041096 12.10958904] ; [16.10958904  4.89041096],0
a4,1,0.948196,0.004221,[13 40] ; [ 5 16],[12.89189189 40.10810811] ; [ 5.10810811 15.89189189],0
