Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,67.852696,[53 39] ; [392  38],[78.42911877 13.57088123] ; [366.57088123  63.42911877],1
p9,1,0.0,27.747681,[66 27] ; [392  39],[81.28625954 11.71374046] ; [376.71374046  54.28625954],1
p8,1,2e-06,22.979451,[39 55] ; [291 138],[59.31166348 34.68833652] ; [270.68833652 158.31166348],1
n4,1,1.7e-05,18.550457,[61 32] ; [367  66],[75.6730038 17.3269962] ; [352.3269962  80.6730038],1
n5,1,2.1e-05,18.123776,[59 34] ; [358  73],[74.00954198 18.99045802] ; [342.99045802  88.00954198],1
p7,1,5.2e-05,16.366756,[53 41] ; [328  99],[68.74088292 25.25911708] ; [312.25911708 114.74088292],1
v4,1,0.000645,11.64258,[85  9] ; [421  10],[90.59809524  3.40190476] ; [415.40190476  15.59809524],1
b1,1,0.001415,10.18634,[51 43] ; [158 275],[37.27893738 56.72106262] ; [171.72106262 261.27893738],0
a6,1,0.003848,8.354244,[52 42] ; [306 127],[63.85578748 30.14421252] ; [294.14421252 138.85578748],0
n6,1,0.003948,8.307748,[72 21] ; [382  49],[80.57633588 12.42366412] ; [373.42366412  57.57633588],0
a3,1,0.005047,7.862587,[56 37] ; [323 110],[67.0095057 25.9904943] ; [311.9904943 121.0095057],0
d4,1,0.007902,7.055613,[70 24] ; [370  62],[78.63117871 15.36882129] ; [361.36882129  70.63117871],0
p2,1,0.00805,7.022278,[77 17] ; [392  38],[84.13358779  9.86641221] ; [384.86641221  45.13358779],0
b3,1,0.017254,5.670345,[12 40] ; [115 169],[19.6547619 32.3452381] ; [107.3452381 176.6547619],0
b2,1,0.017254,5.670345,[12 40] ; [115 169],[19.6547619 32.3452381] ; [107.3452381 176.6547619],0
a5,1,0.039295,4.248058,[65 29] ; [342  91],[72.59582543 21.40417457] ; [334.40417457  98.59582543],0
v1,1,0.043036,4.093978,[47 46] ; [260 160],[55.65497076 37.34502924] ; [251.34502924 168.65497076],0
d1,1,0.049243,3.867066,[52 42] ; [286 147],[60.28842505 33.71157495] ; [277.71157495 155.28842505],0
p12,1,0.055473,3.667808,[ 4 90] ; [ 46 386],[ 8.93536122 85.06463878] ; [ 41.06463878 390.93536122],0
s1,1,0.075901,3.150553,[ 6 86] ; [ 12 417],[ 3.17850288 88.82149712] ; [ 14.82149712 414.17850288],0
u2,1,0.079796,3.069043,[17 20] ; [68 41],[21.54109589 15.45890411] ; [63.45890411 45.54109589],0
p6,1,0.092964,2.822291,[38 55] ; [216 212],[45.33973129 47.66026871] ; [208.66026871 219.33973129],0
s6,1,0.106811,2.600777,[73 17] ; [310 115],[66.93203883 23.06796117] ; [316.06796117 108.93203883],0
p3,1,0.11758,2.449269,[57 37] ; [298 134],[63.44106464 30.55893536] ; [291.55893536 140.44106464],0
v2,1,0.147352,2.099453,[48 44] ; [253 166],[54.19178082 37.80821918] ; [246.80821918 172.19178082],0
s2,1,0.175505,1.835283,[58 35] ; [234 194],[52.12284069 40.87715931] ; [239.87715931 188.12284069],0
a7,1,0.186863,1.742181,[65 29] ; [327 105],[70.05323194 23.94676806] ; [321.94676806 110.05323194],0
b5,1,0.211417,1.5617,[60 34] ; [246 187],[54.58064516 39.41935484] ; [251.41935484 181.58064516],0
r1,1,0.222207,1.49006,[73 20] ; [361  70],[77.02671756 15.97328244] ; [356.97328244  74.02671756],0
n2,1,0.226513,1.462627,[17  9] ; [52 15],[19.29032258  6.70967742] ; [49.70967742 17.29032258],0
s4,1,0.237671,1.394356,[20 73] ; [ 70 357],[16.09615385 76.90384615] ; [ 73.90384615 353.09615385],0
n3,1,0.239379,1.384246,[18  8] ; [54 13],[20.12903226  5.87096774] ; [51.87096774 15.12903226],0
v3,1,0.242824,1.364124,[33 57] ; [180 235],[37.96039604 52.03960396] ; [175.03960396 239.96039604],0
p5,1,0.311714,1.023399,[12 82] ; [ 73 356],[15.27724665 78.72275335] ; [ 69.72275335 359.27724665],0
u4,1,0.364777,0.821381,[ 4 90] ; [ 11 422],[ 2.67552182 91.32447818] ; [ 12.32447818 420.67552182],0
s8,1,0.378019,0.777135,[43 50] ; [221 210],[46.85496183 46.14503817] ; [217.14503817 213.85496183],0
d5,1,0.391561,0.734089,[77 17] ; [369  63],[79.70342205 14.29657795] ; [366.29657795  65.70342205],0
a8,1,0.454672,0.558978,[ 9 72] ; [ 56 337],[11.10759494 69.89240506] ; [ 53.89240506 339.10759494],0
a4,1,0.477145,0.505381,[42 52] ; [210 221],[45.12 48.88] ; [206.88 224.12],0
u3,1,0.511995,0.429988,[24 12] ; [66 43],[22.34482759 13.65517241] ; [67.65517241 41.34482759],0
s3,1,0.550272,0.35683,[58 36] ; [248 177],[55.42196532 38.57803468] ; [250.57803468 174.42196532],0
b4,1,0.551786,0.354127,[52 42] ; [254 179],[54.58064516 39.41935484] ; [251.41935484 181.58064516],0
p1,1,0.594359,0.283588,[11 82] ; [ 43 388],[ 9.58396947 83.41603053] ; [ 44.41603053 386.58396947],0
a1,1,0.61396,0.254448,[ 4 90] ; [ 24 409],[ 4.9943074 89.0056926] ; [ 23.0056926 409.9943074],0
r4,1,0.664802,0.187743,[87  7] ; [406  27],[87.93548387  6.06451613] ; [405.06451613  27.93548387],0
a2,1,0.709409,0.138868,[23 71] ; [114 319],[24.43643264 69.56356736] ; [112.56356736 320.43643264],0
n1,1,0.756837,0.095875,[11 15] ; [26 41],[10.34408602 15.65591398] ; [26.65591398 40.34408602],0
u1,1,0.758823,0.094266,[18 76] ; [ 89 344],[19.08538899 74.91461101] ; [ 87.91461101 345.08538899],0
d2,1,0.762989,0.090938,[48 46] ; [228 204],[49.32319392 44.67680608] ; [226.67680608 205.32319392],0
s7,1,0.789389,0.071344,[48 36] ; [230 184],[46.89156627 37.10843373] ; [231.10843373 182.89156627],0
s5,1,0.883035,0.021645,[34 54] ; [158 260],[33.39130435 54.60869565] ; [158.60869565 259.39130435],0
d3,1,0.935894,0.006469,[68 26] ; [315 118],[68.31499051 25.68500949] ; [314.68500949 118.31499051],0
r2,1,0.983,0.000454,[89  5] ; [405  23],[88.95785441  5.04214559] ; [405.04214559  22.95785441],0
