Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,36.673364,[64  9] ; [ 2 13],[54.75 18.25] ; [11.25  3.75],1
p11,1,8e-06,20.045455,[62 13] ; [ 4 11],[55. 20.] ; [11.  4.],1
d5,1,0.002618,9.055901,[62 13] ; [7 8],[57.5 17.5] ; [11.5  3.5],0
a3,1,0.003892,8.333333,[50 25] ; [ 4 11],[45. 30.] ; [9. 6.],0
n5,1,0.006132,7.511072,[56 18] ; [6 9],[51.5505618 22.4494382] ; [10.4494382  4.5505618],0
s1,1,0.007465,7.157647,[ 2 73] ; [ 3 12],[ 4.16666667 70.83333333] ; [ 0.83333333 14.16666667],0
a5,1,0.008261,6.976077,[52 23] ; [ 5 10],[47.5 27.5] ; [9.5 5.5],0
s8,1,0.013083,6.157895,[36 39] ; [ 2 13],[31.66666667 43.33333333] ; [6.33333333 8.66666667],0
s7,1,0.02194,5.250531,[39 32] ; [ 3 11],[35.08235294 35.91764706] ; [6.91764706 7.08235294],0
p2,1,0.022123,5.2361,[64 11] ; [9 6],[60.83333333 14.16666667] ; [12.16666667  2.83333333],0
n4,1,0.030754,4.666667,[56 19] ; [7 8],[52.5 22.5] ; [10.5  4.5],0
r3,1,0.035729,4.41,[69  6] ; [11  4],[66.66666667  8.33333333] ; [13.33333333  1.66666667],0
s6,1,0.048121,3.905753,[49 24] ; [6 9],[45.625 27.375] ; [9.375 5.625],0
a4,1,0.071861,3.24,[28 47] ; [ 2 13],[25. 50.] ; [ 5. 10.],0
v1,1,0.079206,3.081111,[43 31] ; [ 5 10],[39.91011236 34.08988764] ; [8.08988764 6.91011236],0
d1,1,0.088973,2.892857,[38 37] ; [ 4 11],[35. 40.] ; [7. 8.],0
r4,1,0.091706,2.844177,[52 23] ; [7 8],[49.16666667 25.83333333] ; [9.83333333 5.16666667],0
v2,1,0.118615,2.435514,[36 38] ; [ 4 11],[33.25842697 40.74157303] ; [6.74157303 8.25842697],0
u3,1,0.138154,2.198403,[13 11] ; [3 8],[10.97142857 13.02857143] ; [5.02857143 5.97142857],0
v4,1,0.140194,2.175824,[66  9] ; [11  4],[64.16666667 10.83333333] ; [12.83333333  2.16666667],0
a7,1,0.142281,2.15311,[50 25] ; [7 8],[47.5 27.5] ; [9.5 5.5],0
s4,1,0.157299,2.0,[13 62] ; [ 5 10],[15. 60.] ; [ 3. 12.],0
n3,1,0.194835,1.680672,[14  4] ; [3 3],[12.75  5.25] ; [4.25 1.75],0
u2,1,0.237884,1.393092,[13 12] ; [3 7],[11.42857143 13.57142857] ; [4.57142857 5.42857143],0
b3,1,0.252496,1.309439,[17 30] ; [2 9],[15.39655172 31.60344828] ; [3.60344828 7.39655172],0
b2,1,0.252496,1.309439,[17 30] ; [2 9],[15.39655172 31.60344828] ; [3.60344828 7.39655172],0
r2,1,0.276593,1.183755,[62 11] ; [11  4],[60.55681818 12.44318182] ; [12.44318182  2.55681818],0
v3,1,0.280607,1.164149,[25 48] ; [ 3 12],[23.22727273 49.77272727] ; [ 4.77272727 10.22727273],0
p5,1,0.290346,1.118017,[13 61] ; [ 1 14],[11.64044944 62.35955056] ; [ 2.35955056 12.64044944],0
a6,1,0.291939,1.110658,[46 29] ; [7 8],[44.16666667 30.83333333] ; [8.83333333 6.16666667],0
p1,1,0.298093,1.082707,[13 62] ; [ 1 14],[11.66666667 63.33333333] ; [ 2.33333333 12.66666667],0
p7,1,0.38948,0.740565,[51 23] ; [12  3],[52.38202247 21.61797753] ; [10.61797753  4.38202247],0
b4,1,0.391902,0.733032,[44 31] ; [7 8],[42.5 32.5] ; [8.5 6.5],0
p6,1,0.397846,0.714828,[33 40] ; [ 5 10],[31.52272727 41.47727273] ; [6.47727273 8.52272727],0
s3,1,0.473777,0.513153,[42 32] ; [7 8],[40.74157303 33.25842697] ; [8.25842697 6.74157303],0
n6,1,0.523528,0.406938,[64 11] ; [11  3],[63.20224719 11.79775281] ; [11.79775281  2.20224719],0
a2,1,0.548506,0.36,[ 9 66] ; [ 1 14],[ 8.33333333 66.66666667] ; [ 1.66666667 13.33333333],0
n2,1,0.586214,0.296296,[13  5] ; [5 1],[13.5  4.5] ; [4.5 1.5],0
p4,1,0.598725,0.276923,[55 20] ; [10  5],[54.16666667 20.83333333] ; [10.83333333  4.16666667],0
n1,1,0.632585,0.228571,[ 8 10] ; [2 4],[ 7.5 10.5] ; [2.5 3.5],0
