Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,78.851413,[ 21 116] ; [123  67],[60.33027523 76.66972477] ; [ 83.66972477 106.33027523],1
s3,1,0.0,60.092983,[ 34 104] ; [128  60],[68.57668712 69.42331288] ; [93.42331288 94.57668712],1
s8,1,0.0,51.625101,[ 16 122] ; [95 97],[46.41818182 91.58181818] ; [ 64.58181818 127.41818182],1
s7,1,0.0,47.785555,[ 20 111] ; [99 86],[49.33227848 81.66772152] ; [ 69.66772152 115.33227848],1
s5,1,0.0,26.171005,[ 13 117] ; [ 65 119],[32.29299363 97.70700637] ; [ 45.70700637 138.29299363],1
r4,1,4e-06,21.166444,[104  34] ; [180  13],[118.40483384  19.59516616] ; [165.59516616  27.40483384],1
p4,1,5e-06,20.731868,[ 36 102] ; [98 94],[56.03636364 81.96363636] ; [ 77.96363636 114.03636364],1
n6,1,1.5e-05,18.739845,[89 49] ; [164  29],[105.48036254  32.51963746] ; [147.51963746  45.48036254],1
p9,1,0.000129,14.661413,[87 49] ; [157  33],[101.79141104  34.20858896] ; [142.20858896  47.79141104],1
r1,1,0.00042,12.442816,[91 47] ; [159  33],[104.54545455  33.45454545] ; [145.45454545  46.54545455],1
r3,1,0.000534,11.993873,[114  23] ; [183  10],[123.3  13.7] ; [173.7  19.3],1
v4,1,0.000785,11.275795,[117  20] ; [185   8],[125.37575758  11.62424242] ; [176.62424242  16.37575758],1
p12,1,0.00098,10.865365,[  2 134] ; [ 21 172],[  9.50759878 126.49240122] ; [ 13.49240122 179.50759878],1
p3,1,0.001115,10.626473,[ 30 107] ; [ 75 118],[43.59090909 93.40909091] ; [ 61.40909091 131.59090909],0
s4,1,0.001248,10.417882,[ 11 127] ; [ 40 150],[ 21.45731707 116.54268293] ; [ 29.54268293 160.45731707],0
v1,1,0.001729,9.816736,[47 89] ; [96 88],[60.775 75.225] ; [ 82.225 101.775],0
v2,1,0.020742,5.348311,[53 80] ; [96 85],[63.11146497 69.88853503] ; [85.88853503 95.11146497],0
p10,1,0.021428,5.291644,[84 53] ; [140  51],[93.56097561 43.43902439] ; [130.43902439  60.56097561],0
u1,1,0.024918,5.029587,[ 14 124] ; [ 37 156],[ 21.26283988 116.73716012] ; [ 29.73716012 163.26283988],0
b5,1,0.024952,5.02719,[77 61] ; [131  62],[86.71903323 51.28096677] ; [121.28096677  71.71903323],0
b1,1,0.037521,4.326615,[59 79] ; [ 61 132],[50.03021148 87.96978852] ; [ 69.96978852 123.03021148],0
p2,1,0.039443,4.241696,[83 55] ; [137  56],[91.72205438 46.27794562] ; [128.27794562  64.72205438],0
a5,1,0.05607,3.649965,[88 50] ; [142  51],[95.89123867 42.10876133] ; [134.10876133  58.89123867],0
v3,1,0.059644,3.547258,[36 94] ; [ 69 113],[43.75 86.25] ; [ 61.25 120.75],0
n3,1,0.060907,3.512505,[23 19] ; [45 17],[27.46153846 14.53846154] ; [40.53846154 21.46153846],0
p6,1,0.065881,3.382788,[ 15 123] ; [ 35 157],[ 20.90909091 117.09090909] ; [ 29.09090909 162.90909091],0
d1,1,0.07175,3.242534,[67 71] ; [113  80],[75.04531722 62.95468278] ; [104.95468278  88.04531722],0
n2,1,0.080524,3.054296,[27 18] ; [47 15],[31.12149533 13.87850467] ; [42.87850467 19.12149533],0
d2,1,0.09339,2.814946,[59 76] ; [102  90],[66.46788991 68.53211009] ; [94.53211009 97.46788991],0
u2,1,0.097042,2.7535,[21 27] ; [37 25],[25.30909091 22.69090909] ; [32.69090909 29.30909091],0
a8,1,0.114993,2.484225,[  7 124] ; [ 18 156],[ 10.73770492 120.26229508] ; [ 14.26229508 159.73770492],0
a2,1,0.12375,2.369209,[ 22 116] ; [ 44 149],[ 27.51661631 110.48338369] ; [ 38.48338369 154.51661631],0
a1,1,0.141055,2.166412,[  9 129] ; [  6 187],[  6.25377644 131.74622356] ; [  8.74622356 184.25377644],0
p5,1,0.159393,1.979978,[  5 132] ; [ 14 177],[  7.93597561 129.06402439] ; [ 11.06402439 179.93597561],0
n4,1,0.183857,1.76617,[93 45] ; [143  50],[98.39274924 39.60725076] ; [137.60725076  55.39274924],0
d5,1,0.207705,1.587354,[102  36] ; [154  39],[106.73111782  31.26888218] ; [149.26888218  43.73111782],0
n5,1,0.218915,1.511466,[87 50] ; [135  58],[92.16363636 44.83636364] ; [129.83636364  63.16363636],0
b4,1,0.246857,1.341005,[80 58] ; [124  69],[85.05135952 52.94864048] ; [118.94864048  74.05135952],0
u4,1,0.33238,0.939601,[  2 136] ; [  6 187],[  3.33534743 134.66465257] ; [  4.66465257 188.33534743],0
p11,1,0.398952,0.711484,[89 49] ; [133  60],[92.55589124 45.44410876] ; [129.44410876  63.55589124],0
d4,1,0.492554,0.470943,[105  32] ; [154  39],[107.52424242  29.47575758] ; [151.47575758  41.52424242],0
u3,1,0.580454,0.305501,[28 20] ; [40 23],[29.40540541 18.59459459] ; [38.59459459 24.40540541],0
n1,1,0.586613,0.295665,[19 26] ; [29 32],[20.37735849 24.62264151] ; [27.62264151 33.37735849],0
a3,1,0.63587,0.224185,[90 48] ; [130  62],[92. 46.] ; [128.  64.],0
a4,1,0.660585,0.192813,[64 73] ; [ 85 107],[62.04559271 74.95440729] ; [ 86.95440729 105.04559271],0
b2,1,0.673157,0.177932,[30 45] ; [41 70],[28.62903226 46.37096774] ; [42.37096774 68.62903226],0
b3,1,0.673157,0.177932,[30 45] ; [41 70],[28.62903226 46.37096774] ; [42.37096774 68.62903226],0
p8,1,0.697089,0.151518,[ 31 106] ; [ 47 145],[ 32.48024316 104.51975684] ; [ 45.51975684 146.48024316],0
s1,1,0.714778,0.133552,[  6 131] ; [ 10 180],[  6.70336391 130.29663609] ; [  9.29663609 180.70336391],0
d3,1,0.719247,0.129215,[86 52] ; [124  69],[87.55287009 50.44712991] ; [122.44712991  70.55287009],0
a7,1,0.747792,0.103395,[95 42] ; [137  56],[96.31515152 40.68484848] ; [135.68484848  57.31515152],0
p1,1,0.832132,0.04493,[ 13 124] ; [ 17 176],[ 12.45454545 124.54545455] ; [ 17.54545455 175.45454545],0
a6,1,0.973762,0.001082,[92 46] ; [129  64],[92.13897281 45.86102719] ; [128.86102719  64.13897281],0
