Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,25.555985,[ 8 31] ; [36 12],[19.72413793 19.27586207] ; [24.27586207 23.72413793],1
p9,1,1e-06,23.587701,[12 24] ; [43  8],[22.75862069 13.24137931] ; [32.24137931 18.75862069],1
p10,1,3.5e-05,17.12655,[13 25] ; [39 11],[22.45454545 15.54545455] ; [29.54545455 20.45454545],1
p4,1,0.000172,14.110196,[ 6 32] ; [28 23],[14.51685393 23.48314607] ; [19.48314607 31.51685393],1
p2,1,0.00019,13.93218,[13 25] ; [37 13],[21.59090909 16.40909091] ; [28.40909091 21.59090909],1
s6,1,0.000967,10.88904,[ 7 32] ; [26 24],[14.46067416 24.53932584] ; [18.53932584 31.46067416],1
p3,1,0.001461,10.127194,[ 4 34] ; [21 30],[10.6741573 27.3258427] ; [14.3258427 36.6741573],0
p7,1,0.003044,8.780956,[ 8 29] ; [27 24],[14.71590909 22.28409091] ; [20.28409091 30.71590909],0
s8,1,0.003616,8.46747,[ 4 35] ; [19 32],[ 9.96666667 29.03333333] ; [13.03333333 37.96666667],0
v2,1,0.005463,7.719298,[ 8 30] ; [25 25],[14.25 23.75] ; [18.75 31.25],0
a1,1,0.007344,7.186966,[10 29] ; [ 3 49],[ 5.57142857 33.42857143] ; [ 7.42857143 44.57142857],0
n6,1,0.009525,6.721733,[19 19] ; [39 12],[24.76404494 13.23595506] ; [33.23595506 17.76404494],0
p8,1,0.009968,6.640656,[ 6 32] ; [21 30],[11.52808989 26.47191011] ; [15.47191011 35.52808989],0
s2,1,0.012699,6.210501,[ 7 32] ; [21 28],[12.40909091 26.59090909] ; [15.59090909 33.40909091],0
b3,1,0.014653,5.957697,[12 11] ; [ 8 29],[ 7.66666667 15.33333333] ; [12.33333333 24.66666667],0
b2,1,0.014653,5.957697,[12 11] ; [ 8 29],[ 7.66666667 15.33333333] ; [12.33333333 24.66666667],0
p6,1,0.015707,5.835356,[ 5 33] ; [18 32],[ 9.93181818 28.06818182] ; [13.06818182 36.93181818],0
p5,1,0.019546,5.45195,[ 1 36] ; [10 42],[ 4.57303371 32.42696629] ; [ 6.42696629 45.57303371],0
n2,1,0.028782,4.780635,[13 11] ; [17  3],[16.36363636  7.63636364] ; [13.63636364  6.36363636],0
b1,1,0.033621,4.513889,[26 13] ; [23 29],[21. 18.] ; [28. 24.],0
d4,1,0.034944,4.447905,[19 20] ; [36 15],[23.83333333 15.16666667] ; [31.16666667 19.83333333],0
v1,1,0.035696,4.411576,[ 8 31] ; [20 28],[12.55172414 26.44827586] ; [15.44827586 32.55172414],0
n3,1,0.03626,4.384817,[ 8 16] ; [13  7],[11.45454545 12.54545455] ; [ 9.54545455 10.45454545],0
b4,1,0.038175,4.297222,[17 22] ; [34 18],[21.85714286 17.14285714] ; [29.14285714 22.85714286],0
s7,1,0.039131,4.255165,[ 9 27] ; [23 26],[13.55294118 22.44705882] ; [18.44705882 30.55294118],0
d5,1,0.052481,3.760363,[20 19] ; [37 15],[24.42857143 14.57142857] ; [32.57142857 19.42857143],0
u2,1,0.074447,3.182143,[ 3 12] ; [9 9],[5.45454545 9.54545455] ; [ 6.54545455 11.45454545],0
u3,1,0.081707,3.030617,[ 2 14] ; [ 7 11],[ 4.23529412 11.76470588] ; [ 4.76470588 13.23529412],0
a5,1,0.110619,2.545349,[19 20] ; [34 18],[22.71428571 16.28571429] ; [30.28571429 21.71428571],0
d1,1,0.137469,2.206061,[12 27] ; [24 28],[15.42857143 23.57142857] ; [20.57142857 31.42857143],0
s5,1,0.160015,1.974087,[ 3 35] ; [ 9 40],[ 5.24137931 32.75862069] ; [ 6.75862069 42.24137931],0
b5,1,0.182786,1.774823,[17 22] ; [30 22],[20.14285714 18.85714286] ; [26.85714286 25.14285714],0
s4,1,0.198385,1.654227,[ 5 34] ; [12 39],[ 7.36666667 31.63333333] ; [ 9.63333333 41.36666667],0
s1,1,0.222694,1.486928,[ 4 35] ; [ 2 50],[ 2.57142857 36.42857143] ; [ 3.42857143 48.57142857],0
s3,1,0.330408,0.947298,[12 27] ; [20 29],[14.18181818 24.81818182] ; [17.81818182 31.18181818],0
v3,1,0.337495,0.919923,[ 8 31] ; [15 36],[ 9.96666667 29.03333333] ; [13.03333333 37.96666667],0
d3,1,0.357065,0.848189,[16 22] ; [27 25],[18.15555556 19.84444444] ; [24.84444444 27.15555556],0
r2,1,0.361537,0.832547,[24 13] ; [27 22],[21.94186047 15.05813953] ; [29.05813953 19.94186047],0
v4,1,0.37199,0.797005,[21 18] ; [31 18],[23.04545455 15.95454545] ; [28.95454545 20.04545455],0
a4,1,0.391879,0.733103,[12 26] ; [21 31],[13.93333333 24.06666667] ; [19.06666667 32.93333333],0
r1,1,0.441512,0.592349,[12 27] ; [12 39],[10.4 28.6] ; [13.6 37.4],0
d2,1,0.517433,0.419006,[16 22] ; [25 26],[17.50561798 20.49438202] ; [23.49438202 27.50561798],0
u1,1,0.543049,0.369919,[ 3 36] ; [ 6 46],[ 3.85714286 35.14285714] ; [ 5.14285714 46.85714286],0
a3,1,0.636645,0.223156,[23 15] ; [34 18],[24.06666667 13.93333333] ; [32.93333333 19.06666667],0
p1,1,0.64254,0.215436,[ 4 35] ; [ 7 45],[ 4.71428571 34.28571429] ; [ 6.28571429 45.71428571],0
p12,1,0.709585,0.138692,[ 1 38] ; [ 2 48],[ 1.31460674 37.68539326] ; [ 1.68539326 48.31460674],0
a2,1,0.729406,0.119658,[ 5 34] ; [ 8 44],[ 5.57142857 33.42857143] ; [ 7.42857143 44.57142857],0
