Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,7.2e-05,15.746962,[42  9] ; [28 33],[31.875 19.125] ; [38.125 22.875],1
p3,1,0.000186,13.968254,[25 25] ; [10 50],[15.90909091 34.09090909] ; [19.09090909 40.90909091],1
p8,1,0.000753,11.354754,[26 24] ; [13 48],[17.56756757 32.43243243] ; [21.43243243 39.56756757],1
n6,1,0.011301,6.417377,[40 10] ; [35 26],[33.78378378 16.21621622] ; [41.21621622 19.78378378],0
s3,1,0.024418,5.064702,[27 23] ; [20 41],[21.17117117 28.82882883] ; [25.82882883 35.17117117],0
u1,1,0.027934,4.832139,[13 38] ; [ 6 55],[ 8.65178571 42.34821429] ; [10.34821429 50.65178571],0
p11,1,0.036875,4.356156,[31 20] ; [25 36],[25.5 25.5] ; [30.5 30.5],0
s6,1,0.050252,3.833044,[29 21] ; [24 37],[23.87387387 26.12612613] ; [29.12612613 31.87387387],0
s4,1,0.063612,3.440627,[10 39] ; [ 5 56],[ 6.68181818 42.31818182] ; [ 8.31818182 52.68181818],0
a3,1,0.068372,3.321668,[29 22] ; [44 16],[33.54054054 17.45945946] ; [39.45945946 20.54054054],0
r2,1,0.083722,2.991128,[48  3] ; [51 10],[45.08035714  5.91964286] ; [53.91964286  7.08035714],0
p1,1,0.086931,2.930311,[ 6 45] ; [ 2 58],[ 3.67567568 47.32432432] ; [ 4.32432432 55.67567568],0
p7,1,0.106388,2.607079,[26 24] ; [22 38],[21.81818182 28.18181818] ; [26.18181818 33.81818182],0
s2,1,0.109572,2.560389,[19 30] ; [15 46],[15.14545455 33.85454545] ; [18.85454545 42.14545455],0
s7,1,0.110279,2.550222,[19 31] ; [13 42],[15.23809524 34.76190476] ; [16.76190476 38.23809524],0
u2,1,0.111126,2.538131,[ 8 14] ; [10  6],[10.42105263 11.57894737] ; [7.57894737 8.42105263],0
s8,1,0.13943,2.184234,[14 36] ; [10 51],[10.81081081 39.18918919] ; [13.18918919 47.81081081],0
r4,1,0.143883,2.135935,[42  9] ; [43 18],[38.70535714 12.29464286] ; [46.29464286 14.70535714],0
d3,1,0.150737,2.06478,[39 12] ; [39 22],[35.51785714 15.48214286] ; [42.48214286 18.51785714],0
a5,1,0.162464,1.951143,[35 16] ; [34 27],[31.41964286 19.58035714] ; [37.58035714 23.41964286],0
d5,1,0.17567,1.833884,[43  8] ; [45 16],[40.07142857 10.92857143] ; [47.92857143 13.07142857],0
a8,1,0.17607,1.830488,[ 2 42] ; [ 7 50],[ 3.92079208 40.07920792] ; [ 5.07920792 51.92079208],0
s5,1,0.207152,1.59122,[ 9 40] ; [ 6 54],[ 6.74311927 42.25688073] ; [ 8.25688073 51.74311927],0
p6,1,0.209289,1.576336,[13 36] ; [10 50],[10.33944954 38.66055046] ; [12.66055046 47.33944954],0
v4,1,0.215206,1.536055,[46  5] ; [50 11],[43.71428571  7.28571429] ; [52.28571429  8.71428571],0
d4,1,0.236047,1.40405,[39 12] ; [52  9],[41.4375  9.5625] ; [49.5625 11.4375],0
v1,1,0.269981,1.216843,[21 30] ; [19 42],[18.21428571 32.78571429] ; [21.78571429 39.21428571],0
n5,1,0.273313,1.200043,[32 19] ; [32 29],[29.14285714 21.85714286] ; [34.85714286 26.14285714],0
n2,1,0.288256,1.127751,[12  5] ; [13 11],[10.36585366  6.63414634] ; [14.63414634  9.36585366],0
n3,1,0.300299,1.072866,[13  5] ; [13 10],[11.41463415  6.58536585] ; [14.58536585  8.41463415],0
d1,1,0.308171,1.038499,[30 21] ; [30 31],[27.32142857 23.67857143] ; [32.67857143 28.32142857],0
d2,1,0.342773,0.900032,[28 23] ; [28 33],[25.5 25.5] ; [30.5 30.5],0
n1,1,0.349898,0.873828,[ 6 12] ; [11 12],[ 7.46341463 10.53658537] ; [ 9.53658537 13.46341463],0
v2,1,0.382114,0.763889,[25 25] ; [25 35],[22.72727273 27.27272727] ; [27.27272727 32.72727273],0
a6,1,0.411498,0.674468,[34 17] ; [45 16],[35.97321429 15.02678571] ; [43.02678571 17.97321429],0
r3,1,0.430191,0.622308,[46  5] ; [52  9],[44.625  6.375] ; [53.375  7.625],0
u3,1,0.522387,0.409178,[12 10] ; [11  6],[12.97435897  9.02564103] ; [10.02564103  6.97435897],0
a2,1,0.565768,0.329816,[11 40] ; [16 45],[12.29464286 38.70535714] ; [14.70535714 46.29464286],0
v3,1,0.569005,0.324351,[17 34] ; [17 43],[15.62162162 35.37837838] ; [18.37837838 41.62162162],0
b2,1,0.57948,0.307076,[11 28] ; [10 19],[12.04411765 26.95588235] ; [ 8.95588235 20.04411765],0
b3,1,0.57948,0.307076,[11 28] ; [10 19],[12.04411765 26.95588235] ; [ 8.95588235 20.04411765],0
a1,1,0.635771,0.224316,[ 3 48] ; [ 5 56],[ 3.64285714 47.35714286] ; [ 4.35714286 56.64285714],0
a4,1,0.659274,0.194407,[18 33] ; [24 37],[19.125 31.875] ; [22.875 38.125],0
p10,1,0.707763,0.140521,[15 36] ; [16 45],[14.11607143 36.88392857] ; [16.88392857 44.11607143],0
r1,1,0.754363,0.097902,[38 13] ; [47 14],[38.70535714 12.29464286] ; [46.29464286 14.70535714],0
b4,1,0.7557,0.096803,[32 19] ; [40 21],[32.78571429 18.21428571] ; [39.21428571 21.78571429],0
s1,1,0.865472,0.028701,[ 3 48] ; [ 4 56],[ 3.21621622 47.78378378] ; [ 3.78378378 56.21621622],0
b1,1,0.904859,0.014286,[29 22] ; [34 27],[28.6875 22.3125] ; [34.3125 26.6875],0
b5,1,0.932377,0.0072,[33 18] ; [39 22],[32.78571429 18.21428571] ; [39.21428571 21.78571429],0
n4,1,0.951175,0.003749,[34 17] ; [41 20],[34.15178571 16.84821429] ; [40.84821429 20.15178571],0
