Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,1e-06,24.620804,[17 55] ; [186 147],[36.08888889 35.91111111] ; [166.91111111 166.08888889],1
p3,1,7e-06,20.156382,[30 42] ; [233 102],[46.52579853 25.47420147] ; [216.47420147 118.52579853],1
p11,1,0.000372,12.66909,[54 19] ; [300  35],[63.33823529  9.66176471] ; [290.66176471  44.33823529],1
s5,1,0.000546,11.951495,[14 53] ; [140 181],[26.59278351 40.40721649] ; [127.40721649 193.59278351],1
p4,1,0.000581,11.836504,[43 30] ; [262  73],[54.57107843 18.42892157] ; [250.42892157  84.57107843],1
d5,1,0.004914,7.910782,[50 23] ; [277  57],[58.65110565 14.34889435] ; [268.34889435  65.65110565],0
r4,1,0.007235,7.213681,[63 10] ; [318  17],[68.16911765  4.83088235] ; [312.83088235  22.16911765],0
p2,1,0.008061,7.019898,[62 11] ; [314  20],[67.43980344  5.56019656] ; [308.56019656  25.43980344],0
a3,1,0.011605,6.370163,[43 29] ; [248  85],[51.73333333 20.26666667] ; [239.26666667  93.73333333],0
r3,1,0.018484,5.549694,[66  7] ; [321  11],[69.75555556  3.24444444] ; [317.24444444  14.75555556],0
r2,1,0.01921,5.482284,[66  7] ; [319  11],[69.73945409  3.26054591] ; [315.26054591  14.73945409],0
p10,1,0.02141,5.293104,[58 14] ; [301  33],[63.66502463  8.33497537] ; [295.33497537  38.66502463],0
s8,1,0.044775,4.02708,[28 43] ; [175 158],[35.67574257 35.32425743] ; [167.32425743 165.67574257],0
v3,1,0.046777,3.953394,[24 48] ; [151 176],[31.57894737 40.42105263] ; [143.42105263 183.57894737],0
s7,1,0.048749,3.883979,[31 39] ; [182 136],[38.42783505 31.57216495] ; [174.57216495 143.42783505],0
n3,1,0.05293,3.74613,[10  9] ; [39 12],[13.3  5.7] ; [35.7 15.3],0
s6,1,0.066935,3.356616,[43 27] ; [234  89],[49.33842239 20.66157761] ; [227.66157761  95.33842239],0
r1,1,0.08725,2.924386,[55 18] ; [279  54],[60.05418719 12.94581281] ; [273.94581281  59.05418719],0
v2,1,0.089893,2.876285,[35 36] ; [197 130],[41.38693467 29.61306533] ; [190.61306533 136.38693467],0
a1,1,0.093116,2.819656,[ 1 72] ; [ 21 314],[ 3.93627451 69.06372549] ; [ 18.06372549 316.93627451],0
u2,1,0.125661,2.345309,[19 11] ; [41 46],[15.38461538 14.61538462] ; [44.61538462 42.38461538],0
v1,1,0.129777,2.295176,[37 34] ; [204 126],[42.67082294 28.32917706] ; [198.32917706 131.67082294],0
n1,1,0.140194,2.175831,[10  9] ; [17 34],[ 7.32857143 11.67142857] ; [19.67142857 31.32857143],0
s1,1,0.158183,1.99151,[ 4 69] ; [  8 326],[ 2.15233415 70.84766585] ; [  9.84766585 324.15233415],0
d3,1,0.163833,1.938487,[47 26] ; [243  92],[51.8872549 21.1127451] ; [238.1127451  96.8872549],0
d4,1,0.211445,1.561505,[58 15] ; [285  49],[61.52088452 11.47911548] ; [281.47911548  52.52088452],0
b2,1,0.216886,1.524858,[12 29] ; [ 81 124],[15.5 25.5] ; [ 77.5 127.5],0
b3,1,0.216886,1.524858,[12 29] ; [ 81 124],[15.5 25.5] ; [ 77.5 127.5],0
d1,1,0.217216,1.522666,[41 32] ; [214 121],[45.625 27.375] ; [209.375 125.625],0
s4,1,0.242708,1.364796,[ 9 63] ; [ 60 269],[12.38902743 59.61097257] ; [ 56.61097257 272.38902743],0
s3,1,0.290689,1.116429,[36 34] ; [193 138],[39.97506234 30.02493766] ; [189.02493766 141.97506234],0
s2,1,0.292361,1.108717,[33 37] ; [180 153],[36.99751861 33.00248139] ; [176.00248139 156.99751861],0
p5,1,0.331582,0.942711,[11 62] ; [ 67 268],[13.95588235 59.04411765] ; [ 64.04411765 270.95588235],0
v4,1,0.415851,0.662011,[70  3] ; [325   8],[71.02216749  1.97783251] ; [323.97783251   9.02216749],0
b5,1,0.421138,0.647138,[43 30] ; [180 155],[39.8995098 33.1004902] ; [183.1004902 151.8995098],0
u1,1,0.487282,0.482522,[11 62] ; [ 62 273],[13.06127451 59.93872549] ; [ 59.93872549 275.06127451],0
a6,1,0.492705,0.470615,[45 28] ; [220 114],[47.53071253 25.46928747] ; [217.46928747 116.53071253],0
u4,1,0.517354,0.419165,[ 3 70] ; [  9 325],[ 2.15233415 70.84766585] ; [  9.84766585 324.15233415],0
p9,1,0.521159,0.411598,[64  8] ; [304  29],[65.42222222  6.57777778] ; [302.57777778  30.42222222],0
n4,1,0.582205,0.302683,[60 13] ; [284  51],[61.54901961 11.45098039] ; [282.45098039  52.54901961],0
a5,1,0.59396,0.284202,[55 18] ; [262  73],[56.71813725 16.28186275] ; [260.28186275  74.71813725],0
a8,1,0.640943,0.21751,[ 9 54] ; [ 51 255],[10.24390244 52.75609756] ; [ 49.75609756 256.24390244],0
n2,1,0.644891,0.212402,[14  5] ; [41 11],[14.71830986  4.28169014] ; [40.28169014 11.71830986],0
a4,1,0.648124,0.208274,[30 42] ; [149 185],[31.74384236 40.25615764] ; [147.25615764 186.74384236],0
d2,1,0.66449,0.188115,[38 35] ; [165 170],[36.32107843 36.67892157] ; [166.67892157 168.32107843],0
p12,1,0.684934,0.164624,[ 7 65] ; [ 38 296],[ 7.98029557 64.01970443] ; [ 37.01970443 296.98029557],0
p1,1,0.746184,0.104766,[10 63] ; [ 41 292],[ 9.16995074 63.83004926] ; [ 41.83004926 291.16995074],0
b4,1,0.80321,0.062098,[43 30] ; [192 143],[42.04656863 30.95343137] ; [192.95343137 142.04656863],0
n5,1,0.845396,0.038023,[61 12] ; [283  52],[61.54901961 11.45098039] ; [282.45098039  52.54901961],0
u3,1,0.879071,0.023149,[16 14] ; [45 42],[15.64102564 14.35897436] ; [45.35897436 41.64102564],0
a2,1,0.886749,0.020283,[16 57] ; [ 76 259],[16.46078431 56.53921569] ; [ 75.53921569 259.46078431],0
a7,1,0.955144,0.003164,[54 19] ; [246  88],[53.80835381 19.19164619] ; [246.19164619  87.80835381],0
b1,1,0.996338,2.1e-05,[27 46] ; [124 211],[27.01715686 45.98284314] ; [123.98284314 211.01715686],0
