Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s4,1,0.006697,7.352431,[ 3 29] ; [2 1],[ 4.57142857 27.42857143] ; [0.42857143 2.57142857],0
s8,1,0.109096,2.567274,[ 2 30] ; [1 2],[ 2.74285714 29.25714286] ; [0.25714286 2.74285714],0
s1,1,0.109096,2.567274,[ 2 30] ; [1 2],[ 2.74285714 29.25714286] ; [0.25714286 2.74285714],0
p6,1,0.109096,2.567274,[ 2 30] ; [1 2],[ 2.74285714 29.25714286] ; [0.25714286 2.74285714],0
s7,1,0.178133,1.81313,[ 4 25] ; [1 1],[ 4.67741935 24.32258065] ; [0.32258065 1.67741935],0
p10,1,0.183363,1.770156,[ 9 22] ; [2 1],[10.02941176 20.97058824] ; [0.97058824 2.02941176],0
v1,1,0.21656,1.527023,[10 22] ; [2 1],[10.97142857 21.02857143] ; [1.02857143 1.97142857],0
p2,1,0.21656,1.527023,[10 22] ; [2 1],[10.97142857 21.02857143] ; [1.02857143 1.97142857],0
p8,1,0.340062,0.910197,[ 4 27] ; [1 2],[ 4.55882353 26.44117647] ; [0.44117647 2.55882353],0
a3,1,0.347479,0.882642,[19 12] ; [1 2],[18.23529412 12.76470588] ; [1.76470588 1.23529412],0
p9,1,0.347479,0.882642,[12 19] ; [2 1],[12.76470588 18.23529412] ; [1.23529412 1.76470588],0
n5,1,0.38347,0.759549,[19 13] ; [1 2],[18.28571429 13.71428571] ; [1.71428571 1.28571429],0
v4,1,0.38347,0.759549,[13 19] ; [2 1],[13.71428571 18.28571429] ; [1.28571429 1.71428571],0
d3,1,0.38347,0.759549,[13 19] ; [2 1],[13.71428571 18.28571429] ; [1.28571429 1.71428571],0
p3,1,0.436471,0.605544,[ 5 27] ; [1 2],[ 5.48571429 26.51428571] ; [0.51428571 2.48571429],0
n4,1,0.446134,0.580455,[18 14] ; [1 2],[17.37142857 14.62857143] ; [1.62857143 1.37142857],0
b4,1,0.446134,0.580455,[18 14] ; [1 2],[17.37142857 14.62857143] ; [1.62857143 1.37142857],0
d5,1,0.511933,0.430113,[17 15] ; [1 2],[16.45714286 15.54285714] ; [1.54285714 1.45714286],0
p11,1,0.545972,0.364583,[ 6 26] ; [1 2],[ 6.4 25.6] ; [0.6 2.4],0
v3,1,0.545972,0.364583,[ 6 26] ; [1 2],[ 6.4 25.6] ; [0.6 2.4],0
a7,1,0.580758,0.305011,[16 16] ; [1 2],[15.54285714 16.45714286] ; [1.45714286 1.54285714],0
d4,1,0.580758,0.305011,[16 16] ; [2 1],[16.45714286 15.54285714] ; [1.54285714 1.45714286],0
a5,1,0.727383,0.121528,[14 18] ; [1 2],[13.71428571 18.28571429] ; [1.28571429 1.71428571],0
a4,1,0.727383,0.121528,[14 18] ; [1 2],[13.71428571 18.28571429] ; [1.28571429 1.71428571],0
b5,1,0.805293,0.060764,[13 19] ; [1 2],[12.8 19.2] ; [1.2 1.8],0
d2,1,0.805293,0.060764,[13 19] ; [1 2],[12.8 19.2] ; [1.2 1.8],0
r1,1,0.848572,0.036458,[ 9 23] ; [1 2],[ 9.14285714 22.85714286] ; [0.85714286 2.14285714],0
d1,1,0.848572,0.036458,[ 9 23] ; [1 2],[ 9.14285714 22.85714286] ; [0.85714286 2.14285714],0
n2,1,0.866815,0.028125,[7 9] ; [1 1],[7.11111111 8.88888889] ; [0.88888889 1.11111111],0
u2,1,0.919154,0.010302,[6 7] ; [1 1],[6.06666667 6.93333333] ; [0.93333333 1.06666667],0
b1,1,0.971007,0.001321,[21 11] ; [2 1],[21.02857143 10.97142857] ; [1.97142857 1.02857143],0
n1,1,1.0,0.0,[8 8] ; [1 1],[8. 8.] ; [1. 1.],0
