Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a7,1,0.038214,4.295455,[1 5] ; [10  5],[3.14285714 2.85714286] ; [7.85714286 7.14285714],0
d2,1,0.074716,3.17625,[3 3] ; [ 2 13],[1.42857143 4.57142857] ; [ 3.57142857 11.42857143],0
p3,1,0.088158,2.907692,[4 2] ; [ 4 11],[2.28571429 3.71428571] ; [5.71428571 9.28571429],0
s3,1,0.109984,2.554444,[2 2] ; [ 2 13],[0.84210526 3.15789474] ; [ 3.15789474 11.84210526],0
v4,1,0.163187,1.944444,[2 4] ; [10  5],[3.42857143 2.57142857] ; [8.57142857 6.42857143],0
b3,1,0.200751,1.636905,[2 2] ; [1 6],[1.09090909 2.90909091] ; [1.90909091 5.09090909],0
b2,1,0.200751,1.636905,[2 2] ; [1 6],[1.09090909 2.90909091] ; [1.90909091 5.09090909],0
r1,1,0.200933,1.635577,[1 5] ; [7 8],[2.28571429 3.71428571] ; [5.71428571 9.28571429],0
s4,1,0.291699,1.111765,[2 4] ; [ 2 13],[1.14285714 4.85714286] ; [ 2.85714286 12.14285714],0
s2,1,0.291699,1.111765,[2 4] ; [ 2 13],[1.14285714 4.85714286] ; [ 2.85714286 12.14285714],0
p8,1,0.305507,1.05,[1 5] ; [6 9],[2. 4.] ; [ 5. 10.],0
b1,1,0.305507,1.05,[5 1] ; [9 6],[4. 2.] ; [10.  5.],0
p11,1,0.305507,1.05,[1 5] ; [6 9],[2. 4.] ; [ 5. 10.],0
d1,1,0.305507,1.05,[3 3] ; [ 4 11],[2. 4.] ; [ 5. 10.],0
a4,1,0.305507,1.05,[3 3] ; [ 4 11],[2. 4.] ; [ 5. 10.],0
p10,1,0.407094,0.687273,[2 4] ; [8 7],[2.85714286 3.14285714] ; [7.14285714 7.85714286],0
p9,1,0.407094,0.687273,[2 4] ; [8 7],[2.85714286 3.14285714] ; [7.14285714 7.85714286],0
a6,1,0.445009,0.583333,[1 5] ; [ 5 10],[1.71428571 4.28571429] ; [ 4.28571429 10.71428571],0
a5,1,0.477395,0.504808,[3 3] ; [ 5 10],[2.28571429 3.71428571] ; [5.71428571 9.28571429],0
s5,1,0.480659,0.497368,[1 5] ; [ 1 14],[0.57142857 5.42857143] ; [ 1.42857143 13.57142857],0
s1,1,0.480659,0.497368,[1 5] ; [ 1 14],[0.57142857 5.42857143] ; [ 1.42857143 13.57142857],0
p1,1,0.480659,0.497368,[1 5] ; [ 1 14],[0.57142857 5.42857143] ; [ 1.42857143 13.57142857],0
d4,1,0.516937,0.42,[4 2] ; [12  3],[4.57142857 1.42857143] ; [11.42857143  3.57142857],0
d5,1,0.576999,0.311111,[4 2] ; [8 7],[3.42857143 2.57142857] ; [8.57142857 6.42857143],0
v3,1,0.626928,0.23625,[1 5] ; [ 4 11],[1.42857143 4.57142857] ; [ 3.57142857 11.42857143],0
n3,1,0.635256,0.225,[2 1] ; [3 3],[1.66666667 1.33333333] ; [3.33333333 2.66666667],0
a3,1,0.675706,0.175,[3 3] ; [9 6],[3.42857143 2.57142857] ; [8.57142857 6.42857143],0
b5,1,0.675706,0.175,[3 3] ; [9 6],[3.42857143 2.57142857] ; [8.57142857 6.42857143],0
p7,1,0.690328,0.15873,[2 4] ; [6 8],[2.4 3.6] ; [5.6 8.4],0
n6,1,0.759982,0.093333,[2 4] ; [ 4 11],[1.71428571 4.28571429] ; [ 4.28571429 10.71428571],0
p4,1,0.759982,0.093333,[2 4] ; [ 4 11],[1.71428571 4.28571429] ; [ 4.28571429 10.71428571],0
v1,1,0.776258,0.080769,[2 4] ; [6 9],[2.28571429 3.71428571] ; [5.71428571 9.28571429],0
b4,1,0.776258,0.080769,[4 2] ; [9 6],[3.71428571 2.28571429] ; [9.28571429 5.71428571],0
p2,1,0.890106,0.019091,[3 3] ; [8 7],[3.14285714 2.85714286] ; [7.85714286 7.14285714],0
r2,1,1.0,0.0,[3 2] ; [9 6],[3. 2.] ; [9. 6.],0
u2,1,1.0,0.0,[2 1] ; [4 2],[2. 1.] ; [4. 2.],0
n1,1,1.0,0.0,[1 2] ; [2 4],[1. 2.] ; [2. 4.],0
d3,1,1.0,0.0,[4 2] ; [10  5],[4. 2.] ; [10.  5.],0
