Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n1,1,0.01269,6.211802,[28 17] ; [ 3 10],[24.05172414 20.94827586] ; [6.94827586 6.05172414],0
s4,1,0.033538,4.518126,[ 16 108] ; [ 7 16],[ 19.40136054 104.59863946] ; [ 3.59863946 19.40136054],0
d3,1,0.036462,4.375376,[80 44] ; [ 9 13],[75.5890411 48.4109589] ; [13.4109589  8.5890411],0
p3,1,0.042397,4.119294,[49 75] ; [ 4 19],[44.70748299 79.29251701] ; [ 8.29251701 14.70748299],0
n6,1,0.060337,3.528103,[98 26] ; [14  9],[94.47619048 29.52380952] ; [17.52380952  5.47619048],0
s5,1,0.064164,3.426353,[38 80] ; [ 3 20],[34.31205674 83.68794326] ; [ 6.68794326 16.31205674],0
d1,1,0.06696,3.356012,[64 61] ; [ 7 16],[59.96621622 65.03378378] ; [11.03378378 11.96621622],0
v3,1,0.069834,3.286909,[45 77] ; [ 4 19],[41.22758621 80.77241379] ; [ 7.77241379 15.22758621],0
u1,1,0.069858,3.286364,[ 25 100] ; [ 1 22],[ 21.95945946 103.04054054] ; [ 4.04054054 18.95945946],0
s6,1,0.09808,2.736483,[75 46] ; [10 13],[71.42361111 49.57638889] ; [13.57638889  9.42361111],0
s7,1,0.112927,2.512774,[57 59] ; [ 6 14],[53.73529412 62.26470588] ; [ 9.26470588 10.73529412],0
r4,1,0.130088,2.291455,[95 30] ; [14  9],[92.06081081 32.93918919] ; [16.93918919  6.06081081],0
p6,1,0.132549,2.262398,[42 80] ; [ 4 18],[38.97222222 83.02777778] ; [ 7.02777778 14.97222222],0
r3,1,0.166887,1.910685,[96 28] ; [14  8],[93.42465753 30.57534247] ; [16.57534247  5.42465753],0
r2,1,0.170845,1.875514,[112  10] ; [19  4],[110.22068966  11.77931034] ; [20.77931034  2.22068966],0
a3,1,0.216473,1.527598,[85 37] ; [13 10],[82.45517241 39.54482759] ; [15.54482759  7.45517241],0
s8,1,0.221563,1.494221,[49 75] ; [ 6 17],[46.39455782 77.60544218] ; [ 8.60544218 14.39455782],0
d2,1,0.227216,1.458207,[65 58] ; [ 9 14],[62.34246575 60.65753425] ; [11.65753425 11.34246575],0
u3,1,0.254451,1.298701,[16 24] ; [6 4],[17.6 22.4] ; [4.4 5.6],0
a6,1,0.25782,1.280424,[75 49] ; [11 12],[72.54421769 51.45578231] ; [13.45578231  9.54421769],0
p4,1,0.273851,1.197353,[58 65] ; [ 8 15],[55.60273973 67.39726027] ; [10.39726027 12.60273973],0
p1,1,0.316969,1.001413,[ 14 111] ; [ 1 22],[ 12.66891892 112.33108108] ; [ 2.33108108 20.66891892],0
v4,1,0.319372,0.991517,[103  22] ; [20  2],[104.59183673  20.40816327] ; [18.40816327  3.59183673],0
p10,1,0.335425,0.927838,[69 53] ; [10 12],[66.93055556 55.06944444] ; [12.06944444  9.93055556],0
v2,1,0.342858,0.899715,[52 70] ; [ 7 15],[49.98611111 72.01388889] ; [ 9.01388889 12.98611111],0
a1,1,0.362045,0.830787,[ 13 112] ; [ 1 22],[ 11.82432432 113.17567568] ; [ 2.17567568 20.82432432],0
p8,1,0.362313,0.829862,[42 82] ; [ 5 16],[40.19310345 83.80689655] ; [ 6.80689655 14.19310345],0
d5,1,0.374333,0.789231,[92 32] ; [15  8],[90.2585034 33.7414966] ; [16.7414966  6.2585034],0
p2,1,0.376126,0.783325,[82 42] ; [13 10],[80.13605442 43.86394558] ; [14.86394558  8.13605442],0
d4,1,0.393056,0.729467,[90 34] ; [14  8],[88.32876712 35.67123288] ; [15.67123288  6.32876712],0
a5,1,0.403971,0.696475,[82 43] ; [13 10],[80.23648649 44.76351351] ; [14.76351351  8.23648649],0
a2,1,0.442217,0.590523,[31 94] ; [ 4 19],[29.56081081 95.43918919] ; [ 5.43918919 17.56081081],0
