Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,41.718021,[25 41] ; [138  32],[45.58474576 20.41525424] ; [117.41525424  52.58474576],1
a6,1,0.0,30.444222,[28 38] ; [135  35],[45.58474576 20.41525424] ; [117.41525424  52.58474576],1
a2,1,0.000173,14.105558,[ 3 63] ; [ 45 125],[13.42372881 52.57627119] ; [ 34.57627119 135.42372881],1
p10,1,0.006794,7.326683,[39 27] ; [129  39],[47.38461538 18.61538462] ; [120.61538462  47.38461538],0
p9,1,0.009217,6.780286,[39 27] ; [128  40],[47.1025641 18.8974359] ; [119.8974359  48.1025641],0
b5,1,0.016628,5.735198,[27 39] ; [99 71],[35.23728814 30.76271186] ; [90.76271186 79.23728814],0
d5,1,0.016754,5.721913,[43 23] ; [136  34],[50.05932203 15.94067797] ; [128.94067797  41.05932203],0
s1,1,0.028279,4.810988,[ 5 61] ; [  3 165],[ 2.25641026 63.74358974] ; [  5.74358974 162.25641026],0
d1,1,0.028648,4.788631,[30 36] ; [104  66],[37.47457627 28.52542373] ; [96.52542373 73.47457627],0
v4,1,0.035228,4.434066,[56  8] ; [162   8],[59.62393162  4.37606838] ; [158.37606838  11.62393162],0
p4,1,0.049789,3.848561,[23 41] ; [85 84],[29.66523605 34.33476395] ; [78.33476395 90.66523605],0
s5,1,0.066368,3.370643,[13 52] ; [ 18 148],[ 8.72294372 56.27705628] ; [ 22.27705628 143.72294372],0
p6,1,0.066683,3.36284,[11 54] ; [ 48 120],[16.45922747 48.54077253] ; [ 42.54077253 125.45922747],0
u1,1,0.085801,2.951445,[ 4 62] ; [ 24 146],[ 7.83050847 58.16949153] ; [ 20.16949153 149.83050847],0
b3,1,0.085896,2.94965,[21 23] ; [32 66],[16.42253521 27.57746479] ; [36.57746479 61.42253521],0
b2,1,0.085896,2.94965,[21 23] ; [32 66],[16.42253521 27.57746479] ; [36.57746479 61.42253521],0
p2,1,0.099614,2.711719,[47 19] ; [137  32],[51.67659574 14.32340426] ; [132.32340426  36.67659574],0
r3,1,0.10509,2.626553,[58  8] ; [160  10],[60.96610169  5.03389831] ; [157.03389831  12.96610169],0
p8,1,0.113135,2.50987,[26 40] ; [85 82],[31.44206009 34.55793991] ; [79.55793991 87.44206009],0
p3,1,0.114044,2.497269,[22 44] ; [75 93],[27.35897436 38.64102564] ; [69.64102564 98.35897436],0
r4,1,0.114615,2.489405,[56 10] ; [156  14],[59.28813559  6.71186441] ; [152.71186441  17.28813559],0
n4,1,0.252358,1.310204,[44 22] ; [126  44],[47.54237288 18.45762712] ; [122.45762712  47.54237288],0
r2,1,0.255923,1.290677,[58  6] ; [161   9],[59.8974359  4.1025641] ; [159.1025641  10.8974359],0
b4,1,0.271141,1.210965,[34 32] ; [101  69],[37.75423729 28.24576271] ; [97.24576271 72.75423729],0
p1,1,0.294482,1.099017,[ 2 64] ; [ 11 158],[ 3.65106383 62.34893617] ; [  9.34893617 159.65106383],0
d4,1,0.306793,1.044432,[51 14] ; [143  27],[53.65957447 11.34042553] ; [140.34042553  29.65957447],0
p12,1,0.315161,1.008925,[ 1 65] ; [  7 161],[ 2.25641026 63.74358974] ; [  5.74358974 162.25641026],0
a5,1,0.359574,0.839379,[45 21] ; [126  44],[47.8220339 18.1779661] ; [123.1779661  46.8220339],0
p7,1,0.366836,0.814354,[40 24] ; [94 74],[36.96551724 27.03448276] ; [97.03448276 70.96551724],0
s3,1,0.408137,0.684222,[20 46] ; [ 42 126],[17.48717949 48.51282051] ; [ 44.51282051 123.48717949],0
u2,1,0.416555,0.660015,[10  6] ; [27 26],[8.57971014 7.42028986] ; [28.42028986 24.57971014],0
n6,1,0.479097,0.500918,[46 19] ; [128  42],[48.12765957 16.87234043] ; [125.87234043  44.12765957],0
a3,1,0.485592,0.48628,[49 17] ; [117  51],[46.82051282 19.17948718] ; [119.17948718  48.82051282],0
u4,1,0.485665,0.486116,[ 1 65] ; [  1 169],[ 0.55932203 65.44067797] ; [  1.44067797 168.55932203],0
s4,1,0.505426,0.443525,[ 5 61] ; [  9 161],[ 3.91525424 62.08474576] ; [ 10.08474576 159.91525424],0
d2,1,0.515404,0.423081,[33 33] ; [77 93],[30.76271186 35.23728814] ; [79.23728814 90.76271186],0
p11,1,0.540425,0.374753,[50 16] ; [135  35],[51.73728814 14.26271186] ; [133.26271186  36.73728814],0
s2,1,0.592516,0.286433,[14 51] ; [ 31 137],[12.55364807 52.44635193] ; [ 32.44635193 135.55364807],0
s7,1,0.600723,0.273906,[16 44] ; [ 37 122],[14.52054795 45.47945205] ; [ 38.47945205 120.52054795],0
v2,1,0.705291,0.143026,[36 28] ; [95 66],[37.26222222 26.73777778] ; [93.73777778 67.26222222],0
a1,1,0.714523,0.133801,[ 3 63] ; [  6 164],[ 2.51694915 63.48305085] ; [  6.48305085 163.51694915],0
v3,1,0.715758,0.132593,[23 39] ; [64 97],[24.18834081 37.81165919] ; [62.81165919 98.18834081],0
a4,1,0.751334,0.100413,[28 38] ; [76 94],[29.08474576 36.91525424] ; [74.91525424 95.08474576],0
v1,1,0.757957,0.094965,[33 32] ; [82 87],[31.94444444 33.05555556] ; [83.05555556 85.94444444],0
a8,1,0.763084,0.090862,[ 6 55] ; [ 17 134],[ 6.61792453 54.38207547] ; [ 16.38207547 134.61792453],0
n5,1,0.773255,0.083013,[41 24] ; [110  59],[41.94444444 23.05555556] ; [109.05555556  59.94444444],0
p5,1,0.818282,0.052787,[ 3 62] ; [  9 159],[ 3.34763948 61.65236052] ; [  8.65236052 159.34763948],0
n2,1,0.903653,0.014653,[13  7] ; [26 15],[12.78688525  7.21311475] ; [26.21311475 14.78688525],0
s8,1,0.915537,0.011248,[14 52] ; [ 35 135],[13.70338983 52.29661017] ; [ 35.29661017 134.70338983],0
b1,1,0.935726,0.006503,[26 40] ; [ 66 104],[25.72881356 40.27118644] ; [ 66.27118644 103.72881356],0
n1,1,0.947478,0.004339,[ 7 13] ; [14 27],[ 6.8852459 13.1147541] ; [14.1147541 26.8852459],0
