Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,117.029415,[140 211] ; [259  61],[208.71684054 142.28315946] ; [190.28315946 129.71684054],1
p4,1,0.0,76.13922,[140 216] ; [236  89],[196.55800294 159.44199706] ; [179.44199706 145.55800294],1
p2,1,0.0,57.551218,[247 110] ; [301  25],[286.4363104  70.5636896] ; [261.5636896  64.4363104],1
p3,1,0.0,49.177503,[116 240] ; [194 133],[161.58125915 194.41874085] ; [148.41874085 178.58125915],1
p6,1,0.0,41.552552,[ 79 274] ; [148 175],[118.53698225 234.46301775] ; [108.46301775 214.53698225],1
p11,1,0.0,31.011308,[238 119] ; [278  49],[269.31578947  87.68421053] ; [246.68421053  80.31578947],1
p10,1,0.0,25.751363,[248 107] ; [279  45],[275.53019146  79.46980854] ; [251.46980854  72.53019146],1
r4,1,5e-06,20.759222,[293  64] ; [306  21],[312.63596491  44.36403509] ; [286.36403509  40.63596491],1
v1,1,0.000101,15.123818,[151 195] ; [189 133],[176.10778443 169.89221557] ; [163.89221557 158.10778443],1
p9,1,0.000144,14.455608,[265  86] ; [281  42],[284.34124629  66.65875371] ; [261.65875371  61.34124629],1
n5,1,0.000214,13.705682,[224 129] ; [248  76],[246.10930576 106.89069424] ; [225.89069424  98.10930576],1
v4,1,0.000365,12.702132,[320  35] ; [316  10],[331.54185022  23.45814978] ; [304.45814978  21.54185022],1
n6,1,0.000669,11.5748,[271  83] ; [281  43],[288.21238938  65.78761062] ; [263.78761062  60.21238938],1
s8,1,0.001318,10.316965,[126 230] ; [154 170],[146.58823529 209.41176471] ; [133.41176471 190.58823529],0
r1,1,0.002084,9.474171,[270  86] ; [277  48],[285.95007342  70.04992658] ; [261.04992658  63.95007342],0
d3,1,0.023903,5.101658,[261  96] ; [263  64],[273.49122807  83.50877193] ; [250.50877193  76.49122807],0
a5,1,0.024204,5.079948,[255 102] ; [258  69],[267.75  89.25] ; [245.25  81.75],0
r2,1,0.037181,4.34211,[321  29] ; [308  14],[327.60416667  22.39583333] ; [301.39583333  20.60416667],0
r3,1,0.03939,4.243974,[330  26] ; [314  12],[336.16422287  19.83577713] ; [307.83577713  18.16422287],0
s6,1,0.039746,4.228681,[215 139] ; [218 101],[227.75928678 126.24071322] ; [205.24071322 113.75928678],0
d1,1,0.046019,3.980897,[230 127] ; [234  93],[242.1754386 114.8245614] ; [221.8245614 105.1754386],0
a4,1,0.049795,3.848333,[184 172] ; [144 182],[171.21407625 184.78592375] ; [156.78592375 169.21407625],0
n2,1,0.066729,3.361715,[77 40] ; [40 10],[81.97005988 35.02994012] ; [35.02994012 14.97005988],0
a8,1,0.081126,3.042197,[ 37 293] ; [ 47 247],[ 44.42307692 285.57692308] ; [ 39.57692308 254.42307692],0
u1,1,0.096897,2.755885,[ 78 279] ; [ 55 272],[ 69.41666667 287.58333333] ; [ 63.58333333 263.41666667],0
v2,1,0.097549,2.745164,[184 158] ; [192 127],[194.54160363 147.45839637] ; [181.45839637 137.54160363],0
s1,1,0.101813,2.676916,[ 14 338] ; [  6 319],[ 10.39881832 341.60118168] ; [  9.60118168 315.39881832],0
b5,1,0.126047,2.340527,[231 126] ; [193 134],[221.29824561 135.70175439] ; [202.70175439 124.29824561],0
v3,1,0.135818,2.224712,[116 225] ; [126 192],[125.22306525 215.77693475] ; [116.77693475 201.22306525],0
a2,1,0.154047,2.031712,[100 257] ; [ 76 251],[ 91.85964912 265.14035088] ; [ 84.14035088 242.85964912],0
n4,1,0.161958,1.95585,[254 102] ; [248  78],[262.04105572  93.95894428] ; [239.95894428  86.04105572],0
d5,1,0.172371,1.862204,[304  53] ; [290  37],[310.02631579  46.97368421] ; [283.97368421  43.02631579],0
s7,1,0.189541,1.721185,[147 194] ; [150 161],[155.33282209 185.66717791] ; [141.66717791 169.33282209],0
b1,1,0.253341,1.304788,[144 213] ; [118 209],[136.74561404 220.25438596] ; [125.25438596 201.74561404],0
s3,1,0.262232,1.256937,[186 166] ; [184 138],[193.23442136 158.76557864] ; [176.76557864 145.23442136],0
a1,1,0.299362,1.077035,[ 19 338] ; [ 12 315],[ 16.17982456 340.82017544] ; [ 14.82017544 312.17982456],0
b2,1,0.29958,1.076065,[ 85 127] ; [ 67 124],[ 79.96029777 132.03970223] ; [ 72.03970223 118.96029777],0
b3,1,0.29958,1.076065,[ 85 127] ; [ 67 124],[ 79.96029777 132.03970223] ; [ 72.03970223 118.96029777],0
a7,1,0.343508,0.897295,[258  99] ; [246  80],[263.43777452  93.56222548] ; [240.56222548  85.43777452],0
s2,1,0.349123,0.876641,[173 181] ; [170 154],[179.08849558 174.91150442] ; [163.91150442 160.08849558],0
s5,1,0.390553,0.73722,[102 239] ; [105 213],[107.11229135 233.88770865] ; [ 99.88770865 218.11229135],0
b4,1,0.433967,0.612182,[219 138] ; [191 136],[213.99122807 143.00877193] ; [196.00877193 130.99122807],0
u4,1,0.659857,0.193697,[  6 351] ; [  7 320],[  6.78508772 350.21491228] ; [  6.21491228 320.78508772],0
a6,1,0.699543,0.148948,[248 109] ; [222 104],[245.66617862 111.33382138] ; [224.33382138 101.66617862],0
u2,1,0.712615,0.135679,[57 37] ; [51 37],[55.78021978 38.21978022] ; [52.21978022 35.78021978],0
a3,1,0.754231,0.09801,[258  98] ; [239  86],[259.81204112  96.18795888] ; [237.18795888  87.81204112],0
s4,1,0.878964,0.02319,[ 60 294] ; [ 56 266],[ 60.74556213 293.25443787] ; [ 55.25443787 266.74556213],0
n3,1,0.898003,0.016431,[80 37] ; [34 15],[80.34939759 36.65060241] ; [33.65060241 15.34939759],0
p1,1,0.900172,0.015736,[ 19 337] ; [ 18 306],[ 19.37058824 336.62941176] ; [ 17.62941176 306.37058824],0
p12,1,0.91478,0.011451,[ 19 336] ; [ 18 307],[ 19.31617647 335.68382353] ; [ 17.68382353 307.31617647],0
