Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.001085,10.675841,[ 3 26] ; [11 10],[ 8.12 20.88] ; [ 5.88 15.12],0
p4,1,0.00214,9.425049,[ 8 21] ; [15  6],[13.34 15.66] ; [ 9.66 11.34],0
p11,1,0.003284,8.642435,[13 16] ; [18  3],[17.98 11.02] ; [13.02  7.98],0
u2,1,0.003966,8.299487,[ 6 12] ; [9 1],[9.64285714 8.35714286] ; [5.35714286 4.64285714],0
u3,1,0.006027,7.542088,[ 1 17] ; [5 5],[ 3.85714286 14.14285714] ; [2.14285714 7.85714286],0
d3,1,0.012592,6.225591,[ 9 20] ; [14  7],[13.34 15.66] ; [ 9.66 11.34],0
s7,1,0.01436,5.99335,[ 1 25] ; [ 6 14],[ 3.95652174 22.04347826] ; [ 3.04347826 16.95652174],0
d4,1,0.0188,5.520057,[14 15] ; [17  4],[17.98 11.02] ; [13.02  7.98],0
a6,1,0.019284,5.475559,[11 18] ; [15  6],[15.08 13.92] ; [10.92 10.08],0
v3,1,0.039076,4.257565,[ 2 27] ; [ 6 15],[ 4.64 24.36] ; [ 3.36 17.64],0
s8,1,0.039076,4.257565,[ 2 27] ; [ 6 15],[ 4.64 24.36] ; [ 3.36 17.64],0
s5,1,0.039076,4.257565,[ 2 27] ; [ 6 15],[ 4.64 24.36] ; [ 3.36 17.64],0
p10,1,0.069073,3.304905,[10 18] ; [13  8],[13.14285714 14.85714286] ; [ 9.85714286 11.14285714],0
p5,1,0.076547,3.136742,[ 1 27] ; [ 4 17],[ 2.85714286 25.14285714] ; [ 2.14285714 18.85714286],0
r4,1,0.097779,2.741399,[ 3 26] ; [ 6 15],[ 5.22 23.78] ; [ 3.78 17.22],0
v2,1,0.099739,2.709712,[ 7 21] ; [10 11],[ 9.71428571 18.28571429] ; [ 7.28571429 13.71428571],0
v4,1,0.1016,2.68024,[14 15] ; [15  6],[16.82 12.18] ; [12.18  8.82],0
p2,1,0.1016,2.68024,[14 15] ; [15  6],[16.82 12.18] ; [12.18  8.82],0
s3,1,0.107261,2.594118,[ 6 22] ; [ 9 12],[ 8.57142857 19.42857143] ; [ 6.42857143 14.57142857],0
v1,1,0.161365,1.961388,[ 7 22] ; [ 9 12],[ 9.28 19.72] ; [ 6.72 14.28],0
a1,1,0.16327,1.943671,[ 1 28] ; [ 3 18],[ 2.32 26.68] ; [ 1.68 19.32],0
p12,1,0.16327,1.943671,[ 1 28] ; [ 3 18],[ 2.32 26.68] ; [ 1.68 19.32],0
p8,1,0.187132,1.740057,[ 7 21] ; [ 9 12],[ 9.14285714 18.85714286] ; [ 6.85714286 14.14285714],0
s4,1,0.197258,1.662562,[ 4 25] ; [ 6 15],[ 5.8 23.2] ; [ 4.2 16.8],0
p7,1,0.205659,1.601727,[10 19] ; [11 10],[12.18 16.82] ; [ 8.82 12.18],0
b2,1,0.216358,1.528365,[ 7 13] ; [ 2 11],[ 5.45454545 14.54545455] ; [3.54545455 9.45454545],0
b3,1,0.216358,1.528365,[ 7 13] ; [ 2 11],[ 5.45454545 14.54545455] ; [3.54545455 9.45454545],0
r3,1,0.252943,1.306976,[17 11] ; [16  5],[18.85714286  9.14285714] ; [14.14285714  6.85714286],0
a4,1,0.262478,1.255641,[ 8 21] ; [ 3 18],[ 6.38 22.62] ; [ 4.62 16.38],0
a5,1,0.309657,1.032137,[11 18] ; [11 10],[12.76 16.24] ; [ 9.24 11.76],0
a3,1,0.309657,1.032137,[11 18] ; [11 10],[12.76 16.24] ; [ 9.24 11.76],0
d1,1,0.314419,1.01202,[ 6 23] ; [ 7 14],[ 7.54 21.46] ; [ 5.46 15.54],0
p3,1,0.324982,0.968791,[ 7 21] ; [ 8 13],[ 8.57142857 19.42857143] ; [ 6.42857143 14.57142857],0
n2,1,0.349575,0.875,[7 7] ; [5 2],[8. 6.] ; [4. 3.],0
d5,1,0.390008,0.738916,[13 16] ; [12  9],[14.5 14.5] ; [10.5 10.5],0
p9,1,0.434863,0.6098,[15 12] ; [14  7],[16.3125 10.6875] ; [12.6875  8.3125],0
a7,1,0.441074,0.593486,[12 17] ; [11 10],[13.34 15.66] ; [ 9.66 11.34],0
n4,1,0.474129,0.512337,[15 14] ; [13  8],[16.24 12.76] ; [11.76  9.24],0
n1,1,0.512691,0.428571,[ 4 10] ; [3 4],[4.66666667 9.33333333] ; [2.33333333 4.66666667],0
n6,1,0.562916,0.33468,[17 12] ; [14  7],[17.98 11.02] ; [13.02  7.98],0
b1,1,0.660877,0.192459,[17 12] ; [11 10],[16.24 12.76] ; [11.76  9.24],0
p6,1,0.69627,0.152381,[ 4 23] ; [ 4 17],[ 4.5 22.5] ; [ 3.5 17.5],0
b5,1,0.70436,0.143976,[15 14] ; [12  9],[15.66 13.34] ; [11.34  9.66],0
a8,1,0.704677,0.143652,[ 4 24] ; [ 2 17],[ 3.57446809 24.42553191] ; [ 2.42553191 16.57446809],0
n3,1,0.750679,0.100962,[9 5] ; [4 3],[8.66666667 5.33333333] ; [4.33333333 2.66666667],0
b4,1,0.774469,0.082102,[15 14] ; [10 11],[14.5 14.5] ; [10.5 10.5],0
n5,1,0.792816,0.068988,[19 10] ; [13  8],[18.56 10.44] ; [13.44  7.56],0
a2,1,0.815021,0.054735,[ 1 28] ; [ 1 20],[ 1.16 27.84] ; [ 0.84 20.16],0
d2,1,0.863445,0.029581,[ 9 20] ; [ 7 14],[ 9.28 19.72] ; [ 6.72 14.28],0
