Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,44.107856,[43 58] ; [320  99],[70.50576923 30.49423077] ; [292.49423077 126.50576923],1
n4,1,0.0,33.776506,[49 54] ; [321  98],[73.00766284 29.99233716] ; [296.99233716 122.00766284],1
p10,1,0.0,25.875444,[58 43] ; [339  78],[77.40733591 23.59266409] ; [319.59266409  97.40733591],1
r4,1,0.0,25.789507,[78 25] ; [390  30],[92.16826004 10.83173996] ; [375.83173996  44.16826004],1
p9,1,8e-06,19.957712,[65 36] ; [349  66],[81.03488372 19.96511628] ; [332.96511628  82.03488372],1
v4,1,5.1e-05,16.40108,[87 14] ; [405  15],[95.378119  5.621881] ; [396.621881  23.378119],1
p11,1,6.6e-05,15.929231,[61 42] ; [329  91],[76.80688337 26.19311663] ; [313.19311663 106.80688337],1
r3,1,9.7e-05,15.187853,[86 16] ; [399  20],[94.95201536  7.04798464] ; [390.04798464  28.95201536],1
a5,1,0.000219,13.660476,[56 47] ; [307 113],[71.48948375 31.51051625] ; [291.51051625 128.48948375],1
s6,1,0.001184,10.514678,[51 51] ; [277 135],[65.08949416 36.91050584] ; [262.91050584 149.08949416],0
p4,1,0.001641,9.912701,[41 61] ; [241 178],[55.20921305 46.79078695] ; [226.79078695 192.20921305],0
p2,1,0.001716,9.831417,[71 31] ; [349  70],[82.22648752 19.77351248] ; [337.77351248  81.22648752],0
p8,1,0.00193,9.614584,[34 67] ; [211 204],[47.95542636 53.04457364] ; [197.04457364 217.95542636],0
p6,1,0.008434,6.938861,[23 75] ; [157 261],[34.18604651 63.81395349] ; [145.81395349 272.18604651],0
p7,1,0.015952,5.808187,[46 50] ; [254 160],[56.47058824 39.52941176] ; [243.52941176 170.47058824],0
b1,1,0.021398,5.294073,[51 52] ; [156 264],[40.7667304 62.2332696] ; [166.2332696 253.7667304],0
s7,1,0.025421,4.995005,[31 65] ; [182 224],[40.73306773 55.26693227] ; [172.26693227 233.73306773],0
s8,1,0.025876,4.964309,[28 75] ; [163 255],[37.76007678 65.23992322] ; [153.23992322 264.76007678],0
u1,1,0.039065,4.25803,[ 9 94] ; [ 71 349],[15.75525813 87.24474187] ; [ 64.24474187 355.75525813],0
s5,1,0.0392,4.252196,[22 75] ; [136 270],[30.46918489 66.53081511] ; [127.53081511 278.46918489],0
