Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.0,29.664577,[42 77] ; [32  5],[56.44871795 62.55128205] ; [17.55128205 19.44871795],1
s4,1,0.001566,9.999809,[ 19 100] ; [15 22],[25.93589744 93.06410256] ; [ 8.06410256 28.93589744],0
s7,1,0.002425,9.196518,[25 88] ; [17 18],[32.06756757 80.93243243] ; [ 9.93243243 25.06756757],0
s2,1,0.006141,7.508468,[35 84] ; [20 17],[41.95512821 77.04487179] ; [13.04487179 23.95512821],0
n4,1,0.010824,6.493932,[50 69] ; [ 7 30],[43.48076923 75.51923077] ; [13.51923077 23.48076923],0
b4,1,0.010824,6.493932,[69 50] ; [30  7],[75.51923077 43.48076923] ; [23.48076923 13.51923077],0
n6,1,0.024961,5.026602,[69 50] ; [29  8],[74.75641026 44.24358974] ; [23.24358974 13.75641026],0
p5,1,0.029649,4.729531,[  3 116] ; [ 4 32],[  5.37419355 113.62580645] ; [ 1.62580645 34.37419355],0
s3,1,0.034523,4.468638,[43 73] ; [21 16],[48.52287582 67.47712418] ; [15.47712418 21.52287582],0
b1,1,0.042991,4.095753,[51 68] ; [ 9 28],[45.76923077 73.23076923] ; [14.23076923 22.76923077],0
p10,1,0.049725,3.850694,[67 51] ; [27  9],[72.02597403 45.97402597] ; [21.97402597 14.02597403],0
p12,1,0.077405,3.118569,[  1 118] ; [ 2 35],[  2.28846154 116.71153846] ; [ 0.71153846 36.28846154],0
b5,1,0.079007,3.085206,[71 48] ; [16 21],[66.36538462 52.63461538] ; [20.63461538 16.36538462],0
n1,1,0.080254,3.059753,[ 7 33] ; [6 9],[ 9.45454545 30.54545455] ; [ 3.54545455 11.45454545],0
v2,1,0.084674,2.972825,[40 73] ; [19 18],[44.44666667 68.55333333] ; [14.55333333 22.44666667],0
p9,1,0.105403,2.621822,[71 47] ; [27  9],[75.09090909 42.90909091] ; [22.90909091 13.09090909],0
r4,1,0.113777,2.500965,[92 27] ; [33  4],[95.3525641 23.6474359] ; [29.6474359  7.3525641],0
p3,1,0.117236,2.453867,[35 84] ; [16 21],[38.90384615 80.09615385] ; [12.09615385 24.90384615],0
a1,1,0.122714,2.382339,[  3 116] ; [ 3 34],[  4.57692308 114.42307692] ; [ 1.42307692 35.57692308],0
a5,1,0.13898,2.189215,[64 55] ; [25 12],[67.89102564 51.10897436] ; [21.10897436 15.89102564],0
d5,1,0.169496,1.887394,[82 36] ; [30  7],[85.26451613 32.73548387] ; [26.73548387 10.26451613],0
d4,1,0.192603,1.697595,[91 28] ; [32  5],[93.82692308 25.17307692] ; [29.17307692  7.82692308],0
a6,1,0.205036,1.606137,[75 44] ; [19 18],[71.70512821 47.29487179] ; [22.29487179 14.70512821],0
s8,1,0.278713,1.173357,[28 91] ; [12 25],[30.51282051 88.48717949] ; [ 9.48717949 27.51282051],0
d2,1,0.28398,1.147945,[43 76] ; [17 20],[45.76923077 73.23076923] ; [14.23076923 22.76923077],0
d1,1,0.302765,1.061974,[56 63] ; [21 16],[58.73717949 60.26282051] ; [18.26282051 18.73717949],0
u3,1,0.311695,1.023479,[25 21] ; [5 8],[23.38983051 22.61016949] ; [6.61016949 6.38983051],0
u2,1,0.347164,0.883797,[25 22] ; [5 8],[23.5 23.5] ; [6.5 6.5],0
r2,1,0.369446,0.805527,[101  16] ; [34  3],[102.56493506  14.43506494] ; [32.43506494  4.56493506],0
s1,1,0.384302,0.756896,[  3 116] ; [ 2 35],[  3.81410256 115.18589744] ; [ 1.18589744 35.81410256],0
a4,1,0.388335,0.74415,[33 86] ; [13 24],[35.08974359 83.91025641] ; [10.91025641 26.08974359],0
v3,1,0.399634,0.709428,[22 93] ; [ 9 26],[23.76666667 91.23333333] ; [ 7.23333333 27.76666667],0
p6,1,0.405017,0.69338,[24 93] ; [10 27],[25.83116883 91.16883117] ; [ 8.16883117 28.83116883],0
p7,1,0.414803,0.664991,[63 55] ; [22 14],[65.12987013 52.87012987] ; [19.87012987 16.12987013],0
p8,1,0.440867,0.594024,[44 74] ; [16 20],[45.97402597 72.02597403] ; [14.02597403 21.97402597],0
p4,1,0.50976,0.434559,[47 71] ; [17 20],[48.72258065 69.27741935] ; [15.27741935 21.72258065],0
a3,1,0.571234,0.320622,[71 48] ; [24 13],[72.46794872 46.53205128] ; [22.53205128 14.46794872],0
n3,1,0.621772,0.243385,[28 11] ; [11  3],[28.69811321 10.30188679] ; [10.30188679  3.69811321],0
v4,1,0.62664,0.236645,[106  13] ; [31  5],[105.18064516  13.81935484] ; [31.81935484  4.18064516],0
d3,1,0.637739,0.221711,[78 40] ; [26 11],[79.17419355 38.82580645] ; [24.82580645 12.17419355],0
a2,1,0.675465,0.175276,[ 16 103] ; [ 4 33],[ 15.25641026 103.74358974] ; [ 4.74358974 32.25641026],0
b3,1,0.680515,0.169547,[14 50] ; [ 6 17],[14.71264368 49.28735632] ; [ 5.28735632 17.71264368],0
b2,1,0.680515,0.169547,[14 50] ; [ 6 17],[14.71264368 49.28735632] ; [ 5.28735632 17.71264368],0
p11,1,0.699746,0.148736,[73 46] ; [24 13],[73.99358974 45.00641026] ; [23.00641026 13.99358974],0
n2,1,0.707303,0.140986,[23 16] ; [8 7],[22.38888889 16.61111111] ; [8.61111111 6.38888889],0
p1,1,0.739595,0.110483,[  5 113] ; [ 2 34],[  5.36363636 112.63636364] ; [ 1.63636364 34.36363636],0
r1,1,0.803056,0.062197,[80 39] ; [25 11],[80.61290323 38.38709677] ; [24.38709677 11.61290323],0
p2,1,0.818244,0.05281,[85 34] ; [25 11],[84.4516129 34.5483871] ; [25.5483871 10.4516129],0
a8,1,0.8284,0.046982,[  6 108] ; [ 2 30],[  6.24657534 107.75342466] ; [ 1.75342466 30.24657534],0
u1,1,0.832824,0.044555,[ 11 108] ; [ 3 34],[ 10.67948718 108.32051282] ; [ 3.32051282 33.67948718],0
a7,1,0.911364,0.012392,[85 33] ; [27 10],[85.26451613 32.73548387] ; [26.73548387 10.26451613],0
