Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,89.035009,[90 31] ; [ 18 106],[53.33877551 67.66122449] ; [54.66122449 69.33877551],1
d5,1,0.0,77.449456,[120   2] ; [61 64],[89.40080972 32.59919028] ; [91.59919028 33.40080972],1
d4,1,0.0,62.481871,[119   3] ; [68 57],[92.36437247 29.63562753] ; [94.63562753 30.36437247],1
d3,1,0.0,62.092995,[103  19] ; [44 81],[72.60728745 49.39271255] ; [74.39271255 50.60728745],1
u1,1,1e-06,25.003879,[29 93] ; [  3 122],[ 15.80566802 106.19433198] ; [ 16.19433198 108.80566802],1
a2,1,5e-06,20.929452,[33 89] ; [  7 118],[ 19.75708502 102.24291498] ; [ 20.24291498 104.75708502],1
a4,1,5e-06,20.790987,[69 52] ; [35 89],[51.36326531 69.63673469] ; [52.63673469 71.36326531],1
a5,1,2.1e-05,18.108475,[95 27] ; [65 60],[79.02834008 42.97165992] ; [80.97165992 44.02834008],1
a3,1,0.000107,15.015464,[89 33] ; [60 63],[74.19591837 47.80408163] ; [74.80408163 48.19591837],1
s2,1,0.001599,9.960354,[56 65] ; [33 90],[44.1352459 76.8647541] ; [44.8647541 78.1352459],0
s3,1,0.005757,7.624787,[64 58] ; [43 80],[53.28163265 68.71836735] ; [53.71836735 69.28163265],0
s7,1,0.0066,7.378689,[48 68] ; [30 91],[38.17721519 77.82278481] ; [39.82278481 81.17721519],0
p6,1,0.007714,7.098704,[24 97] ; [ 10 114],[ 16.79183673 104.20816327] ; [ 17.20816327 106.79183673],0
p4,1,0.011862,6.331397,[55 67] ; [37 88],[45.44129555 76.55870445] ; [46.55870445 78.44129555],0
s8,1,0.013947,6.044838,[39 83] ; [ 23 102],[30.62348178 91.37651822] ; [31.37651822 93.62348178],0
r2,1,0.014923,5.92551,[109  10] ; [101  24],[102.41803279  16.58196721] ; [107.58196721  17.41803279],0
a8,1,0.015716,5.834329,[  6 111] ; [ 17 100],[ 11.5 105.5] ; [ 11.5 105.5],0
p3,1,0.01975,5.433819,[42 78] ; [27 98],[33.79591837 86.20408163] ; [35.20408163 89.79591837],0
s6,1,0.021168,5.312903,[69 51] ; [53 71],[60. 60.] ; [62. 62.],0
a7,1,0.044208,4.048589,[88 34] ; [75 50],[80.51012146 41.48987854] ; [82.48987854 42.51012146],0
r1,1,0.067843,3.334453,[86 35] ; [75 50],[79.19105691 41.80894309] ; [81.80894309 43.19105691],0
v2,1,0.071862,3.239969,[49 72] ; [35 84],[42.35 78.65] ; [41.65 77.35],0
a6,1,0.093856,2.806968,[81 41] ; [70 55],[74.58299595 47.41700405] ; [76.41700405 48.58299595],0
s5,1,0.132274,2.265608,[30 83] ; [22 98],[25.21888412 87.78111588] ; [26.78111588 93.21888412],0
u3,1,0.176239,1.829057,[21 12] ; [32 33],[17.84693878 15.15306122] ; [35.15306122 29.84693878],0
p5,1,0.21429,1.542205,[  8 113] ; [  4 121],[  5.90243902 115.09756098] ; [  6.09756098 118.90243902],0
p11,1,0.228198,1.452056,[74 48] ; [85 40],[78.53441296 43.46558704] ; [80.46558704 44.53441296],0
b1,1,0.231477,1.431765,[52 70] ; [44 81],[47.41700405 74.58299595] ; [48.58299595 76.41700405],0
r3,1,0.232128,1.427776,[107  15] ; [102  22],[103.6504065  18.3495935] ; [105.3495935  18.6504065],0
n2,1,0.270164,1.215913,[32 20] ; [29 11],[34.47826087 17.52173913] ; [26.52173913 13.47826087],0
r4,1,0.300598,1.071539,[93 29] ; [88 37],[89.40080972 32.59919028] ; [91.59919028 33.40080972],0
a1,1,0.326255,0.963705,[  3 119] ; [  6 119],[  4.44534413 117.55465587] ; [  4.55465587 120.44534413],0
n6,1,0.336894,0.922215,[95 27] ; [90 34],[91.74796748 30.25203252] ; [93.25203252 30.74796748],0
p1,1,0.350462,0.871784,[ 13 109] ; [  9 115],[ 10.91056911 111.08943089] ; [ 11.08943089 112.91056911],0
u2,1,0.428245,0.627578,[17 16] ; [28 37],[15.15306122 17.84693878] ; [29.84693878 35.15306122],0
n3,1,0.430745,0.620815,[29 22] ; [26 14],[30.82417582 20.17582418] ; [24.17582418 15.82417582],0
v1,1,0.430844,0.620548,[39 78] ; [47 76],[41.925 75.075] ; [44.075 78.925],0
n1,1,0.566863,0.32796,[23 30] ; [15 25],[21.65591398 31.34408602] ; [16.34408602 23.65591398],0
b3,1,0.575034,0.314331,[30 48] ; [21 41],[28.41428571 49.58571429] ; [22.58571429 39.41428571],0
b2,1,0.575034,0.314331,[30 48] ; [21 41],[28.41428571 49.58571429] ; [22.58571429 39.41428571],0
p9,1,0.582357,0.30244,[83 36] ; [89 33],[84.92946058 34.07053942] ; [87.07053942 34.92946058],0
b5,1,0.587575,0.294147,[74 48] ; [80 45],[76.06477733 45.93522267] ; [77.93522267 47.06477733],0
p10,1,0.619879,0.246037,[75 46] ; [80 43],[76.8647541 44.1352459] ; [78.1352459 44.8647541],0
v4,1,0.639532,0.219354,[104  18] ; [103  21],[102.65853659  19.34146341] ; [104.34146341  19.65853659],0
p12,1,0.685093,0.164449,[  4 117] ; [  3 120],[  3.47131148 117.52868852] ; [  3.52868852 119.47131148],0
n4,1,0.788437,0.072007,[82 40] ; [82 43],[81.00404858 40.99595142] ; [82.99595142 42.00404858],0
p8,1,0.797753,0.065667,[28 93] ; [27 97],[27.16326531 93.83673469] ; [27.83673469 96.16326531],0
b4,1,0.918901,0.010367,[73 49] ; [74 51],[72.60728745 49.39271255] ; [74.39271255 50.60728745],0
n5,1,0.935877,0.006473,[79 42] ; [81 44],[78.69918699 42.30081301] ; [81.30081301 43.69918699],0
s1,1,0.965591,0.001861,[  6 116] ; [  6 119],[  5.92712551 116.07287449] ; [  6.07287449 118.92712551],0
s4,1,0.994715,4.4e-05,[23 97] ; [ 24 101],[23.02040816 96.97959184] ; [ 23.97959184 101.02040816],0
p2,1,0.99913,1e-06,[81 41] ; [83 42],[81.00404858 40.99595142] ; [82.99595142 42.00404858],0
