Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,8e-06,19.825324,[34 60] ; [30  8],[45.57575758 48.42424242] ; [18.42424242 19.57575758],1
p3,1,4.4e-05,16.708301,[28 66] ; [26 12],[38.45454545 55.54545455] ; [15.54545455 22.45454545],1
p7,1,0.000174,14.091368,[39 54] ; [29  8],[48.64615385 44.35384615] ; [19.35384615 17.64615385],1
s8,1,0.000673,11.561903,[25 69] ; [22 16],[33.46969697 60.53030303] ; [13.53030303 24.46969697],1
s7,1,0.001237,10.434186,[26 61] ; [22 14],[33.95121951 53.04878049] ; [14.04878049 21.95121951],0
s6,1,0.00294,8.844164,[50 43] ; [31  7],[57.50381679 35.49618321] ; [23.49618321 14.50381679],0
n4,1,0.005677,7.650065,[30 64] ; [22 16],[37.03030303 56.96969697] ; [14.96969697 23.03030303],0
a2,1,0.014618,5.961926,[18 76] ; [15 23],[23.5 70.5] ; [ 9.5 28.5],0
a5,1,0.019387,5.466249,[66 28] ; [34  4],[71.21212121 22.78787879] ; [28.78787879  9.21212121],0
s4,1,0.031738,4.612609,[18 76] ; [14 24],[22.78787879 71.21212121] ; [ 9.21212121 28.78787879],0
r4,1,0.033488,4.520669,[75 19] ; [36  2],[79.04545455 14.95454545] ; [31.95454545  6.04545455],0
a4,1,0.054562,3.695409,[42 52] ; [24 14],[47. 47.] ; [19. 19.],0
s5,1,0.060162,3.532912,[22 67] ; [15 21],[26.344 62.656] ; [10.656 25.344],0
p8,1,0.06958,3.292907,[33 60] ; [20 18],[37.6259542 55.3740458] ; [15.3740458 22.6259542],0
p10,1,0.081583,3.033074,[61 31] ; [31  7],[65.10769231 26.89230769] ; [26.89230769 11.10769231],0
b1,1,0.094696,2.792673,[30 64] ; [18 20],[34.18181818 59.81818182] ; [13.81818182 24.18181818],0
p9,1,0.099529,2.713076,[64 27] ; [32  6],[67.72093023 23.27906977] ; [28.27906977  9.72093023],0
u2,1,0.106864,2.6,[18 12] ; [8 1],[20. 10.] ; [6. 3.],0
d2,1,0.114136,2.496,[61 33] ; [30  8],[64.8030303 29.1969697] ; [26.1969697 11.8030303],0
s2,1,0.120553,2.410124,[38 56] ; [21 17],[42.01515152 51.98484848] ; [16.98484848 21.01515152],0
p2,1,0.170134,1.881766,[65 28] ; [31  7],[68.15267176 24.84732824] ; [27.84732824 10.15267176],0
n6,1,0.254719,1.297232,[56 38] ; [26 11],[58.83969466 35.16030534] ; [23.16030534 13.83969466],0
v4,1,0.260961,1.263653,[83 11] ; [36  2],[84.74242424  9.25757576] ; [34.25757576  3.74242424],0
a7,1,0.288483,1.126689,[77 17] ; [28 10],[74.77272727 19.22727273] ; [30.22727273  7.77272727],0
s3,1,0.293655,1.102787,[42 51] ; [21 17],[44.72519084 48.27480916] ; [18.27480916 19.72519084],0
r2,1,0.296065,1.091837,[85  7] ; [36  1],[86.29457364  5.70542636] ; [34.70542636  2.29457364],0
u1,1,0.29735,1.08604,[15 79] ; [ 9 29],[17.09090909 76.90909091] ; [ 6.90909091 31.09090909],0
v1,1,0.311299,1.025157,[30 59] ; [16 21],[32.49206349 56.50793651] ; [13.50793651 23.49206349],0
p12,1,0.3474,0.88293,[ 2 91] ; [ 2 36],[ 2.83969466 90.16030534] ; [ 1.16030534 36.83969466],0
a3,1,0.34802,0.880663,[64 30] ; [29  9],[66.22727273 27.77272727] ; [26.77272727 11.22727273],0
n2,1,0.375678,0.784798,[17 14] ; [9 4],[18.31818182 12.68181818] ; [7.68181818 5.31818182],0
b2,1,0.419341,0.652162,[15 34] ; [10 15],[16.55405405 32.44594595] ; [ 8.44594595 16.55405405],0
b3,1,0.419341,0.652162,[15 34] ; [10 15],[16.55405405 32.44594595] ; [ 8.44594595 16.55405405],0
a8,1,0.46465,0.53467,[ 5 79] ; [ 1 35],[ 4.2 79.8] ; [ 1.8 34.2],0
n1,1,0.497224,0.460857,[ 9 23] ; [5 8],[ 9.95555556 22.04444444] ; [4.04444444 8.95555556],0
b5,1,0.538976,0.37744,[59 35] ; [26 12],[60.53030303 33.46969697] ; [24.46969697 13.53030303],0
a6,1,0.571698,0.31985,[62 32] ; [27 11],[63.37878788 30.62121212] ; [25.62121212 12.37878788],0
s1,1,0.572403,0.318678,[ 3 91] ; [ 2 36],[ 3.56060606 90.43939394] ; [ 1.43939394 36.56060606],0
p11,1,0.580671,0.305151,[57 37] ; [25 13],[58.39393939 35.60606061] ; [23.60606061 14.39393939],0
p5,1,0.65086,0.204818,[ 4 89] ; [ 1 37],[ 3.54961832 89.45038168] ; [ 1.45038168 36.54961832],0
r1,1,0.692081,0.156841,[73 20] ; [31  7],[73.83206107 19.16793893] ; [30.16793893  7.83206107],0
n3,1,0.848705,0.036394,[23  8] ; [10  3],[23.25  7.75] ; [9.75 3.25],0
a1,1,0.865079,0.02887,[ 3 91] ; [ 1 37],[ 2.84848485 91.15151515] ; [ 1.15151515 36.84848485],0
b4,1,0.875943,0.024372,[58 36] ; [24 14],[58.39393939 35.60606061] ; [23.60606061 14.39393939],0
d3,1,0.907715,0.013438,[86  8] ; [35  3],[86.16666667  7.83333333] ; [34.83333333  3.16666667],0
v3,1,0.941189,0.005443,[25 61] ; [11 26],[25.17073171 60.82926829] ; [10.82926829 26.17073171],0
v2,1,0.96947,0.001465,[52 36] ; [22 15],[52.096 35.904] ; [21.904 15.096],0
