Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.00316,8.712554,[41 68] ; [27 15],[49.08609272 59.91390728] ; [18.91390728 23.08609272],0
v1,1,0.008808,6.861391,[35 72] ; [24 19],[42.08666667 64.91333333] ; [16.91333333 26.08666667],0
s8,1,0.043773,4.065285,[23 85] ; [16 27],[27.89403974 80.10596026] ; [11.10596026 31.89403974],0
u2,1,0.046945,3.947368,[16 22] ; [9 3],[19. 19.] ; [6. 6.],0
n3,1,0.060877,3.513316,[22 22] ; [13  4],[25.24590164 18.75409836] ; [9.75409836 7.24590164],0
r2,1,0.070277,3.276548,[90 16] ; [42  2],[93.28 12.72] ; [38.72  5.28],0
s7,1,0.084494,2.976274,[33 70] ; [19 21],[37.45454545 65.54545455] ; [14.54545455 25.45454545],0
a2,1,0.094303,2.799337,[21 88] ; [14 30],[24.93464052 84.06535948] ; [10.06535948 33.93464052],0
s6,1,0.103989,2.643279,[52 56] ; [27 16],[56.50331126 51.49668874] ; [22.49668874 20.50331126],0
s2,1,0.130281,2.289159,[36 72] ; [20 23],[40.05298013 67.94701987] ; [15.94701987 27.05298013],0
b3,1,0.134711,2.237353,[28 43] ; [ 6 20],[24.88659794 46.11340206] ; [ 9.11340206 16.88659794],0
b2,1,0.134711,2.237353,[28 43] ; [ 6 20],[24.88659794 46.11340206] ; [ 9.11340206 16.88659794],0
a6,1,0.145445,2.119385,[63 46] ; [31 13],[66.96732026 42.03267974] ; [27.03267974 16.96732026],0
n4,1,0.162964,1.946508,[63 45] ; [31 13],[66.78947368 41.21052632] ; [27.21052632 16.78947368],0
n6,1,0.174351,1.845129,[68 39] ; [33 11],[71.56953642 35.43046358] ; [29.43046358 14.56953642],0
b4,1,0.196271,1.66991,[62 47] ; [30 14],[65.54248366 43.45751634] ; [26.45751634 17.54248366],0
u3,1,0.259137,1.273363,[20 19] ; [9 4],[21.75 17.25] ; [7.25 5.75],0
r4,1,0.260391,1.266678,[77 32] ; [35  9],[79.79084967 29.20915033] ; [32.20915033 11.79084967],0
r3,1,0.35335,0.861391,[93 16] ; [40  4],[94.75163399 14.24836601] ; [38.24836601  5.75163399],0
n2,1,0.406129,0.690103,[26 18] ; [12  5],[27.40983607 16.59016393] ; [10.59016393  6.40983607],0
b1,1,0.414917,0.664667,[55 54] ; [19 25],[52.71895425 56.28104575] ; [21.28104575 22.71895425],0
p2,1,0.429846,0.62324,[67 42] ; [24 20],[64.83006536 44.16993464] ; [26.16993464 17.83006536],0
v4,1,0.482388,0.49346,[89 20] ; [38  6],[90.47712418 18.52287582] ; [36.52287582  7.47712418],0
a3,1,0.504236,0.446011,[70 38] ; [31 13],[71.76315789 36.23684211] ; [29.23684211 14.76315789],0
p5,1,0.50441,0.445646,[  5 104] ; [ 1 43],[  4.2745098 104.7254902] ; [ 1.7254902 42.2745098],0
a4,1,0.533149,0.388386,[48 60] ; [22 22],[49.73684211 58.26315789] ; [20.26315789 23.73684211],0
p3,1,0.53447,0.385887,[35 73] ; [12 32],[33.39473684 74.60526316] ; [13.60526316 30.39473684],0
s3,1,0.539893,0.375738,[48 60] ; [21 21],[49.68 58.32] ; [19.32 22.68],0
n1,1,0.542802,0.37037,[19 26] ; [ 5 10],[18. 27.] ; [6. 9.],0
d3,1,0.557155,0.344655,[74 35] ; [32 12],[75.51633987 33.48366013] ; [30.48366013 13.51633987],0
d5,1,0.562749,0.334967,[91 18] ; [35  9],[89.76470588 19.23529412] ; [36.23529412  7.76470588],0
s5,1,0.651804,0.203633,[22 83] ; [10 31],[23.01369863 81.98630137] ; [ 8.98630137 32.01369863],0
u4,1,0.660001,0.193522,[  4 105] ; [ 1 43],[  3.5620915 105.4379085] ; [ 1.4379085 42.5620915],0
a8,1,0.665706,0.186667,[10 90] ; [ 5 35],[10.71428571 89.28571429] ; [ 4.28571429 35.71428571],0
p6,1,0.67702,0.1735,[27 80] ; [ 9 32],[26.02702703 80.97297297] ; [ 9.97297297 31.02702703],0
a5,1,0.693335,0.155499,[73 36] ; [28 16],[71.95424837 37.04575163] ; [29.04575163 14.95424837],0
p7,1,0.720446,0.128066,[45 64] ; [16 26],[44.03311258 64.96688742] ; [16.96688742 25.03311258],0
p8,1,0.800171,0.064073,[34 75] ; [14 28],[34.64900662 74.35099338] ; [13.35099338 28.64900662],0
p9,1,0.828667,0.046834,[38 67] ; [16 26],[38.57142857 66.42857143] ; [15.42857143 26.57142857],0
s1,1,0.831927,0.045042,[  6 103] ; [ 2 41],[  5.73684211 103.26315789] ; [ 2.26315789 40.73684211],0
p11,1,0.839007,0.041276,[55 54] ; [23 21],[55.56862745 53.43137255] ; [22.43137255 21.56862745],0
a7,1,0.841552,0.039963,[75 34] ; [31 13],[75.51633987 33.48366013] ; [30.48366013 13.51633987],0
b5,1,0.860386,0.030935,[71 38] ; [28 16],[70.52941176 38.47058824] ; [28.47058824 15.52941176],0
p4,1,0.86599,0.028478,[44 65] ; [18 25],[44.46052632 64.53947368] ; [17.53947368 25.46052632],0
d1,1,0.867452,0.027854,[66 43] ; [26 18],[65.54248366 43.45751634] ; [26.45751634 17.54248366],0
s4,1,0.875626,0.024498,[16 91] ; [ 6 37],[15.69333333 91.30666667] ; [ 6.30666667 36.69333333],0
u1,1,0.912219,0.012153,[19 90] ; [ 8 36],[19.23529412 89.76470588] ; [ 7.76470588 36.23529412],0
a1,1,0.928493,0.008053,[  7 102] ; [ 3 41],[  7.12418301 101.87581699] ; [ 2.87581699 41.12418301],0
n5,1,0.954898,0.003199,[57 51] ; [23 21],[56.84210526 51.15789474] ; [23.15789474 20.84210526],0
r1,1,0.991774,0.000106,[76 32] ; [31 13],[76.02631579 31.97368421] ; [30.97368421 13.02631579],0
d2,1,0.992458,8.9e-05,[59 49] ; [24 20],[58.97368421 49.02631579] ; [24.02631579 19.97368421],0
