Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,48.056877,[243  97] ; [119 153],[201.11111111 138.88888889] ; [160.88888889 111.11111111],1
v3,1,0.0,37.926785,[181 157] ; [ 80 197],[143.44390244 194.55609756] ; [117.55609756 159.44390244],1
p7,1,4e-06,21.386397,[248  91] ; [152 123],[220.84690554 118.15309446] ; [179.15309446  95.84690554],1
p4,1,5e-06,20.719187,[244 104] ; [145 132],[216.5952 131.4048] ; [172.4048 104.5952],1
n5,1,9e-06,19.71709,[301  48] ; [200  78],[278.86602871  70.13397129] ; [222.13397129  55.86602871],1
p8,1,1.1e-05,19.332615,[216 127] ; [126 152],[188.89855072 154.10144928] ; [153.10144928 124.89855072],1
p3,1,3.4e-05,17.203306,[204 144] ; [118 163],[178.14944356 169.85055644] ; [143.85055644 137.14944356],1
p6,1,3.5e-05,17.12713,[160 182] ; [ 85 194],[134.92753623 207.07246377] ; [110.07246377 168.92753623],1
p2,1,0.000154,14.3228,[309  38] ; [219  62],[291.74522293  55.25477707] ; [236.25477707  44.74522293],1
p9,1,0.000225,13.607742,[313  32] ; [222  54],[297.22222222  47.77777778] ; [237.77777778  38.22222222],1
s8,1,0.000235,13.530532,[184 161] ; [108 172],[161.184 183.816] ; [130.816 149.184],1
p10,1,0.000466,12.246832,[306  40] ; [217  61],[289.99679487  56.00320513] ; [233.00320513  44.99679487],1
p5,1,0.001618,9.93935,[ 56 290] ; [ 22 259],[ 43.0430622 302.9569378] ; [ 34.9569378 246.0430622],0
s5,1,0.002541,9.110679,[143 191] ; [ 84 188],[125.11221122 208.88778878] ; [101.88778878 170.11221122],0
p11,1,0.003129,8.73066,[297  52] ; [213  68],[282.52380952  66.47619048] ; [227.47619048  53.52380952],0
s6,1,0.00449,8.074154,[255  87] ; [176  99],[238.90113452 103.09886548] ; [192.09886548  82.90113452],0
v4,1,0.005863,7.591794,[340   8] ; [261  19],[333.03821656  14.96178344] ; [267.96178344  12.03821656],0
r4,1,0.007179,7.227684,[328  21] ; [247  34],[318.53174603  30.46825397] ; [256.46825397  24.53174603],0
s2,1,0.007603,7.124662,[199 146] ; [131 148],[182.45192308 162.54807692] ; [147.54807692 131.45192308],0
p12,1,0.012762,6.201761,[ 38 309] ; [ 15 264],[ 29.37859425 317.62140575] ; [ 23.62140575 255.37859425],0
u4,1,0.013666,6.080753,[ 13 336] ; [  2 279],[  8.30952381 340.69047619] ; [  6.69047619 274.30952381],0
n4,1,0.014004,6.037686,[296  53] ; [216  64],[284.08267091  64.91732909] ; [227.91732909  52.08267091],0
r2,1,0.021036,5.323827,[334  11] ; [256  20],[327.77777778  17.22222222] ; [262.22222222  13.77777778],0
r1,1,0.027484,4.860121,[295  53] ; [219  62],[284.37519873  63.62480127] ; [229.62480127  51.37519873],0
r3,1,0.028046,4.825254,[340   9] ; [262  17],[334.55095541  14.44904459] ; [267.44904459  11.55095541],0
b5,1,0.031503,4.625318,[222 127] ; [155 126],[208.84603175 140.15396825] ; [168.15396825 112.84603175],0
a5,1,0.032649,4.564075,[282  67] ; [207  74],[270.89047619  78.10952381] ; [218.10952381  62.89047619],0
s7,1,0.048571,3.890135,[183 149] ; [128 144],[170.94701987 161.05298013] ; [140.05298013 131.94701987],0
a4,1,0.066096,3.377409,[186 162] ; [129 151],[174.55414013 173.44585987] ; [140.44585987 139.55414013],0
u1,1,0.068639,3.315268,[ 87 262] ; [ 53 228],[ 77.55555556 271.44444444] ; [ 62.44444444 218.55555556],0
d1,1,0.080058,3.063724,[257  92] ; [189  92],[247.06984127 101.93015873] ; [198.93015873  82.06984127],0
b3,1,0.121098,2.403057,[101 124] ; [58 99],[ 93.65183246 131.34816754] ; [65.34816754 91.65183246],0
b2,1,0.121098,2.403057,[101 124] ; [58 99],[ 93.65183246 131.34816754] ; [65.34816754 91.65183246],0
a2,1,0.136012,2.222502,[103 246] ; [ 68 213],[ 94.72857143 254.27142857] ; [ 76.27142857 204.72857143],0
u3,1,0.157287,2.000119,[49 29] ; [37 35],[44.72 33.28] ; [41.28 30.72],0
a8,1,0.177976,1.814443,[ 51 261] ; [ 32 227],[ 45.35201401 266.64798599] ; [ 37.64798599 221.35201401],0
s3,1,0.17804,1.813912,[198 147] ; [144 133],[189.69453376 155.30546624] ; [152.30546624 124.69453376],0
s4,1,0.18973,1.71971,[ 52 291] ; [ 53 224],[ 58.08870968 284.91129032] ; [ 46.91129032 230.08870968],0
a3,1,0.1952,1.677931,[271  76] ; [207  74],[264.11783439  82.88216561] ; [213.88216561  67.11783439],0
b1,1,0.321005,0.984847,[122 227] ; [109 172],[127.96666667 221.03333333] ; [103.03333333 177.96666667],0
d2,1,0.326834,0.961402,[197 151] ; [147 132],[190.92822967 157.07177033] ; [153.07177033 125.92822967],0
s1,1,0.344508,0.893584,[  8 338] ; [ 10 269],[  9.9648 336.0352] ; [  8.0352 270.9648],0
a6,1,0.34629,0.887007,[245 103] ; [188  93],[239.56120827 108.43879173] ; [193.43879173  87.56120827],0
n2,1,0.347836,0.881336,[42 13] ; [58 26],[39.56834532 15.43165468] ; [60.43165468 23.56834532],0
d5,1,0.389051,0.741905,[312  37] ; [245  36],[308.56031746  40.43968254] ; [248.43968254  32.56031746],0
n1,1,0.414277,0.666493,[23 32] ; [29 54],[20.72463768 34.27536232] ; [31.27536232 51.72463768],0
b4,1,0.518533,0.41681,[215 134] ; [166 115],[211.06190476 137.93809524] ; [169.93809524 111.06190476],0
d3,1,0.561807,0.336586,[275  74] ; [216  65],[271.9984127  77.0015873] ; [219.0015873  61.9984127],0
p1,1,0.70138,0.14704,[ 29 319] ; [ 21 259],[ 27.70700637 320.29299363] ; [ 22.29299363 257.70700637],0
n3,1,0.711487,0.136796,[37 18] ; [59 25],[37.98561151 17.01438849] ; [58.01438849 25.98561151],0
