Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.001817,9.725561,[30  7] ; [4 8],[25.67346939 11.32653061] ; [8.32653061 3.67346939],0
n6,1,0.006152,7.50524,[23 14] ; [ 2 10],[18.87755102 18.12244898] ; [6.12244898 5.87755102],0
u3,1,0.008504,6.924146,[ 3 14] ; [4 1],[ 5.40909091 11.59090909] ; [1.59090909 3.40909091],0
d3,1,0.015839,5.820673,[13 24] ; [9 3],[16.6122449 20.3877551] ; [5.3877551 6.6122449],0
d4,1,0.023656,5.11968,[17 20] ; [10  2],[20.3877551 16.6122449] ; [6.6122449 5.3877551],0
n2,1,0.033203,4.535291,[15  8] ; [1 5],[12.68965517 10.31034483] ; [3.31034483 2.68965517],0
d5,1,0.034877,4.451201,[18 19] ; [10  2],[21.14285714 15.85714286] ; [6.85714286 5.14285714],0
b1,1,0.050141,3.836735,[19 18] ; [10  2],[21.89795918 15.10204082] ; [7.10204082 4.89795918],0
u2,1,0.061587,3.494118,[ 3 14] ; [3 2],[ 4.63636364 12.36363636] ; [1.36363636 3.63636364],0
a7,1,0.081035,3.044014,[14 23] ; [8 4],[16.6122449 20.3877551] ; [5.3877551 6.6122449],0
s3,1,0.105492,2.620495,[12 23] ; [ 1 10],[ 9.89130435 25.10869565] ; [3.10869565 7.89130435],0
a6,1,0.115061,2.483293,[22 15] ; [4 8],[19.63265306 17.36734694] ; [6.36734694 5.63265306],0
v1,1,0.171719,1.867873,[ 8 29] ; [5 7],[ 9.81632653 27.18367347] ; [3.18367347 8.81632653],0
p1,1,0.23234,1.426478,[ 9 28] ; [ 1 11],[ 7.55102041 29.44897959] ; [2.44897959 9.55102041],0
s2,1,0.23234,1.426478,[ 9 28] ; [ 1 11],[ 7.55102041 29.44897959] ; [2.44897959 9.55102041],0
s8,1,0.23234,1.426478,[ 9 28] ; [ 1 11],[ 7.55102041 29.44897959] ; [2.44897959 9.55102041],0
d1,1,0.272666,1.203284,[12 25] ; [6 6],[13.59183673 23.40816327] ; [4.40816327 7.59183673],0
r4,1,0.301596,1.067123,[ 8 29] ; [ 1 11],[ 6.79591837 30.20408163] ; [2.20408163 9.79591837],0
d2,1,0.315624,1.006993,[18 18] ; [4 8],[16.5 19.5] ; [5.5 6.5],0
v3,1,0.321508,0.982801,[ 7 29] ; [4 8],[ 8.25 27.75] ; [2.75 9.25],0
p3,1,0.494707,0.466273,[ 6 31] ; [3 9],[ 6.79591837 30.20408163] ; [2.20408163 9.79591837],0
s4,1,0.494707,0.466273,[ 6 31] ; [3 9],[ 6.79591837 30.20408163] ; [2.20408163 9.79591837],0
s7,1,0.522957,0.408057,[10 26] ; [2 9],[ 9.19148936 26.80851064] ; [2.80851064 8.19148936],0
b4,1,0.543891,0.368375,[21 16] ; [8 4],[21.89795918 15.10204082] ; [7.10204082 4.89795918],0
n3,1,0.544356,0.367526,[ 8 14] ; [3 3],[ 8.64285714 13.35714286] ; [2.35714286 3.64285714],0
s5,1,0.551965,0.353808,[ 9 27] ; [ 2 10],[ 8.25 27.75] ; [2.75 9.25],0
r2,1,0.585786,0.296974,[26 10] ; [7 4],[25.27659574 10.72340426] ; [7.72340426 3.27659574],0
s1,1,0.590759,0.289161,[ 4 33] ; [ 2 10],[ 4.53061224 32.46938776] ; [ 1.46938776 10.53061224],0
s6,1,0.627364,0.235652,[12 25] ; [3 9],[11.32653061 25.67346939] ; [3.67346939 8.32653061],0
b5,1,0.682601,0.167213,[16 21] ; [6 6],[16.6122449 20.3877551] ; [5.3877551 6.6122449],0
p10,1,0.730647,0.118519,[13 23] ; [5 7],[13.5 22.5] ; [4.5 7.5],0
a4,1,0.780866,0.07739,[13 22] ; [5 7],[13.40425532 21.59574468] ; [4.59574468 7.40425532],0
a2,1,0.786203,0.073574,[ 5 32] ; [ 2 10],[ 5.28571429 31.71428571] ; [ 1.71428571 10.28571429],0
b2,1,0.804748,0.061111,[12 15] ; [3 3],[12.27272727 14.72727273] ; [2.72727273 3.27272727],0
b3,1,0.804748,0.061111,[12 15] ; [3 3],[12.27272727 14.72727273] ; [2.72727273 3.27272727],0
a5,1,0.806822,0.059794,[20 17] ; [6 6],[19.63265306 17.36734694] ; [6.36734694 5.63265306],0
p11,1,0.80744,0.059405,[ 8 29] ; [3 9],[ 8.30612245 28.69387755] ; [2.69387755 9.30612245],0
v2,1,0.841547,0.039966,[ 5 30] ; [ 2 10],[ 5.21276596 29.78723404] ; [ 1.78723404 10.21276596],0
p4,1,0.861011,0.030656,[ 7 30] ; [ 2 10],[ 6.79591837 30.20408163] ; [2.20408163 9.79591837],0
p9,1,0.882937,0.021682,[15 19] ; [5 7],[14.7826087 19.2173913] ; [5.2173913 6.7826087],0
r1,1,0.9236,0.009197,[16 21] ; [5 7],[15.85714286 21.14285714] ; [5.14285714 6.85714286],0
v4,1,0.9236,0.009197,[21 16] ; [7 5],[21.14285714 15.85714286] ; [6.85714286 5.14285714],0
n1,1,0.924393,0.009006,[11 12] ; [3 3],[11.10344828 11.89655172] ; [2.89655172 3.10344828],0
a3,1,0.94262,0.005181,[20 15] ; [7 5],[20.10638298 14.89361702] ; [6.89361702 5.10638298],0
p2,1,0.953884,0.003344,[12 25] ; [4 8],[12.08163265 24.91836735] ; [3.91836735 8.08163265],0
p8,1,0.970735,0.001346,[ 6 31] ; [ 2 10],[ 6.04081633 30.95918367] ; [ 1.95918367 10.04081633],0
