Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,8e-06,19.923766,[18 68] ; [44 37],[31.92814371 54.07185629] ; [30.07185629 50.92814371],1
r3,1,0.007673,7.108353,[77 10] ; [79  1],[81.26946108  5.73053892] ; [74.73053892  5.26946108],0
r2,1,0.01452,5.973826,[76 11] ; [78  2],[80.22754491  6.77245509] ; [73.77245509  6.22754491],0
r1,1,0.017011,5.695225,[55 31] ; [66 16],[61.94047619 24.05952381] ; [59.05952381 22.94047619],0
v1,1,0.018857,5.514756,[37 49] ; [49 31],[44.55421687 41.44578313] ; [41.44578313 38.55421687],0
s7,1,0.028614,4.7907,[45 38] ; [56 23],[51.74691358 31.25308642] ; [49.25308642 29.74691358],0
n3,1,0.035422,4.424727,[11  9] ; [14  2],[13.88888889  6.11111111] ; [11.11111111  4.88888889],0
a5,1,0.036181,4.388534,[43 44] ; [53 28],[49.71428571 37.28571429] ; [46.28571429 34.71428571],0
s8,1,0.038328,4.290402,[36 51] ; [47 35],[42.72781065 44.27218935] ; [40.27218935 41.72781065],0
r4,1,0.040548,4.194823,[70 17] ; [75  7],[74.64497041 12.35502959] ; [70.35502959 11.64497041],0
u1,1,0.04432,4.044324,[ 1 86] ; [ 6 76],[ 3.6035503 83.3964497] ; [ 3.3964497 78.6035503],0
s1,1,0.062942,3.458112,[ 8 77] ; [ 2 78],[ 5.15151515 79.84848485] ; [ 4.84848485 75.15151515],0
p6,1,0.077551,3.11549,[27 60] ; [35 44],[32.4939759 54.5060241] ; [29.5060241 49.4939759],0
n5,1,0.089412,2.884926,[58 29] ; [62 17],[62.89156627 24.10843373] ; [57.10843373 21.89156627],0
d5,1,0.111488,2.532995,[43 43] ; [51 31],[48.11904762 37.88095238] ; [45.88095238 36.11904762],0
p3,1,0.208221,1.58375,[34 53] ; [39 41],[38.02994012 48.97005988] ; [34.97005988 45.02994012],0
b5,1,0.209676,1.57366,[57 30] ; [46 36],[53.02366864 33.97633136] ; [49.97633136 32.02366864],0
d2,1,0.24351,1.360158,[15 72] ; [ 9 73],[12.35502959 74.64497041] ; [11.64497041 70.35502959],0
a7,1,0.245784,1.347109,[58 28] ; [47 33],[54.39759036 31.60240964] ; [50.60240964 29.39759036],0
p4,1,0.254273,1.299675,[49 38] ; [38 42],[45.32335329 41.67664671] ; [41.67664671 38.32335329],0
s5,1,0.258363,1.277509,[35 50] ; [39 39],[38.58895706 46.41104294] ; [35.41104294 42.58895706],0
s4,1,0.260025,1.268623,[24 61] ; [17 65],[20.86826347 64.13173653] ; [20.13173653 61.86826347],0
s3,1,0.26487,1.243121,[70 16] ; [71 10],[72.61077844 13.38922156] ; [68.38922156 12.61077844],0
p1,1,0.265921,1.237666,[ 8 77] ; [ 4 77],[ 6.14457831 78.85542169] ; [ 5.85542169 75.14457831],0
b2,1,0.281015,1.162174,[14 36] ; [18 29],[16.49484536 33.50515464] ; [15.50515464 31.49484536],0
b3,1,0.281015,1.162174,[14 36] ; [18 29],[16.49484536 33.50515464] ; [15.50515464 31.49484536],0
b1,1,0.287921,1.129315,[41 46] ; [32 50],[37.57988166 49.42011834] ; [35.42011834 46.57988166],0
a8,1,0.316103,1.005001,[13 69] ; [17 60],[15.47169811 66.52830189] ; [14.52830189 62.47169811],0
p8,1,0.362511,0.829174,[39 48] ; [41 38],[41.92771084 45.07228916] ; [38.07228916 40.92771084],0
s6,1,0.401492,0.703854,[68 19] ; [65 13],[70.12727273 16.87272727] ; [62.87272727 15.12727273],0
p7,1,0.427249,0.63029,[54 29] ; [56 23],[56.35802469 26.64197531] ; [53.64197531 25.35802469],0
d4,1,0.438921,0.599103,[53 34] ; [54 27],[55.41071429 31.58928571] ; [51.58928571 29.41071429],0
n6,1,0.462306,0.540305,[68 18] ; [66 13],[69.84242424 16.15757576] ; [64.15757576 14.84242424],0
p11,1,0.535299,0.384322,[61 26] ; [61 21],[62.80473373 24.19526627] ; [59.19526627 22.80473373],0
u2,1,0.540194,0.37518,[19 16] ; [14 16],[17.76923077 17.23076923] ; [15.23076923 14.76923077],0
a3,1,0.564723,0.331592,[51 36] ; [51 30],[52.82142857 34.17857143] ; [49.17857143 31.82142857],0
n4,1,0.635339,0.224889,[59 27] ; [59 23],[60.4047619 25.5952381] ; [57.5952381 24.4047619],0
p12,1,0.636648,0.223153,[ 4 83] ; [ 5 75],[ 4.68862275 82.31137725] ; [ 4.31137725 75.68862275],0
v4,1,0.638545,0.22065,[79  7] ; [75  5],[79.78313253  6.21686747] ; [74.21686747  5.78313253],0
p2,1,0.666273,0.185993,[69 17] ; [62 18],[67.86746988 18.13253012] ; [63.13253012 16.86746988],0
b4,1,0.666632,0.185567,[47 40] ; [47 35],[48.39053254 38.60946746] ; [45.60946746 36.39053254],0
n2,1,0.68583,0.163636,[18  2] ; [15  1],[18.33333333  1.66666667] ; [14.66666667  1.33333333],0
n1,1,0.693282,0.155556,[ 8 12] ; [7 8],[ 8.57142857 11.42857143] ; [6.42857143 8.57142857],0
p10,1,0.726789,0.122081,[67 18] ; [64 15],[67.89634146 17.10365854] ; [63.10365854 15.89634146],0
