Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,9.6e-05,15.213363,[59  5] ; [4 5],[55.23287671  8.76712329] ; [7.76712329 1.23287671],1
r2,1,0.010877,6.485294,[62  2] ; [6 2],[60.44444444  3.55555556] ; [7.55555556 0.44444444],0
s3,1,0.012117,6.293706,[38 26] ; [1 7],[34.66666667 29.33333333] ; [4.33333333 3.66666667],0
p2,1,0.014443,5.983222,[52 12] ; [4 5],[49.09589041 14.90410959] ; [6.90410959 2.09589041],0
d5,1,0.031072,4.648967,[50 14] ; [4 5],[47.34246575 16.65753425] ; [6.65753425 2.34246575],0
v4,1,0.051177,3.802456,[61  3] ; [7 2],[59.61643836  4.38356164] ; [8.38356164 0.61643836],0
a6,1,0.055711,3.660673,[36 28] ; [2 7],[33.31506849 30.68493151] ; [4.68493151 4.31506849],0
s2,1,0.090397,2.867292,[33 30] ; [2 7],[30.625 32.375] ; [4.375 4.625],0
a5,1,0.121913,2.392575,[45 19] ; [4 5],[42.95890411 21.04109589] ; [6.04109589 2.95890411],0
n4,1,0.150219,2.070023,[44 20] ; [4 5],[42.08219178 21.91780822] ; [5.91780822 3.08219178],0
b5,1,0.182174,1.779802,[43 21] ; [4 5],[41.20547945 22.79452055] ; [5.79452055 3.20547945],0
s6,1,0.183271,1.770897,[41 20] ; [4 5],[39.21428571 21.78571429] ; [5.78571429 3.21428571],0
p6,1,0.205903,1.6,[28 35] ; [2 7],[26.25 36.75] ; [3.75 5.25],0
p10,1,0.251754,1.313546,[37 27] ; [7 2],[38.57534247 25.42465753] ; [5.42465753 3.57534247],0
p1,1,0.256839,1.285714,[ 6 57] ; [2 7],[ 7. 56.] ; [1. 8.],0
s1,1,0.258454,1.277017,[ 2 62] ; [1 8],[ 2.63013699 61.36986301] ; [0.36986301 8.63013699],0
s8,1,0.311492,1.024339,[25 38] ; [2 7],[23.625 39.375] ; [3.375 5.625],0
d1,1,0.346384,0.886662,[39 25] ; [4 5],[37.69863014 26.30136986] ; [5.30136986 3.69863014],0
d2,1,0.348696,0.878195,[32 32] ; [3 6],[30.68493151 33.31506849] ; [4.31506849 4.68493151],0
d4,1,0.376628,0.781678,[51 13] ; [6 3],[49.97260274 14.02739726] ; [7.02739726 1.97260274],0
v3,1,0.387299,0.747407,[25 37] ; [5 4],[26.1971831 35.8028169] ; [3.8028169 5.1971831],0
a4,1,0.392715,0.730519,[26 38] ; [2 6],[24.88888889 39.11111111] ; [3.11111111 4.88888889],0
v2,1,0.397474,0.715954,[30 32] ; [3 6],[28.81690141 33.18309859] ; [4.18309859 4.81690141],0
p12,1,0.427858,0.628629,[ 3 61] ; [1 8],[ 3.50684932 60.49315068] ; [0.49315068 8.50684932],0
a7,1,0.43013,0.622473,[44 20] ; [5 4],[42.95890411 21.04109589] ; [6.04109589 2.95890411],0
p7,1,0.438578,0.6,[41 23] ; [4 4],[40. 24.] ; [5. 3.],0
b2,1,0.465759,0.53202,[ 8 21] ; [1 6],[ 7.25 21.75] ; [1.75 5.25],0
b3,1,0.465759,0.53202,[ 8 21] ; [1 6],[ 7.25 21.75] ; [1.75 5.25],0
s7,1,0.47862,0.502006,[31 30] ; [3 5],[30.05797101 30.94202899] ; [3.94202899 4.05797101],0
n1,1,0.548893,0.359304,[10  7] ; [3 1],[10.52380952  6.47619048] ; [2.47619048 1.52380952],0
b4,1,0.553874,0.350422,[36 28] ; [6 3],[36.82191781 27.17808219] ; [5.17808219 3.82191781],0
a2,1,0.574892,0.314566,[12 52] ; [1 8],[11.39726027 52.60273973] ; [1.60273973 7.39726027],0
p3,1,0.625491,0.238226,[34 30] ; [4 5],[33.31506849 30.68493151] ; [4.68493151 4.31506849],0
u1,1,0.645132,0.212093,[11 53] ; [1 8],[10.52054795 53.47945205] ; [1.47945205 7.52054795],0
s5,1,0.651506,0.204007,[18 43] ; [2 7],[17.42857143 43.57142857] ; [2.57142857 6.42857143],0
n3,1,0.682665,0.167142,[11  7] ; [2 2],[10.63636364  7.36363636] ; [2.36363636 1.63636364],0
d3,1,0.710063,0.138214,[46 18] ; [7 2],[46.46575342 17.53424658] ; [6.53424658 2.46575342],0
s4,1,0.728284,0.120693,[11 52] ; [2 7],[11.375 51.625] ; [1.625 7.375],0
v1,1,0.754935,0.097431,[32 32] ; [4 5],[31.56164384 32.43835616] ; [4.43835616 4.56164384],0
n5,1,0.808441,0.058776,[40 24] ; [6 3],[40.32876712 23.67123288] ; [5.67123288 3.32876712],0
p5,1,0.809464,0.058138,[ 9 55] ; [1 8],[ 8.76712329 55.23287671] ; [1.23287671 7.76712329],0
n6,1,0.836996,0.042328,[47 16] ; [7 2],[47.25 15.75] ; [6.75 2.25],0
p9,1,0.852858,0.0344,[40 23] ; [6 3],[40.25 22.75] ; [5.75 3.25],0
b1,1,0.897944,0.01645,[27 37] ; [4 5],[27.17808219 36.82191781] ; [3.82191781 5.17808219],0
r1,1,0.912662,0.01203,[50 13] ; [7 2],[49.875 13.125] ; [7.125 1.875],0
p4,1,0.931887,0.007305,[39 25] ; [5 3],[39.11111111 24.88888889] ; [4.88888889 3.11111111],0
