Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.004032,8.269251,[45  5] ; [6 5],[41.80327869  8.19672131] ; [9.19672131 1.80327869],0
a3,1,0.012993,6.17008,[25 25] ; [10  1],[28.68852459 21.31147541] ; [6.31147541 4.68852459],0
d5,1,0.016776,5.719689,[29 21] ; [2 9],[25.40983607 24.59016393] ; [5.59016393 5.40983607],0
p10,1,0.028106,4.821565,[44  5] ; [7 4],[41.65  7.35] ; [9.35 1.65],0
s2,1,0.056133,3.648093,[33 16] ; [4 7],[30.21666667 18.78333333] ; [6.78333333 4.21666667],0
s3,1,0.071067,3.258209,[36 13] ; [5 6],[33.48333333 15.51666667] ; [7.51666667 3.48333333],0
v2,1,0.071416,3.25018,[20 27] ; [8 3],[22.68965517 24.31034483] ; [5.31034483 5.68965517],0
r3,1,0.085373,2.959522,[48  2] ; [9 2],[46.72131148  3.27868852] ; [10.27868852  0.72131148],0
r2,1,0.190955,1.710238,[46  3] ; [9 2],[44.91666667  4.08333333] ; [10.08333333  0.91666667],0
a4,1,0.200248,1.640566,[13 37] ; [5 6],[14.75409836 35.24590164] ; [3.24590164 7.75409836],0
p3,1,0.237729,1.394013,[22 28] ; [7 4],[23.7704918 26.2295082] ; [5.2295082 5.7704918],0
b2,1,0.24324,1.361717,[10 25] ; [4 4],[11.39534884 23.60465116] ; [2.60465116 5.39534884],0
b3,1,0.24324,1.361717,[10 25] ; [4 4],[11.39534884 23.60465116] ; [2.60465116 5.39534884],0
v1,1,0.257406,1.282656,[26 21] ; [4 7],[24.31034483 22.68965517] ; [5.68965517 5.31034483],0
r1,1,0.2748,1.192629,[38 10] ; [7 4],[36.61016949 11.38983051] ; [8.38983051 2.61016949],0
v3,1,0.276678,1.183335,[14 35] ; [5 6],[15.51666667 33.48333333] ; [3.48333333 7.51666667],0
a2,1,0.304594,1.053972,[ 4 46] ; [2 9],[ 4.91803279 45.08196721] ; [1.08196721 9.91803279],0
r4,1,0.304594,1.053972,[46  4] ; [9 2],[45.08196721  4.91803279] ; [9.91803279 1.08196721],0
p7,1,0.305054,1.051969,[33 17] ; [9 2],[34.42622951 15.57377049] ; [7.57377049 3.42622951],0
s4,1,0.329506,0.950838,[11 39] ; [ 1 10],[ 9.83606557 40.16393443] ; [2.16393443 8.83606557],0
p4,1,0.36534,0.819453,[29 21] ; [8 3],[30.32786885 19.67213115] ; [6.67213115 4.32786885],0
a5,1,0.36534,0.819453,[29 21] ; [8 3],[30.32786885 19.67213115] ; [6.67213115 4.32786885],0
b1,1,0.448198,0.575205,[21 29] ; [6 5],[22.13114754 27.86885246] ; [4.86885246 6.13114754],0
b5,1,0.448198,0.575205,[29 21] ; [5 6],[27.86885246 22.13114754] ; [6.13114754 4.86885246],0
n6,1,0.469929,0.522143,[41  9] ; [10  1],[41.80327869  8.19672131] ; [9.19672131 1.80327869],0
s7,1,0.474424,0.511653,[35 14] ; [6 4],[34.05084746 14.94915254] ; [6.94915254 3.05084746],0
d1,1,0.47962,0.499728,[ 2 48] ; [ 1 10],[ 2.45901639 47.54098361] ; [ 0.54098361 10.45901639],0
v4,1,0.490895,0.474563,[47  2] ; [10  1],[46.55  2.45] ; [10.45  0.55],0
n4,1,0.513092,0.427757,[36 13] ; [7 4],[35.11666667 13.88333333] ; [7.88333333 3.11666667],0
p1,1,0.558558,0.342207,[ 8 42] ; [ 1 10],[ 7.37704918 42.62295082] ; [1.62295082 9.37704918],0
p2,1,0.593843,0.284382,[40 10] ; [8 3],[39.3442623 10.6557377] ; [8.6557377 2.3442623],0
p8,1,0.607381,0.264007,[23 27] ; [6 5],[23.7704918 26.2295082] ; [5.2295082 5.7704918],0
s5,1,0.63704,0.222635,[17 32] ; [3 8],[16.33333333 32.66666667] ; [3.66666667 7.33333333],0
n5,1,0.706543,0.141755,[39 11] ; [8 3],[38.52459016 11.47540984] ; [8.47540984 2.52459016],0
u1,1,0.707703,0.140582,[ 3 47] ; [ 1 10],[ 3.27868852 46.72131148] ; [ 0.72131148 10.27868852],0
p12,1,0.707703,0.140582,[ 3 47] ; [ 1 10],[ 3.27868852 46.72131148] ; [ 0.72131148 10.27868852],0
s1,1,0.721332,0.12722,[ 3 46] ; [ 1 10],[ 3.26666667 45.73333333] ; [ 0.73333333 10.26666667],0
a6,1,0.730748,0.118426,[29 21] ; [7 4],[29.50819672 20.49180328] ; [6.49180328 4.50819672],0
a7,1,0.739112,0.110909,[30 20] ; [6 5],[29.50819672 20.49180328] ; [6.49180328 4.50819672],0
d3,1,0.779501,0.078383,[11 39] ; [2 9],[10.6557377 39.3442623] ; [2.3442623 8.6557377],0
d2,1,0.780154,0.077907,[16 34] ; [4 7],[16.39344262 33.60655738] ; [3.60655738 7.39344262],0
p6,1,0.780154,0.077907,[16 34] ; [4 7],[16.39344262 33.60655738] ; [3.60655738 7.39344262],0
p5,1,0.784033,0.075113,[ 6 44] ; [ 1 10],[ 5.73770492 44.26229508] ; [1.26229508 9.73770492],0
b4,1,0.784844,0.074536,[25 25] ; [6 5],[25.40983607 24.59016393] ; [5.59016393 5.40983607],0
p11,1,0.819484,0.052079,[38 12] ; [8 3],[37.70491803 12.29508197] ; [8.29508197 2.70491803],0
