Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,48.447776,[77 17] ; [ 3 25],[61.63934426 32.36065574] ; [18.36065574  9.63934426],1
v4,1,1.1e-05,19.268656,[81 13] ; [13 15],[72.42622951 21.57377049] ; [21.57377049  6.42622951],1
r1,1,1.3e-05,19.000656,[66 27] ; [ 7 21],[56.10743802 36.89256198] ; [16.89256198 11.10743802],1
p2,1,0.000268,13.281306,[57 37] ; [ 6 22],[48.54098361 45.45901639] ; [14.45901639 13.54098361],1
r2,1,0.000306,13.033768,[83 10] ; [16 11],[76.725 16.275] ; [22.275  4.725],1
p11,1,0.001159,10.554971,[53 41] ; [ 6 22],[45.45901639 48.54098361] ; [13.54098361 14.45901639],0
n5,1,0.001849,9.693222,[39 55] ; [21  7],[46.2295082 47.7704918] ; [13.7704918 14.2295082],0
d4,1,0.002302,9.291681,[72 22] ; [13 15],[65.49180328 28.50819672] ; [19.50819672  8.49180328],0
a1,1,0.00364,8.455373,[ 4 90] ; [ 6 22],[ 7.70491803 86.29508197] ; [ 2.29508197 25.70491803],0
n6,1,0.007103,7.246665,[65 29] ; [11 16],[59.04132231 34.95867769] ; [16.95867769 10.04132231],0
n3,1,0.009546,6.717742,[26 10] ; [ 5 10],[21.88235294 14.11764706] ; [9.11764706 5.88235294],0
p4,1,0.010106,6.616113,[34 60] ; [ 3 25],[28.50819672 65.49180328] ; [ 8.49180328 19.50819672],0
d3,1,0.011249,6.42553,[59 35] ; [10 18],[53.16393443 40.83606557] ; [15.83606557 12.16393443],0
p6,1,0.018364,5.561109,[22 69] ; [ 1 26],[17.73728814 73.26271186] ; [ 5.26271186 21.73728814],0
d5,1,0.019752,5.433663,[69 25] ; [14 14],[63.95081967 30.04918033] ; [19.04918033  8.95081967],0
p8,1,0.0222,5.230009,[27 67] ; [ 2 25],[22.52892562 71.47107438] ; [ 6.47107438 20.52892562],0
n2,1,0.030251,4.694999,[25 11] ; [ 6 10],[21.46153846 14.53846154] ; [9.53846154 6.46153846],0
v2,1,0.035622,4.41512,[40 52] ; [ 6 22],[35.26666667 56.73333333] ; [10.73333333 17.26666667],0
s4,1,0.037303,4.336533,[ 5 87] ; [ 5 23],[ 7.66666667 84.33333333] ; [ 2.33333333 25.66666667],0
b3,1,0.046277,3.97148,[16 47] ; [9 9],[19.44444444 43.55555556] ; [ 5.55555556 12.44444444],0
b2,1,0.046277,3.97148,[16 47] ; [9 9],[19.44444444 43.55555556] ; [ 5.55555556 12.44444444],0
a7,1,0.047622,3.923283,[60 34] ; [12 16],[55.47540984 38.52459016] ; [16.52459016 11.47540984],0
v1,1,0.063402,3.446068,[34 59] ; [ 5 23],[29.97520661 63.02479339] ; [ 9.02479339 18.97520661],0
u3,1,0.064347,3.421645,[19 19] ; [ 3 11],[16.07692308 21.92307692] ; [5.92307692 8.07692308],0
s8,1,0.091493,2.847914,[15 77] ; [ 1 26],[12.3697479 79.6302521] ; [ 3.6302521 23.3697479],0
d1,1,0.096024,2.77037,[47 47] ; [ 9 19],[43.14754098 50.85245902] ; [12.85245902 15.14754098],0
p3,1,0.101668,2.679179,[28 66] ; [ 4 24],[24.6557377 69.3442623] ; [ 7.3442623 20.6557377],0
p9,1,0.1055,2.62037,[29 63] ; [ 4 22],[25.72881356 66.27118644] ; [ 7.27118644 18.72881356],0
p1,1,0.109548,2.560734,[ 3 90] ; [ 3 25],[ 4.61157025 88.38842975] ; [ 1.38842975 26.61157025],0
b5,1,0.126183,2.338843,[62 32] ; [14 14],[58.55737705 35.44262295] ; [17.44262295 10.55737705],0
p7,1,0.144679,2.127471,[34 60] ; [ 6 22],[30.81967213 63.18032787] ; [ 9.18032787 18.81967213],0
a4,1,0.191892,1.703028,[41 53] ; [ 8 19],[38.0661157 55.9338843] ; [10.9338843 16.0661157],0
s2,1,0.195321,1.677019,[11 81] ; [ 1 27],[ 9.2 82.8] ; [ 2.8 25.2],0
u1,1,0.204752,1.608154,[11 83] ; [ 1 27],[ 9.24590164 84.75409836] ; [ 2.75409836 25.24590164],0
a8,1,0.220154,1.503366,[10 75] ; [ 1 26],[ 8.34821429 76.65178571] ; [ 2.65178571 24.34821429],0
d2,1,0.234296,1.41459,[47 47] ; [10 17],[44.28099174 49.71900826] ; [12.71900826 14.28099174],0
a5,1,0.258548,1.276514,[55 39] ; [13 15],[52.39344262 41.60655738] ; [15.60655738 12.39344262],0
s7,1,0.31683,1.001988,[14 74] ; [ 2 23],[12.46017699 75.53982301] ; [ 3.53982301 21.46017699],0
a2,1,0.353996,0.859081,[21 73] ; [ 4 24],[19.26229508 74.73770492] ; [ 5.73770492 22.26229508],0
p12,1,0.359025,0.841299,[ 1 93] ; [ 1 27],[ 1.54098361 92.45901639] ; [ 0.45901639 27.54098361],0
s1,1,0.361256,0.833521,[ 3 90] ; [ 2 26],[ 3.84297521 89.15702479] ; [ 1.15702479 26.84297521],0
b1,1,0.368965,0.807148,[48 46] ; [17 11],[50.08196721 43.91803279] ; [14.91803279 13.08196721],0
b4,1,0.425169,0.635982,[55 39] ; [14 14],[53.16393443 40.83606557] ; [15.83606557 12.16393443],0
a6,1,0.441089,0.593448,[58 36] ; [15 13],[56.24590164 37.75409836] ; [16.75409836 11.24590164],0
a3,1,0.473833,0.513024,[56 38] ; [14 13],[54.38016529 39.61983471] ; [15.61983471 11.38016529],0
u2,1,0.494963,0.465719,[14 22] ; [ 4 10],[12.96 23.04] ; [5.04 8.96],0
n4,1,0.518351,0.417173,[54 40] ; [18 10],[55.47540984 38.52459016] ; [16.52459016 11.47540984],0
s6,1,0.533787,0.387176,[26 66] ; [ 6 21],[24.7394958 67.2605042] ; [ 7.2605042 19.7394958],0
v3,1,0.664581,0.188006,[19 71] ; [ 7 21],[19.83050847 70.16949153] ; [ 6.16949153 21.83050847],0
n1,1,0.770675,0.084967,[12 24] ; [ 6 10],[12.46153846 23.53846154] ; [ 5.53846154 10.46153846],0
s5,1,0.953295,0.00343,[10 80] ; [ 3 25],[ 9.91525424 80.08474576] ; [ 3.08474576 24.91525424],0
