Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.0,28.670044,[ 26 140] ; [54 68],[ 46.11111111 119.88888889] ; [33.88888889 88.11111111],1
p7,1,3.9e-05,16.89654,[68 89] ; [83 39],[84.97132616 72.02867384] ; [66.02867384 55.97132616],1
d3,1,0.001146,10.575443,[106  62] ; [100  24],[118.52054795  49.47945205] ; [87.47945205 36.52054795],0
p8,1,0.001554,10.013545,[ 52 111] ; [62 61],[64.97202797 98.02797203] ; [49.02797203 73.97202797],0
p2,1,0.00215,9.417007,[122  47] ; [108  16],[132.66211604  36.33788396] ; [97.33788396 26.66211604],0
s8,1,0.020619,5.358746,[73 96] ; [70 53],[82.76369863 86.23630137] ; [60.23630137 62.76369863],0
v1,1,0.027775,4.841991,[74 89] ; [72 51],[83.20979021 79.79020979] ; [62.79020979 60.20979021],0
d1,1,0.033335,4.528514,[81 88] ; [75 49],[89.97952218 79.02047782] ; [66.02047782 57.97952218],0
a5,1,0.048728,3.88471,[110  59] ; [94 30],[117.66552901  51.33447099] ; [86.33447099 37.66552901],0
n5,1,0.049685,3.852065,[117  51] ; [99 25],[124.2739726  43.7260274] ; [91.7260274 32.2739726],0
d2,1,0.058562,3.577641,[ 62 106] ; [59 64],[69.8556701 98.1443299] ; [51.1443299 71.8556701],0
n4,1,0.066275,3.372957,[117  52] ; [97 26],[123.85616438  45.14383562] ; [90.14383562 32.85616438],0
s4,1,0.126698,2.332506,[ 41 125] ; [ 21 101],[ 35.73611111 130.26388889] ; [26.26388889 95.73611111],0
r4,1,0.137983,2.200312,[146  23] ; [114  10],[149.96587031  19.03412969] ; [110.03412969  13.96587031],0
d5,1,0.153226,2.03984,[128  40] ; [103  21],[132.90410959  35.09589041] ; [98.09589041 25.90410959],0
p1,1,0.158365,1.989772,[  6 162] ; [  9 115],[  8.63013699 159.36986301] ; [  6.36986301 117.63013699],0
p5,1,0.163619,1.940457,[  7 160] ; [ 10 114],[  9.75601375 157.24398625] ; [  7.24398625 116.75601375],0
s7,1,0.242712,1.364772,[85 82] ; [70 51],[89.87847222 77.12152778] ; [65.12152778 55.87847222],0
u2,1,0.247713,1.336154,[30 26] ; [28 15],[32.80808081 23.19191919] ; [25.19191919 17.80808081],0
s3,1,0.297422,1.08572,[117  47] ; [80 42],[112.96503497  51.03496503] ; [84.03496503 37.96503497],0
p12,1,0.32076,0.985847,[ 13 155] ; [  6 118],[ 10.93150685 157.06849315] ; [  8.06849315 115.93150685],0
p10,1,0.357259,0.847506,[128  39] ; [99 23],[131.17301038  35.82698962] ; [95.82698962 26.17301038],0
n2,1,0.358906,0.841718,[47 11] ; [21  8],[45.33333333 12.66666667] ; [22.66666667  6.33333333],0
s2,1,0.376854,0.780938,[102  65] ; [82 42],[105.59450172  61.40549828] ; [78.40549828 45.59450172],0
b4,1,0.400174,0.707803,[105  64] ; [71 53],[101.51535836  67.48464164] ; [74.48464164 49.51535836],0
d4,1,0.403019,0.699301,[133  35] ; [103  21],[135.78082192  32.21917808] ; [100.21917808  23.78082192],0
a4,1,0.410345,0.677801,[ 63 105] ; [52 71],[ 66.39175258 101.60824742] ; [48.60824742 74.39175258],0
u3,1,0.414345,0.666298,[32 25] ; [27 15],[33.96969697 23.03030303] ; [25.03030303 16.96969697],0
n6,1,0.424851,0.636859,[136  32] ; [104  19],[138.55670103  29.44329897] ; [101.44329897  21.55670103],0
a8,1,0.434446,0.610909,[ 28 126] ; [16 94],[ 25.66666667 128.33333333] ; [18.33333333 91.66666667],0
r3,1,0.45557,0.556756,[157  10] ; [119   5],[158.39175258   8.60824742] ; [117.60824742   6.39175258],0
v4,1,0.603118,0.270319,[158   9] ; [118   5],[158.93793103   8.06206897] ; [117.06206897   5.93793103],0
v2,1,0.635323,0.224912,[80 75] ; [67 56],[81.96043165 73.03956835] ; [65.03956835 57.96043165],0
a7,1,0.637199,0.222424,[124  45] ; [94 30],[125.74061433  43.25938567] ; [92.25938567 31.74061433],0
a6,1,0.649452,0.206592,[114  54] ; [81 43],[112.19178082  55.80821918] ; [82.80821918 41.19178082],0
n3,1,0.664298,0.188345,[40 18] ; [18 10],[39.11627907 18.88372093] ; [18.88372093  9.11627907],0
b2,1,0.7015,0.146916,[28 61] ; [23 57],[26.85798817 62.14201183] ; [24.14201183 55.85798817],0
b3,1,0.7015,0.146916,[28 61] ; [23 57],[26.85798817 62.14201183] ; [24.14201183 55.85798817],0
a3,1,0.70188,0.146523,[112  56] ; [80 44],[110.46575342  57.53424658] ; [81.53424658 42.46575342],0
p11,1,0.719945,0.128546,[125  44] ; [94 30],[126.31740614  42.68259386] ; [92.68259386 31.31740614],0
r1,1,0.723344,0.125311,[136  33] ; [101  22],[137.16780822  31.83219178] ; [99.83219178 23.16780822],0
s1,1,0.773885,0.08254,[  8 157] ; [  5 116],[  7.5 157.5] ; [  5.5 115.5],0
a2,1,0.825611,0.048547,[ 35 134] ; [27 97],[ 35.76109215 133.23890785] ; [26.23890785 97.76109215],0
p9,1,0.892789,0.018165,[135  29] ; [102  21],[135.42857143  28.57142857] ; [101.57142857  21.42857143],0
v3,1,0.893967,0.017765,[ 55 107] ; [42 79],[ 55.52650177 106.47349823] ; [41.47349823 79.52650177],0
s5,1,0.929783,0.007765,[ 61 103] ; [46 76],[ 61.35664336 102.64335664] ; [45.64335664 76.35664336],0
u1,1,0.947262,0.004375,[ 25 144] ; [ 18 106],[ 24.80204778 144.19795222] ; [ 18.19795222 105.80204778],0
b5,1,0.949222,0.004056,[111  58] ; [81 43],[110.7440273  58.2559727] ; [81.2559727 42.7440273],0
a1,1,0.962645,0.002193,[  7 162] ; [  5 119],[  6.92150171 162.07849829] ; [  5.07849829 118.92150171],0
u4,1,0.976809,0.000845,[  4 165] ; [  3 121],[  4.03754266 164.96245734] ; [  2.96245734 121.03754266],0
r2,1,0.977227,0.000815,[154  12] ; [114   9],[153.93771626  12.06228374] ; [114.06228374   8.93771626],0
b1,1,0.989737,0.000165,[ 56 113] ; [41 83],[ 55.94880546 113.05119454] ; [41.05119454 82.94880546],0
n1,1,1.0,0.0,[22 36] ; [11 18],[22. 36.] ; [11. 18.],0
