Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,26.417652,[40 38] ; [ 30 129],[23.03797468 54.96202532] ; [ 46.96202532 112.03797468],1
s7,1,0.000279,13.209649,[36 37] ; [ 38 114],[24.00888889 48.99111111] ; [ 49.99111111 102.00888889],1
p2,1,0.000815,11.207389,[64 14] ; [96 63],[52.65822785 25.34177215] ; [107.34177215  51.65822785],1
s8,1,0.001686,9.863621,[32 46] ; [ 34 124],[21.81355932 56.18644068] ; [ 44.18644068 113.81355932],0
p7,1,0.00265,9.034069,[42 35] ; [ 53 103],[31.39484979 45.60515021] ; [63.60515021 92.39484979],0
p6,1,0.002869,8.888771,[23 55] ; [ 21 136],[14.60425532 63.39574468] ; [ 29.39574468 127.60425532],0
p5,1,0.003222,8.677468,[ 7 70] ; [  2 157],[ 2.93644068 74.06355932] ; [  6.06355932 152.93644068],0
p10,1,0.005549,7.691147,[56 20] ; [86 71],[46.31759657 29.68240343] ; [95.68240343 61.31759657],0
r4,1,0.0093,6.764253,[67 11] ; [112  47],[58.91139241 19.08860759] ; [120.08860759  38.91139241],0
r3,1,0.012694,6.211324,[73  5] ; [127  29],[66.66666667 11.33333333] ; [133.33333333  22.66666667],0
d5,1,0.01537,5.873549,[52 26] ; [79 79],[43.29661017 34.70338983] ; [87.70338983 70.29661017],0
s6,1,0.020984,5.328086,[48 30] ; [72 86],[39.66101695 38.33898305] ; [80.33898305 77.66101695],0
p9,1,0.021723,5.267817,[60 18] ; [96 59],[52.22317597 25.77682403] ; [103.77682403  51.22317597],0
n6,1,0.030992,4.653409,[63 15] ; [105  51],[56. 22.] ; [112.  44.],0
d4,1,0.047944,3.911962,[36 42] ; [95 64],[43.11392405 34.88607595] ; [87.88607595 71.11392405],0
s2,1,0.082638,3.012234,[35 42] ; [ 53 104],[28.95726496 48.04273504] ; [59.04273504 97.95726496],0
a1,1,0.095453,2.779911,[ 2 76] ; [ 13 146],[ 4.93670886 73.06329114] ; [ 10.06329114 148.93670886],0
p1,1,0.101058,2.688769,[ 7 71] ; [  6 152],[ 4.29661017 73.70338983] ; [  8.70338983 149.29661017],0
s5,1,0.128011,2.316464,[21 55] ; [ 29 125],[16.52173913 59.47826087] ; [ 33.47826087 120.52173913],0
v4,1,0.134316,2.241898,[71  7] ; [130  25],[67.28755365 10.71244635] ; [133.71244635  21.28755365],0
n5,1,0.146208,2.111374,[55 22] ; [97 60],[50.01709402 26.98290598] ; [101.98290598  55.01709402],0
s4,1,0.17885,1.807157,[10 67] ; [ 32 127],[13.70338983 63.29661017] ; [ 28.29661017 130.70338983],0
b4,1,0.183361,1.770168,[40 38] ; [96 63],[44.75949367 33.24050633] ; [91.24050633 67.75949367],0
s3,1,0.194724,1.681511,[41 36] ; [69 87],[36.35193133 40.64806867] ; [73.64806867 82.35193133],0
n4,1,0.2166,1.526753,[55 22] ; [100  58],[50.78723404 26.21276596] ; [104.21276596  53.78723404],0
u2,1,0.249762,1.324633,[11 17] ; [36 33],[13.56701031 14.43298969] ; [33.43298969 35.56701031],0
a3,1,0.278887,1.172503,[49 29] ; [87 70],[45.14042553 32.85957447] ; [90.85957447 66.14042553],0
a6,1,0.282658,1.154265,[46 32] ; [82 77],[42.12658228 35.87341772] ; [85.87341772 73.12658228],0
a5,1,0.288954,1.12449,[43 35] ; [76 83],[39.16455696 38.83544304] ; [79.83544304 79.16455696],0
d3,1,0.323154,0.976139,[33 45] ; [ 56 101],[29.54042553 48.45957447] ; [59.45957447 97.54042553],0
a8,1,0.378104,0.776858,[12 60] ; [ 19 135],[ 9.87610619 62.12389381] ; [ 21.12389381 132.87610619],0
n2,1,0.418861,0.653509,[16  7] ; [43 12],[17.3974359  5.6025641] ; [41.6025641 13.3974359],0
n3,1,0.449201,0.572667,[18  5] ; [37 16],[16.64473684  6.35526316] ; [38.35526316 14.64473684],0
s1,1,0.484589,0.488519,[ 5 70] ; [  7 149],[ 3.8961039 71.1038961] ; [  8.1038961 147.8961039],0
u1,1,0.486564,0.484115,[ 2 76] ; [  7 152],[ 2.96202532 75.03797468] ; [  6.03797468 152.96202532],0
n1,1,0.496691,0.462,[ 9 13] ; [18 37],[ 7.71428571 14.28571429] ; [19.28571429 35.71428571],0
a4,1,0.505941,0.442453,[22 55] ; [ 39 120],[19.90254237 57.09745763] ; [ 41.09745763 117.90254237],0
d2,1,0.521502,0.410922,[16 62] ; [ 27 131],[14.21186441 63.78813559] ; [ 28.78813559 129.21186441],0
a2,1,0.546056,0.364429,[ 6 72] ; [  9 150],[ 4.93670886 73.06329114] ; [ 10.06329114 148.93670886],0
r1,1,0.563108,0.334352,[52 25] ; [100  57],[50.01709402 26.98290598] ; [101.98290598  55.01709402],0
v1,1,0.622433,0.242463,[35 40] ; [67 88],[33.26086957 41.73913043] ; [68.73913043 86.26086957],0
b1,1,0.622824,0.241918,[35 43] ; [66 93],[33.24050633 44.75949367] ; [67.75949367 91.24050633],0
