Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.000129,14.655931,[52 17] ; [ 4 12],[45.45882353 23.54117647] ; [10.54117647  5.45882353],1
v4,1,0.000228,13.588235,[66  2] ; [11  5],[62.33333333  5.66666667] ; [14.66666667  1.33333333],1
b1,1,0.005236,7.79595,[18 51] ; [10  6],[22.72941176 46.27058824] ; [ 5.27058824 10.72941176],0
p10,1,0.036697,4.364403,[58 10] ; [10  6],[55.04761905 12.95238095] ; [12.95238095  3.04761905],0
d5,1,0.038217,4.295333,[49 20] ; [7 9],[45.45882353 23.54117647] ; [10.54117647  5.45882353],0
b4,1,0.041448,4.157609,[45 24] ; [ 6 10],[41.4 27.6] ; [9.6 6.4],0
s7,1,0.057979,3.594266,[29 36] ; [ 3 13],[25.67901235 39.32098765] ; [6.32098765 9.67901235],0
d1,1,0.083347,2.998405,[29 40] ; [ 3 13],[25.97647059 43.02352941] ; [6.02352941 9.97647059],0
s4,1,0.106495,2.605474,[13 56] ; [ 6 10],[15.42352941 53.57647059] ; [ 3.57647059 12.42352941],0
a7,1,0.112399,2.520167,[45 24] ; [7 9],[42.21176471 26.78823529] ; [9.78823529 6.21176471],0
n1,1,0.133456,2.251838,[ 5 15] ; [3 2],[ 6.4 13.6] ; [1.6 3.4],0
a6,1,0.159684,1.977217,[34 35] ; [11  5],[36.52941176 32.47058824] ; [8.47058824 7.52941176],0
p12,1,0.162318,1.952496,[ 5 63] ; [ 3 13],[ 6.47619048 61.52380952] ; [ 1.52380952 14.47619048],0
v3,1,0.169028,1.891544,[25 43] ; [ 3 13],[22.66666667 45.33333333] ; [ 5.33333333 10.66666667],0
n6,1,0.173442,1.852941,[60  8] ; [12  4],[58.28571429  9.71428571] ; [13.71428571  2.28571429],0
d4,1,0.20475,1.608165,[50 19] ; [9 7],[47.89411765 21.10588235] ; [11.10588235  4.89411765],0
