Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,1.9e-05,18.319303,[11 28] ; [52 22],[21.74336283 17.25663717] ; [41.25663717 32.74336283],1
a5,1,0.011717,6.353223,[14 25] ; [45 29],[20.36283186 18.63716814] ; [38.63716814 35.36283186],0
v3,1,0.02849,4.798176,[ 5 33] ; [23 48],[ 9.76146789 28.23853211] ; [18.23853211 52.76146789],0
s7,1,0.056542,3.636007,[ 5 32] ; [20 46],[ 8.98058252 28.01941748] ; [16.01941748 49.98058252],0
s8,1,0.091331,2.850761,[ 3 35] ; [15 59],[ 6.10714286 31.89285714] ; [11.89285714 62.10714286],0
s3,1,0.103909,2.644499,[10 29] ; [30 43],[13.92857143 25.07142857] ; [26.07142857 46.92857143],0
r2,1,0.115923,2.471557,[29 10] ; [63 10],[32.03571429  6.96428571] ; [59.96428571 13.03571429],0
n1,1,0.13057,2.285714,[ 5 15] ; [13 15],[ 7.5 12.5] ; [10.5 17.5],0
v1,1,0.145815,2.115489,[ 9 30] ; [27 47],[12.42477876 26.57522124] ; [23.57522124 50.42477876],0
d3,1,0.149635,2.075965,[15 24] ; [39 35],[18.63716814 20.36283186] ; [35.36283186 38.63716814],0
s2,1,0.152011,2.051954,[ 7 31] ; [23 51],[10.17857143 27.82142857] ; [19.82142857 54.17857143],0
a1,1,0.174261,1.845903,[ 1 38] ; [ 7 67],[ 2.76106195 36.23893805] ; [ 5.23893805 68.76106195],0
b5,1,0.194484,1.683322,[25 14] ; [38 36],[21.74336283 17.25663717] ; [41.25663717 32.74336283],0
p7,1,0.203591,1.616423,[17 22] ; [23 50],[13.92857143 25.07142857] ; [26.07142857 46.92857143],0
b3,1,0.230841,1.435674,[ 4 15] ; [16 28],[ 6.03174603 12.96825397] ; [13.96825397 30.03174603],0
b2,1,0.230841,1.435674,[ 4 15] ; [16 28],[ 6.03174603 12.96825397] ; [13.96825397 30.03174603],0
a6,1,0.264603,1.244514,[20 19] ; [46 28],[22.77876106 16.22123894] ; [43.22123894 30.77876106],0
p8,1,0.276867,1.182404,[ 9 30] ; [11 63],[ 6.90265487 32.09734513] ; [13.09734513 60.90265487],0
p3,1,0.277238,1.180581,[ 5 33] ; [16 58],[ 7.125 30.875] ; [13.875 60.125],0
s6,1,0.278579,1.17401,[10 28] ; [27 47],[12.55357143 25.44642857] ; [24.44642857 49.55357143],0
n6,1,0.329959,0.949058,[20 19] ; [45 29],[22.43362832 16.56637168] ; [42.56637168 31.43362832],0
a4,1,0.345796,0.888824,[13 26] ; [31 42],[15.32142857 23.67857143] ; [28.67857143 44.32142857],0
u3,1,0.352972,0.862745,[10  7] ; [12 15],[8.5 8.5] ; [13.5 13.5],0
p2,1,0.368635,0.808262,[15 24] ; [35 39],[17.25663717 21.74336283] ; [32.74336283 41.25663717],0
a8,1,0.404022,0.696324,[ 2 35] ; [ 7 62],[ 3.14150943 33.85849057] ; [ 5.85849057 63.14150943],0
a3,1,0.408478,0.683227,[22 17] ; [47 26],[24.02678571 14.97321429] ; [44.97321429 28.02678571],0
a2,1,0.409901,0.679088,[ 5 34] ; [14 60],[ 6.55752212 32.44247788] ; [12.44247788 61.55752212],0
u1,1,0.418821,0.653621,[ 2 37] ; [ 7 67],[ 3.10619469 35.89380531] ; [ 5.89380531 68.10619469],0
r4,1,0.461611,0.541986,[22 17] ; [47 27],[23.81415929 15.18584071] ; [45.18584071 28.81415929],0
d4,1,0.472134,0.516977,[29  9] ; [51 22],[27.38738739 10.61261261] ; [52.61261261 20.38738739],0
n3,1,0.514667,0.424567,[11  8] ; [13 14],[9.91304348 9.08695652] ; [14.08695652 12.91304348],0
s1,1,0.527453,0.399295,[ 4 35] ; [ 5 68],[ 3.13392857 35.86607143] ; [ 5.86607143 67.13392857],0
b4,1,0.540284,0.375014,[26 13] ; [45 29],[24.50442478 14.49557522] ; [46.49557522 27.50442478],0
p6,1,0.574575,0.315088,[ 6 31] ; [ 9 64],[ 5.04545455 31.95454545] ; [ 9.95454545 63.04545455],0
d2,1,0.58324,0.301027,[20 19] ; [33 39],[18.62162162 20.37837838] ; [34.37837838 37.62162162],0
p11,1,0.616626,0.250639,[16 23] ; [34 40],[17.25663717 21.74336283] ; [32.74336283 41.25663717],0
d5,1,0.62106,0.244381,[24 15] ; [49 25],[25.19469027 13.80530973] ; [47.80530973 26.19469027],0
a7,1,0.621103,0.244321,[20 19] ; [41 32],[21.24107143 17.75892857] ; [39.75892857 33.24107143],0
s5,1,0.648845,0.207359,[ 5 33] ; [12 61],[ 5.81981982 32.18018018] ; [11.18018018 61.81981982],0
r1,1,0.693684,0.155127,[26 13] ; [52 22],[26.92035398 12.07964602] ; [51.07964602 22.92035398],0
v2,1,0.709892,0.138385,[14 23] ; [25 48],[13.11818182 23.88181818] ; [25.88181818 47.11818182],0
n2,1,0.721408,0.127148,[10 10] ; [16 13],[10.6122449  9.3877551] ; [15.3877551 13.6122449],0
d1,1,0.75455,0.097748,[17 22] ; [30 44],[16.22123894 22.77876106] ; [30.77876106 43.22123894],0
u2,1,0.759047,0.094085,[9 8] ; [15 11],[9.48837209 7.51162791] ; [14.51162791 11.48837209],0
p10,1,0.764537,0.089717,[ 8 31] ; [17 57],[ 8.62831858 30.37168142] ; [16.37168142 57.62831858],0
v4,1,0.848624,0.036433,[28 10] ; [55 18],[28.41441441  9.58558559] ; [54.58558559 18.41441441],0
p1,1,0.937313,0.006185,[ 2 37] ; [ 4 69],[ 2.08928571 36.91071429] ; [ 3.91071429 69.08928571],0
s4,1,0.940242,0.00562,[ 5 34] ; [ 9 64],[ 4.875 34.125] ; [ 9.125 63.875],0
r3,1,0.96453,0.001978,[29 10] ; [54 19],[28.90178571 10.09821429] ; [54.09821429 18.90178571],0
b1,1,0.983182,0.000444,[21 18] ; [40 34],[21.05309735 17.94690265] ; [39.94690265 34.05309735],0
