Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.00333,8.617469,[42  5] ; [61 31],[34.82733813 12.17266187] ; [68.17266187 23.82733813],0
s6,1,0.018874,5.513111,[45  3] ; [76 21],[40.05517241  7.94482759] ; [80.94482759 16.05517241],0
s4,1,0.021403,5.293693,[16 32] ; [16 81],[10.59310345 37.40689655] ; [21.40689655 75.59310345],0
p10,1,0.031747,4.61212,[46  3] ; [78 19],[41.61643836  7.38356164] ; [82.38356164 14.61643836],0
p9,1,0.031747,4.61212,[46  3] ; [78 19],[41.61643836  7.38356164] ; [82.38356164 14.61643836],0
n3,1,0.035116,4.439547,[15  2] ; [17 12],[11.82608696  5.17391304] ; [20.17391304  8.82608696],0
a5,1,0.063385,3.446525,[40  9] ; [65 32],[35.23972603 13.76027397] ; [69.76027397 27.23972603],0
d2,1,0.143833,2.136468,[31 18] ; [49 48],[26.84931507 22.15068493] ; [53.15068493 43.84931507],0
n6,1,0.166796,1.911503,[45  4] ; [81 16],[42.28767123  6.71232877] ; [83.71232877 13.28767123],0
r2,1,0.190319,1.715143,[47  2] ; [86 10],[44.94482759  4.05517241] ; [88.05517241  7.94482759],0
p12,1,0.194047,1.686618,[ 6 42] ; [ 6 91],[ 3.97241379 44.02758621] ; [ 8.02758621 88.97241379],0
a2,1,0.194706,1.681645,[16 33] ; [22 75],[12.75342466 36.24657534] ; [25.24657534 71.75342466],0
a6,1,0.200994,1.635133,[36 13] ; [61 36],[32.55479452 16.44520548] ; [64.44520548 32.55479452],0
s2,1,0.206428,1.596301,[35 14] ; [59 38],[31.54794521 17.45205479] ; [62.45205479 34.54794521],0
b3,1,0.215996,1.530777,[13 15] ; [20 41],[10.38202247 17.61797753] ; [22.61797753 38.38202247],0
b2,1,0.215996,1.530777,[13 15] ; [20 41],[10.38202247 17.61797753] ; [22.61797753 38.38202247],0
p7,1,0.238139,1.391577,[34 15] ; [57 39],[30.75172414 18.24827586] ; [60.24827586 35.75172414],0
v3,1,0.258042,1.279234,[19 28] ; [29 65],[16. 31.] ; [32. 62.],0
u1,1,0.265921,1.237667,[13 36] ; [18 79],[10.40410959 38.59589041] ; [20.59589041 76.40410959],0
n1,1,0.277115,1.181186,[8 9] ; [ 9 20],[ 6.2826087 10.7173913] ; [10.7173913 18.2826087],0
p11,1,0.283009,1.152582,[35 14] ; [77 20],[37.5890411 11.4109589] ; [74.4109589 22.5890411],0
r1,1,0.285887,1.138888,[42  7] ; [76 21],[39.60273973  9.39726027] ; [78.39726027 18.60273973],0
v2,1,0.362791,0.828209,[23 24] ; [38 55],[20.47857143 26.52142857] ; [40.52142857 52.47857143],0
p6,1,0.37417,0.789768,[20 29] ; [32 64],[17.57241379 31.42758621] ; [34.42758621 61.57241379],0
a7,1,0.424805,0.636983,[36 13] ; [65 32],[33.89726027 15.10273973] ; [67.10273973 29.89726027],0
b1,1,0.437068,0.603968,[23 26] ; [39 58],[20.80821918 28.19178082] ; [41.19178082 55.80821918],0
p5,1,0.438557,0.600054,[ 6 43] ; [ 8 89],[ 4.69863014 44.30136986] ; [ 9.30136986 87.69863014],0
r3,1,0.457059,0.553088,[47  2] ; [90  7],[45.97945205  3.02054795] ; [91.02054795  5.97945205],0
d5,1,0.475542,0.509069,[38 11] ; [80 17],[39.60273973  9.39726027] ; [78.39726027 18.60273973],0
a4,1,0.506917,0.440426,[22 27] ; [38 59],[20.1369863 28.8630137] ; [39.8630137 57.1369863],0
d3,1,0.510714,0.432604,[34 15] ; [62 35],[32.21917808 16.78082192] ; [63.78082192 33.21917808],0
p1,1,0.534838,0.385191,[ 5 44] ; [ 7 90],[ 4.02739726 44.97260274] ; [ 7.97260274 89.02739726],0
n5,1,0.551173,0.355219,[37 12] ; [68 28],[35.48275862 13.51724138] ; [69.51724138 26.48275862],0
n4,1,0.558498,0.342312,[39 10] ; [73 24],[37.5890411 11.4109589] ; [74.4109589 22.5890411],0
s3,1,0.582038,0.302951,[36 13] ; [67 30],[34.56849315 14.43150685] ; [68.43150685 28.56849315],0
v4,1,0.597859,0.278238,[47  2] ; [91  6],[46.31506849  2.68493151] ; [91.68493151  5.31506849],0
s1,1,0.603275,0.270084,[ 3 46] ; [ 4 92],[ 2.36551724 46.63448276] ; [ 4.63448276 91.36551724],0
u4,1,0.620091,0.24574,[ 1 48] ; [ 1 96],[ 0.67123288 48.32876712] ; [ 1.32876712 95.67123288],0
p8,1,0.64331,0.214439,[27 22] ; [49 47],[25.68275862 23.31724138] ; [50.31724138 45.68275862],0
p2,1,0.671856,0.179438,[39 10] ; [80 17],[39.93835616  9.06164384] ; [79.06164384 17.93835616],0
u3,1,0.690397,0.158656,[8 5] ; [17  8],[8.55263158 4.44736842] ; [16.44736842  8.55263158],0
u2,1,0.690397,0.158656,[8 5] ; [17  8],[8.55263158 4.44736842] ; [16.44736842  8.55263158],0
n2,1,0.749811,0.10169,[11  6] ; [18 12],[10.4893617  6.5106383] ; [18.5106383 11.4893617],0
