Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,75.579059,[112  20] ; [ 9 43],[86.80434783 45.19565217] ; [34.19565217 17.80434783],1
p2,1,2e-06,22.849238,[105  26] ; [23 29],[91.6284153 39.3715847] ; [36.3715847 15.6284153],1
p11,1,4e-06,21.172693,[97 36] ; [19 33],[83.39459459 49.60540541] ; [32.60540541 19.39459459],1
v4,1,0.001582,9.981023,[122   9] ; [39 12],[115.88461538  15.11538462] ; [45.11538462  5.88461538],0
r4,1,0.00226,9.32532,[108  25] ; [31 21],[99.92972973 33.07027027] ; [39.07027027 12.92972973],0
a7,1,0.003279,8.645412,[101  32] ; [28 24],[92.74054054 40.25945946] ; [36.25945946 15.74054054],0
r3,1,0.003295,8.636365,[123  10] ; [40 12],[117.18378378  15.81621622] ; [45.81621622  6.18378378],0
d2,1,0.008093,7.012845,[39 94] ; [26 26],[46.72972973 86.27027027] ; [18.27027027 33.72972973],0
v1,1,0.008148,7.000756,[57 72] ; [12 40],[49.17679558 79.82320442] ; [19.82320442 32.17679558],0
s1,1,0.00934,6.756541,[  2 131] ; [ 5 47],[  5.03243243 127.96756757] ; [ 1.96756757 50.03243243],0
d3,1,0.019489,5.457086,[91 42] ; [26 26],[84.11351351 48.88648649] ; [32.88648649 19.11351351],0
n6,1,0.035837,4.404851,[91 42] ; [27 25],[84.83243243 48.16756757] ; [33.16756757 18.83243243],0
s6,1,0.040198,4.209487,[76 57] ; [21 31],[69.73513514 63.26486486] ; [27.26486486 24.73513514],0
s8,1,0.040449,4.198966,[40 93] ; [ 8 44],[34.50810811 98.49189189] ; [13.49189189 38.50810811],0
b1,1,0.041688,4.147841,[38 95] ; [23 29],[43.85405405 89.14594595] ; [17.14594595 34.85405405],0
s2,1,0.056554,3.635658,[54 79] ; [13 38],[48.42934783 84.57065217] ; [18.57065217 32.42934783],0
r2,1,0.060089,3.534928,[118  14] ; [41 11],[114.06521739  17.93478261] ; [44.93478261  7.06521739],0
p8,1,0.064047,3.429347,[53 79] ; [13 38],[47.60655738 84.39344262] ; [18.39344262 32.60655738],0
u3,1,0.094591,2.79446,[28 26] ; [16  6],[31.26315789 22.73684211] ; [12.73684211  9.26315789],0
n5,1,0.097375,2.748015,[50 82] ; [13 39],[45.19565217 86.80434783] ; [17.80434783 34.19565217],0
n2,1,0.10782,2.585892,[32 12] ; [14 12],[28.91428571 15.08571429] ; [17.08571429  8.91428571],0
s3,1,0.109281,2.564587,[65 66] ; [19 33],[60.13114754 70.86885246] ; [23.86885246 28.13114754],0
b2,1,0.11084,2.542208,[17 41] ; [ 4 25],[14. 44.] ; [ 7. 22.],0
b3,1,0.11084,2.542208,[17 41] ; [ 4 25],[14. 44.] ; [ 7. 22.],0
s5,1,0.117776,2.446643,[37 93] ; [ 9 43],[32.85714286 97.14285714] ; [13.14285714 38.85714286],0
a5,1,0.136207,2.220294,[80 53] ; [25 27],[75.48648649 57.51351351] ; [29.51351351 22.48648649],0
s7,1,0.145097,2.123055,[37 90] ; [ 9 40],[33.19318182 93.80681818] ; [12.80681818 36.19318182],0
p7,1,0.160285,1.971534,[61 66] ; [19 33],[56.75977654 70.24022346] ; [23.24022346 28.75977654],0
r1,1,0.203475,1.617254,[94 38] ; [32 20],[90.39130435 41.60869565] ; [35.60869565 16.39130435],0
p3,1,0.222203,1.490089,[40 93] ; [11 41],[36.66486486 96.33513514] ; [14.33513514 37.66486486],0
b4,1,0.238987,1.386557,[77 56] ; [35 17],[80.51891892 52.48108108] ; [31.48108108 20.51891892],0
v3,1,0.311392,1.02476,[36 88] ; [11 40],[33.30285714 90.69714286] ; [13.69714286 37.30285714],0
a1,1,0.324771,0.969635,[  2 131] ; [ 2 50],[  2.87567568 130.12432432] ; [ 1.12432432 50.87567568],0
b5,1,0.355475,0.853817,[79 54] ; [27 25],[76.20540541 56.79459459] ; [29.79459459 22.20540541],0
v2,1,0.391283,0.734951,[58 65] ; [20 30],[55.4566474 67.5433526] ; [22.5433526 27.4566474],0
a6,1,0.433132,0.614409,[85 48] ; [30 22],[82.67567568 50.32432432] ; [32.32432432 19.67567568],0
n3,1,0.442842,0.588907,[31 13] ; [16 10],[29.54285714 14.45714286] ; [17.45714286  8.54285714],0
